"time","stock_a","stock_b","pressure","total_state","run_id"
1,24,18,30,42,7001
2,24.7281815715716,19.9520995542538,28.7036285360634,44.6802811258254,7001
3,24.6835337608871,21.526794051143,27.6043425261287,46.21032781203,7001
4,25.3696526588266,22.8229049536465,26.1067522082603,48.192557612473,7001
5,25.840836422998,24.4194538696391,24.8363852783763,50.2602902926371,7001
6,26.7475629614941,25.9021467727298,23.747492935083,52.6497097342239,7001
7,27.1707344915813,27.6211334470501,22.7145473962515,54.7918679386314,7001
8,27.8383747702095,29.9625183361583,21.6338688053354,57.8008931063678,7001
9,27.9743243799795,32.2035488053962,20.554666687869,60.1778731853757,7001
10,28.0769152004461,33.8070982709668,19.6401261880806,61.8840134714129,7001
11,28.3100226425992,35.6286331245709,18.7285462134478,63.9386557671701,7001
12,28.9355699809595,37.6441109414032,17.8484086641879,66.5796809223627,7001
13,29.2755406685184,39.4838685133243,17.1046056524325,68.7594091818427,7001
14,29.8305161609697,41.9204613653303,16.2644655019922,71.7509775263,7001
15,29.7979515722785,44.4030922759162,15.8280603967644,74.2010438481947,7001
16,29.285971074754,46.7505005801754,15.1413196452752,76.0364716549294,7001
17,28.8299381536035,49.1367715174782,14.4062841279955,77.9667096710817,7001
18,28.7139400739752,52.3248486657977,13.7283481503469,81.0387887397729,7001
19,29.5925062043063,54.7762055322958,13.1638136994688,84.3687117366021,7001
20,29.124975635851,57.2424092752074,12.7529148430306,86.3673849110583,7001
21,29.5090883179037,60.0437544154989,12.4889479040191,89.5528427334026,7001
22,29.3426604689387,62.9341166205612,11.7611953943754,92.2767770894999,7001
23,29.2610872893805,65.0334000969041,11.2741314795565,94.2944873862847,7001
24,28.4720581667973,68.5209665813165,11.0508714053065,96.9930247481138,7001
25,28.8078342290605,71.2227933804536,11.1044491614362,100.030627609514,7001
26,28.6173802936849,74.136136820091,10.9617699742176,102.753517113776,7001
27,28.0921861533132,77.1145039794196,10.8688796805957,105.206690132733,7001
28,27.1417810555522,79.9337861574846,10.805923038505,107.075567213037,7001
29,26.4063722543855,82.5640007516868,10.963731893642,108.970373006072,7001
30,25.2084653585412,84.7332240667921,11.0091391969523,109.941689425333,7001
31,23.1284863135612,86.3432774999239,11.2899755623767,109.471763813485,7001
32,22.8150350247234,88.3878920153127,11.3812541668653,111.202927040036,7001
33,21.3186939557059,90.7311457282964,11.8037404009052,112.049839684002,7001
34,19.9303987857056,94.1393148762489,12.1550937558679,114.069713661954,7001
35,18.4187885192101,96.5101910194377,12.4065739441702,114.928979538648,7001
36,15.5204511036398,99.0854935464063,12.767542919069,114.605944650046,7001
37,14.3610184613794,101.460585963321,13.1186233980555,115.8216044247,7001
38,11.794803875109,103.190368297167,13.3156160167518,114.985172172276,7001
39,9.72668793782459,104.863222693279,13.7912123788827,114.589910631103,7001
40,7.17036474998425,107.355302913196,14.0960580724285,114.52566766318,7001
41,4.83159943013226,109.261934710266,14.4168215402582,114.093534140398,7001
