run_id,time,stock_a,stock_b,pressure,total_state
5001,1,24.0,18.0,30.0,42.0
5001,2,23.311411,19.35395,28.640621,42.665361
5001,3,22.603795,21.136458,27.387939,43.740253
5001,4,21.94441,22.583644,26.00303,44.528055
5001,5,21.867272,24.432316,24.928149,46.299588
5001,6,22.266286,26.413501,23.904043,48.679787
5001,7,21.737445,27.826405,22.77605,49.563851
5001,8,21.535958,29.973402,21.41054,51.50936
5001,9,21.109204,32.271153,20.25675,53.380357
5001,10,20.220077,34.719747,19.412434,54.939824
5001,11,20.067052,37.257925,18.674683,57.324977
5001,12,20.293074,39.988507,17.895669,60.281581
5001,13,19.781056,41.682808,16.983392,61.463864
5001,14,18.988905,43.50065,16.150039,62.489555
5001,15,18.83509,45.939888,15.40889,64.774978
5001,16,18.632146,48.789932,14.607958,67.422078
5001,17,18.371439,51.033055,14.020654,69.404494
5001,18,18.698669,53.494134,13.490608,72.192802
5001,19,18.401432,56.00032,13.029859,74.401752
5001,20,17.64003,59.29435,12.550902,76.93438
5001,21,16.367319,62.436128,12.082798,78.803447
5001,22,16.024815,65.320331,11.615864,81.345145
5001,23,15.247709,68.449278,11.215108,83.696987
5001,24,14.859266,71.694613,10.865162,86.55388
5001,25,14.731795,75.010343,10.617767,89.742138
5001,26,14.408493,78.052425,10.323458,92.460918
5001,27,13.210565,80.064781,10.257926,93.275346
5001,28,12.63525,82.630097,10.102484,95.265347
5001,29,11.117656,85.653151,10.089988,96.770807
5001,30,10.784821,88.288259,10.106156,99.073081
5001,31,9.954473,91.462729,10.281773,101.417202
5001,32,8.655293,94.840666,10.415167,103.495959
5001,33,7.050403,98.652265,10.646323,105.702668
5001,34,5.762536,102.065674,10.735095,107.82821
5001,35,4.630217,105.166271,10.954361,109.796489
5001,36,2.913429,108.461769,11.08911,111.375198
5001,37,1.184105,111.329078,11.342528,112.513183
5001,38,0.0,114.148497,11.682401,114.148497
5001,39,0.0,115.667829,12.022444,115.667829
5001,40,0.0,117.828173,12.280643,117.828173
5001,41,0.0,119.849793,12.664396,119.849793
5001,42,0.0,122.637059,12.944854,122.637059
5001,43,0.0,124.707643,13.395853,124.707643
5001,44,0.0,127.55761,13.703586,127.55761
5001,45,0.0,129.707377,14.33345,129.707377
5001,46,0.0,132.245823,15.071962,132.245823
5001,47,0.0,135.036677,15.482242,135.036677
5001,48,0.0,137.578119,16.22773,137.578119
5001,49,0.0,140.444629,16.907756,140.444629
5001,50,0.0,142.781671,17.536517,142.781671
5001,51,0.0,145.796209,18.193085,145.796209
5001,52,0.0,147.995235,18.893927,147.995235
5001,53,0.0,151.20576,19.616166,151.20576
5001,54,0.0,154.413951,20.268008,154.413951
5001,55,0.0,156.835514,21.10416,156.835514
5001,56,0.0,159.549101,21.825104,159.549101
5001,57,0.0,162.552458,22.623139,162.552458
5001,58,0.0,165.231487,23.265637,165.231487
5001,59,0.0,167.421992,24.092557,167.421992
5001,60,0.0,170.568869,24.928553,170.568869
5001,61,0.0,173.539011,25.640242,173.539011
5001,62,0.0,175.799386,26.412937,175.799386
5001,63,0.0,178.903551,27.308398,178.903551
5001,64,0.0,181.401956,28.136203,181.401956
5001,65,0.0,183.732599,29.044475,183.732599
5001,66,0.0,185.859601,29.989721,185.859601
5001,67,0.0,188.9845,31.020141,188.9845
5001,68,0.0,191.684141,31.918145,191.684141
5001,69,0.0,193.744263,32.779524,193.744263
5001,70,0.0,196.545097,33.889367,196.545097
5001,71,0.0,199.491762,34.814517,199.491762
5001,72,0.0,202.486279,35.684847,202.486279
5001,73,0.0,205.364987,36.566133,205.364987
5001,74,0.0,208.070528,37.542217,208.070528
5001,75,0.0,210.747601,38.500124,210.747601
5001,76,0.0,213.894248,39.417532,213.894248
5001,77,0.0,216.777422,40.417497,216.777422
5001,78,0.0,219.420406,41.410061,219.420406
5001,79,0.0,222.066145,42.315161,222.066145
5001,80,0.0,225.109042,43.224522,225.109042
5001,81,0.0,227.975527,44.12766,227.975527
5001,82,0.0,230.130672,45.125281,230.130672
5001,83,0.0,232.867913,46.135647,232.867913
5001,84,0.0,235.608549,46.901953,235.608549
5001,85,0.0,238.175621,47.719338,238.175621
5001,86,0.0,240.956779,48.669479,240.956779
5001,87,0.0,243.19251,49.778624,243.19251
5001,88,0.0,246.322589,50.751582,246.322589
5001,89,0.0,249.027743,51.713825,249.027743
5001,90,0.0,252.028573,52.682227,252.028573
5001,91,0.0,255.163914,53.705883,255.163914
5001,92,0.0,257.952364,54.790312,257.952364
5001,93,0.0,261.095389,55.852318,261.095389
5001,94,0.0,263.44347,56.915908,263.44347
5001,95,0.0,266.334168,57.96864,266.334168
5001,96,0.0,269.601371,58.956741,269.601371
5001,97,0.0,271.903414,60.140927,271.903414
5001,98,0.0,274.712272,61.197045,274.712272
5001,99,0.0,278.099602,62.253499,278.099602
5001,100,0.0,281.09334,63.256263,281.09334
5001,101,0.0,284.128208,64.365218,284.128208
5001,102,0.0,287.537587,65.592239,287.537587
5001,103,0.0,290.518726,66.570475,290.518726
5001,104,0.0,293.315927,67.734188,293.315927
5001,105,0.0,296.5148,69.035697,296.5148
5001,106,0.0,299.784723,70.216421,299.784723
5001,107,0.0,302.446506,71.323678,302.446506
5001,108,0.0,305.581712,72.415962,305.581712
5001,109,0.0,309.203555,73.407635,309.203555
5001,110,0.0,312.067064,74.447697,312.067064
5001,111,0.0,315.131732,75.527734,315.131732
5001,112,0.0,318.431096,76.588936,318.431096
5001,113,0.0,321.920682,77.863333,321.920682
5001,114,0.0,325.497742,78.675009,325.497742
5001,115,0.0,327.81812,79.980473,327.81812
5001,116,0.0,331.245628,81.176594,331.245628
5001,117,0.0,334.249888,82.335695,334.249888
5001,118,0.0,337.142715,83.483673,337.142715
5001,119,0.0,340.681457,84.702212,340.681457
5001,120,0.0,343.538391,85.949991,343.538391
5001,121,0.0,345.824542,87.186817,345.824542
5001,122,0.0,349.261855,88.419963,349.261855
5001,123,0.0,352.710553,89.674884,352.710553
5001,124,0.0,355.415977,90.821365,355.415977
5001,125,0.0,357.76487,92.031868,357.76487
5001,126,0.0,361.203381,93.281886,361.203381
5001,127,0.0,363.890356,94.485052,363.890356
5001,128,0.0,367.000901,95.678462,367.000901
5001,129,0.0,370.993378,96.806344,370.993378
5001,130,0.0,373.910953,98.021855,373.910953
5001,131,0.0,376.931227,99.217317,376.931227
5001,132,0.0,379.48363,100.296335,379.48363
5001,133,0.0,382.276749,101.278269,382.276749
5001,134,0.0,385.159731,102.609981,385.159731
5001,135,0.0,388.345855,103.860618,388.345855
5001,136,0.0,391.295016,105.097493,391.295016
5001,137,0.0,394.555621,106.05371,394.555621
5001,138,0.0,397.961818,107.275838,397.961818
