"scenario","time","resource_stock","demand","scarcity","conservation","regeneration","extraction","unmet_demand","critical_threshold","below_critical_threshold","overshoot"
"baseline",0,80,4,0,0,1.28,4,0,20,FALSE,TRUE
"baseline",1,77.28,4.06,0,0,1.40464128,4.06,0,20,FALSE,TRUE
"baseline",2,74.62464128,4.1209,0,0,1.51490163346506,4.1209,0,20,FALSE,TRUE
"baseline",3,72.018642913465,4.1827135,0,0,1.61214349139945,4.1827135,0,20,FALSE,TRUE
"baseline",4,69.4480729048645,4.2454542025,0.00788467278765015,0.00354810275444257,1.69741796822966,4.23039089475025,0.0150633077497506,20,FALSE,TRUE
"baseline",5,66.9150999783439,4.3091360155375,0.0440700003093728,0.0198315001392178,1.7711035141781,4.22367938404546,0.0854566314920397,20,FALSE,TRUE
"baseline",6,64.4625241084766,4.37377305577056,0.0791067984503349,0.0355980593026507,1.83266831712939,4.2180752231549,0.155697832615656,20,FALSE,TRUE
"baseline",7,62.077117202451,4.43937965160712,0.113184039964985,0.0509328179842433,1.88331459206261,4.21326953584886,0.226110115758259,20,FALSE,TRUE
"baseline",8,59.7471622586648,4.50597034638122,0.146469110590503,0.0659110997657263,1.92399426232261,4.20897688533949,0.296993461041737,20,FALSE,TRUE
"baseline",9,57.4621796356479,4.57355990157694,0.179111719490744,0.0806002737708349,1.95545270006826,4.20492972140253,0.368630180174415,20,FALSE,TRUE
"baseline",10,55.2127026143136,4.6421633001006,0.211247105509805,0.0950611974794123,1.97826218516378,4.20087369789805,0.441289602202543,20,FALSE,TRUE
"baseline",11,52.9900911015794,4.7117957496021,0.242998698548866,0.10934941434699,1.9928474841634,4.19656364386048,0.515232105741625,20,FALSE,TRUE
"baseline",12,50.7863749418823,4.78247268584614,0.27448035797311,0.1235161610879,1.99950529156062,4.19176001918269,0.590712666663451,20,FALSE,TRUE
"baseline",13,48.5941202142602,4.85420977613383,0.305798282653425,0.137609227194041,1.99841880162244,4.18622572020229,0.667984055931536,20,FALSE,TRUE
"baseline",14,46.4063132956804,4.92702292277583,0.337052667204566,0.151673700242055,1.98966833269696,4.179723124901,0.747299797874834,20,FALSE,TRUE
"baseline",15,44.2162585034763,5.00092826661747,0.368339164236052,0.165752623906223,1.97323866744111,4.17201128445882,0.828916982158648,20,FALSE,TRUE
"baseline",16,42.0174858864586,5.07594219061673,0.39975020162202,0.179887590729909,1.94902357474169,4.16284317926239,0.91309901135434,20,FALSE,TRUE
"baseline",17,39.8036662819379,5.15208132347598,0.431376195972315,0.194119288187542,1.91682782296793,4.1519629642785,1.00011835919749,20,FALSE,TRUE
"baseline",18,37.5685311406274,5.22936254332812,0.463306697991038,0.208488014095967,1.87636686559876,4.13910313168181,1.09025941164631,20,FALSE,TRUE
"baseline",19,35.3057948745443,5.30780298147804,0.495631501792224,0.223034175806501,1.82726426858483,4.1239815181608,1.18382146331724,20,FALSE,TRUE
"baseline",20,33.0090776249683,5.38742002620021,0.528441748214738,0.237798786696632,1.76904684547652,3.9610893149962,1.42633071120401,20,FALSE,TRUE
"baseline",21,30.8170351554487,5.46823132659322,0.559756640636448,0.251890488286402,1.70561108781817,3.69804421865384,1.77018710793938,20,FALSE,TRUE
"baseline",22,28.824602024613,5.55025479649211,0.588219971076957,0.264698986984631,1.64128201646718,3.45895224295356,2.09130255353856,20,FALSE,TRUE
"baseline",23,27.0069317981266,5.6335086184395,0.614186688598191,0.276384009869186,1.5770550517312,3.24083181577519,2.3926768026643,20,FALSE,TRUE
"baseline",24,25.3431550340826,5.71801124771609,0.637954928084534,0.28707971763804,1.51363199706137,3.04117860408991,2.67683264362617,20,FALSE,TRUE
"baseline",25,23.8156084270541,5.80378141643183,0.659777022470656,0.296899660111795,1.45150211036371,2.85787301124649,2.94590840518534,20,FALSE,TRUE
"baseline",26,22.4092375261713,5.8908381376783,0.67986803534041,0.305940615903185,1.39099986089021,2.68910850314055,3.20172963453775,20,FALSE,TRUE
"baseline",27,21.1111288839209,5.97920070974348,0.698412444515415,0.314285600031937,1.33234650051086,2.53333546607051,3.44586524367297,20,FALSE,TRUE
"baseline",28,19.9101399183613,6.06888872038963,0.715569429737696,0.322006243381963,1.27568025621392,2.38921679020335,3.67967193018628,20,TRUE,TRUE
"baseline",29,18.7966033843719,6.15992205119547,0.731477094508973,0.329164692529038,1.22107843171825,2.25559240612462,3.90432964507085,20,TRUE,TRUE
"baseline",30,17.7620894099655,6.2523208819634,0.746255865571922,0.335815139507365,1.16857369663115,2.13145072919586,4.12087015276755,20,TRUE,TRUE
"baseline",31,16.7992123774008,6.34610569519286,0.760011251751418,0.342005063288138,1.11816616099125,2.01590548528809,4.33020020990476,20,TRUE,TRUE
"baseline",32,15.9014730531039,6.44129728062075,0.772836099241372,0.347776244658618,1.06983236804144,1.90817676637247,4.53312051424828,20,TRUE,TRUE
"baseline",33,15.0631286547729,6.53791673983006,0.784812447788959,0.35,1.02353201648564,1.80757543857275,4.73034130125731,20,TRUE,TRUE
"baseline",34,14.2790852326858,6.63598549092751,0.796013068104489,0.35,0.979212998549019,1.71349022792229,4.92249526300521,20,TRUE,TRUE
"baseline",35,13.5448080033125,6.73552527329142,0.806502742809821,0.35,0.936815181187722,1.6253769603975,5.11014831289392,20,TRUE,TRUE
"baseline",36,12.8562462241027,6.83655815239079,0.816339339655675,0.35,0.896273244348414,1.54274954689233,5.29380860549846,20,TRUE,TRUE
"baseline",37,12.2097699215588,6.93910652467665,0.825574715406303,0.35,0.857518808494784,1.46517239058706,5.47393413408959,20,TRUE,TRUE
"baseline",38,11.6021163394665,7.0431931225468,0.834255480864764,0.35,0.820482024313711,1.39225396073599,5.65093916181082,20,TRUE,TRUE
"baseline",39,11.0303444030443,7.148841019385,0.842423651385082,0.35,0.785092754123726,1.32364132836531,5.82519969101969,20,TRUE,TRUE
"baseline",40,10.4917958288027,7.25607363467578,0.850117202445676,0.35,0.75128144253359,1.25901549945632,5.99705813521946,20,TRUE,TRUE
"baseline",41,9.98406177187995,7.36491473919591,0.857370546116001,0.35,0.718979750178624,1.19808741262559,6.16682732657032,20,TRUE,TRUE
"baseline",42,9.50495410943298,7.47538846028385,0.864214941293814,0.35,0.688121006656697,1.14059449313196,6.33479396715189,20,TRUE,TRUE
"baseline",43,9.05248062295772,7.58751928718811,0.870678848243461,0.35,0.658640525493398,1.08629767475493,6.50122161243318,20,TRUE,TRUE
"baseline",44,8.62482347369619,7.70133207649593,0.876788236090054,0.35,0.630475813933759,1.03497881684354,6.66635325965239,20,TRUE,TRUE
"baseline",45,8.22032047078641,7.81685205764337,0.882566850417337,0.35,0.603566702748969,0.986438456494369,6.830413601149,20,TRUE,TRUE
"baseline",46,7.83744871704101,7.93410483850802,0.888036446899414,0.35,0.577855415449482,0.940493846044921,6.9936109924631,20,TRUE,TRUE
"baseline",47,7.47481028644557,8.05311641108564,0.89321699590792,0.35,0.553286591860964,0.896977234373468,7.15613917671217,20,TRUE,TRUE
"baseline",48,7.13111964393307,8.17391315725192,0.898126862229528,0.35,0.529807277613775,0.855734357271968,7.31817879997995,20,TRUE,TRUE
"baseline",49,6.80519256427487,8.2965218546107,0.902782963367502,0.35,0.5073668884725,0.816623107712985,7.47989874689771,20,TRUE,TRUE
"baseline",50,6.49593634503439,8.42096968242986,0.907200909356652,0.35,0.48591715640376,0.779512361404126,7.64145732102573,20,TRUE,TRUE
"baseline",51,6.20234114003402,8.54728422766631,0.911395126570943,0.35,0.465412062708835,0.744280936804082,7.80300329086222,20,TRUE,TRUE
"baseline",52,5.92347226593877,8.6754934910813,0.915378967629446,0.35,0.445807762326825,0.710816671912653,7.96467681916865,20,TRUE,TRUE
"baseline",53,5.65846335635295,8.80562589344752,0.919164809194958,0.35,0.427062502464084,0.679015602762353,8.12661029068516,20,TRUE,TRUE
"baseline",54,5.40651025605468,8.93771028184923,0.922764139199219,0.35,0.409136537965315,0.648781230726561,8.28892905112267,20,TRUE,TRUE
"baseline",55,5.16686556329343,9.07177593607697,0.926187634810094,0.35,0.391992045264156,0.620023867595212,8.45175206848176,20,TRUE,TRUE
"baseline",56,4.93883374096238,9.20785257511812,0.929445232271966,0.35,0.375593036300295,0.592660048915485,8.61519252620264,20,TRUE,TRUE
"baseline",57,4.72176672834719,9.34597036374489,0.93254618959504,0.35,0.359905273438234,0.566612007401662,8.77935835634323,20,TRUE,TRUE
"baseline",58,4.51505999438376,9.48615991920106,0.935499142937375,0.35,0.344896186148393,0.541807199326051,8.94435271987501,20,TRUE,TRUE
"baseline",59,4.3181489812061,9.62845231798908,0.938312157411341,0.35,0.330534789997375,0.518177877744732,9.11027444024435,20,TRUE,TRUE
