"scenario","time","capacity","workload","backlog","pressure","burnout","learning","attrition","delivery"
"baseline_organization",1,100,95,0,0.95,0.1,0.15,0.343,95
"baseline_organization",2,99.807,95.9,0,0.960854449086737,0.098,0.11721,0.33686821,95.9
"baseline_organization",3,99.58734179,96.35,0,0.967492436972295,0.0964341779634695,0.0971202537,0.331594541932,96.35
"baseline_organization",4,99.352867501768,96.8,0,0.974305044575361,0.0951338754423613,0.0765860250530397,0.327239801758937,96.8
"baseline_organization",5,99.1022137250621,97.25,0,0.98131006709698,0.0941060772253758,0.0555664117518631,0.323821121015487,97.25
"baseline_organization",6,98.8339590157985,97.7,0,0.988526625594172,0.093358479909255,0.0340187704739544,0.321357043577381,97.7
"baseline_organization",7,98.546620742695,98.15,0,0.99597529839475,0.0928995449330219,0.0118986222808514,0.319867498719148,98.15
"baseline_organization",8,98.8386518662568,98.6,0,0.997585439888641,0.0927385568688119,0.00715955598770283,0.320481275179985,98.6
"baseline_organization",9,99.1253301470645,99.05,0,0.99924005148883,0.0926419744643575,0.00225990441193392,0.321305358443047,99.05
"baseline_organization",10,99.4062846930333,99.5,0,1.00094275032264,0.0926115765239107,0,0.322511249180173,99.5
"baseline_organization",11,99.6744019131565,99.95,0,1.00276498360215,0.0926964240529482,0,0.324249255917365,99.9225928485548
"baseline_organization",12,99.9225928485548,100.402740715145,0.0274071514452174,1.00480519823297,0.0929452725771413,0,0.326569107792085,100.148008954104
"baseline_organization",13,100.148008954104,100.878213891249,0.282138912486019,1.00729125765725,0.0933777404181086,0,0.329605962974741,100.345382497415
"baseline_organization",14,100.345382497415,101.381497030632,0.814970306320106,1.01032548292139,0.0940339536072611,0,0.333519317265901,100.508251726827
"baseline_organization",15,100.508251726827,101.918821561013,1.68821561012525,1.014034368422,0.0949632470701863,0,0.338503942924135,100.628690800484
"baseline_organization",16,100.628690800484,102.497834637065,2.97834637065363,1.01857466117975,0.0962263402281665,0,0.344797375404113,100.696979041422
"baseline_organization",17,100.696979041422,103.12792019663,4.77920196629708,1.02414115277687,0.0978980597343443,0,0.352688825063185,100.701196100838
"baseline_organization",18,100.701196100838,103.820592606209,7.20592606208885,1.03097675723978,0.100070763484262,0,0.362529694207543,100.626726756093
"baseline_organization",19,100.626726756093,104.58997919122,10.3997919122044,1.03938568373324,0.102858671635842,0,0.374745845752462,100.455655666828
"baseline_organization",20,100.455655666828,105.45341154366,14.5341154365967,1.04975086612751,0.106403383171834,0,0.389851687771357,100.166028391374
"baseline_organization",21,100.166028391374,106.432149858888,19.8214985888828,1.06255735171042,0.11088096112331,0,0.408465975120581,99.7309502695016
"baseline_organization",22,99.7309502695016,107.552269817827,26.5226981782695,1.07842419557008,0.116511122777248,0,0.431328931281176,99.1174893833879
"baseline_organization",23,99.1174893833879,108.845747861271,34.9574786127085,1.09814875798815,0.123569300378555,0,0.459319772848774,98.2853437627508
"baseline_organization",24,98.2853437627508,110.351788271123,45.5178827112286,1.12276952032135,0.132402688597488,0,0.493472831938452,97.1852264799751
"baseline_organization",25,97.1852264799751,112.118444450238,58.6844445023763,1.15365728425132,0.14345194542641,0,0.53498897979038,95.7569157031585
"baseline_organization",26,95.7569157031585,114.204597324946,75.0459732494555,1.19265116766056,0.157281101009029,0,0.585236556694382,93.9269109842854
"baseline_organization",27,93.9269109842854,116.682365959012,95.3236595901156,1.24226768171407,0.174619706098479,0,0.645731818848874,91.6056336679639
"baseline_organization",28,91.6056336679639,119.640039188116,120.400391881163,1.30603364004627,0.196423797452745,0,0.718081802547907,88.6841113134007
"baseline_organization",29,88.6841113134007,123.185631975588,151.356319755879,1.38903835367152,0.223966825056909,0,0.803860249620846,85.0300989975612
"baseline_organization",30,85.0300989975612,127.451185273391,189.511852733906,1.49889494162586,0.258980276887346,0,0.904365572144002,80.4836247978342
"baseline_organization",31,80.4836247978342,132.597941320946,236.479413209462,1.64751453049011,0.303880821633673,0,1.02017014815458,74.8520229973684
"baseline_organization",32,74.8520229973684,138.822533153304,294.22533153304,1.85462633599341,0.362157129377784,0,1.15029388918083,67.904678092594
"baseline_organization",33,67.904678092594,146.364318659375,365.14318659375,2.15543792814678,0.439073499617191,0,1.29067793055265,59.3680361053633
"baseline_organization",34,59.3680361053633,155.513946914776,452.139469147761,2.61948949496625,0.543062913150401,0,1.43127987128854,48.9221651531335
"baseline_organization",35,48.9221651531335,166.62312509094,558.731250909404,3.405882069393,0.688816967697363,0,1.55020263469308,36.2018665246597
"baseline_organization",36,36.2018665246597,180.115250947568,689.152509475685,4.97530288458688,0.905346353942733,0,1.60046013617294,20.8100679461959
"baseline_organization",37,20.8100679461959,196.495769247706,848.457692477057,9.44234155100996,1.26312361355555,0,1.4734090468885,2.36808876915639
"baseline_organization",38,2.36808876915639,216.358537295561,1042.58537295561,91.3642005796247,2.02293435314645,0,0.84173699714311,0
"baseline_organization",39,0,238.444391025117,1258.94391025117,238.444391025117,10.1557124053127,0,0,0.6
"baseline_organization",40,0.6,262.678830127628,1496.78830127628,262.678830127628,31.5257075975732,0,1.15661284849025,0
"baseline_organization",41,0,289.396713140391,1759.46713140391,289.396713140391,55.0768023090597,0,0,0.6
"baseline_organization",42,0.6,318.72638445443,2048.2638445443,318.72638445443,81.032506491695,0,2.30218550294447,0
"baseline_organization",43,0,351.049022899873,2366.99022899873,351.049022899873,109.627881092594,0,0,0.6
"baseline_organization",44,0.6,386.543925189861,2717.43925189861,386.543925189861,141.132293153582,0,3.69245617483407,0
"baseline_organization",45,0,425.648317708847,3103.98317708847,425.648317708847,175.83124642067,0,0,0.6
"baseline_organization",46,0.6,468.603149479732,3529.03149479732,468.603149479732,214.049595014466,0,5.37881144782048,0
"baseline_organization",47,0,515.913464427705,3997.63464427705,515.913464427705,256.133878467642,0,0,0.6
