"scenario","time","output","consumption","investment","capital","debt","debt_service","fragility","government","demand_gap"
"baseline_feedback",1,100,78.5,13.9,190,60,0,0.31578947368421,22,0
"baseline_feedback",2,164.9655,118.78136,24.29833,195.35,59.89,2.09615,0.306577937036089,22,50.5655
"baseline_feedback",3,210.3643614,146.905339493,31.529507419,210.85758,60.822583,2.128790405,0.288453386404226,22,45.2846714
"baseline_feedback",4,245.76184327827,168.810968603355,37.1359710036817,232.898496319,62.4549691669,2.1859239208415,0.268163900385839,22,45.32699636627
"baseline_feedback",5,276.463800149503,187.792376291739,41.9729563025871,259.554034988327,64.6071920380957,2.26125172133335,0.248916153590143,22,48.5168605424661
"baseline_feedback",6,305.441905998164,205.694249022177,46.5190791843472,289.847059716439,67.189307867402,2.35162577535907,0.231809520279882,22,53.6765734038378
"baseline_feedback",7,334.390846022647,223.568287456812,51.0468834555032,323.323021213546,70.1614830891517,2.45565190812031,0.21700119844795,22,60.1775178161231
"baseline_feedback",8,364.309009132578,242.033782303261,55.7165167587009,359.82036871444,73.5121343574732,2.57292470251156,0.20430231512495,22,67.693838220262
"baseline_feedback",9,395.817622033988,261.475776094213,60.6272101318339,399.344968880991,77.2459826744065,2.70360939360423,0.193431716169752,22,76.0673229720262
"baseline_feedback",10,429.336322380562,282.15408102293,65.8455971866644,442.00165541318,81.3775541207297,2.84821439422554,0.184111423846724,22,85.2333361545157
"baseline_feedback",11,465.179949797993,304.263377000096,71.4213233431557,487.957178106252,85.9276749863779,3.00746862452323,0.176096753653386,22,95.1802715883987
"baseline_feedback",12,503.612118383523,327.966473011633,77.3956824007525,537.420428434626,90.921615446034,3.18225654061119,0.169181539508772,22,105.927418040271
"baseline_feedback",13,544.875096225054,353.412856077035,83.8064303805101,590.63219155582,96.3881432999584,3.37358501549854,0.163194869290914,22,117.512940812668
"baseline_feedback",14,589.20671327142,380.749185159393,90.6905062269843,647.860173316319,102.35908275551,3.58256789644287,0.157995640064656,22,129.987426813875
"baseline_feedback",15,636.850185834935,410.125386309927,98.0856092627634,709.396971744069,108.869156309321,3.81042047082624,0.153467185011608,22,143.410494448558
"baseline_feedback",16,688.060093011782,441.698357959108,106.03115529041,775.559717278349,115.955988327864,4.05845959147526,0.149512649696126,22,157.849097439092
"baseline_feedback",17,743.106284105215,475.634391041516,114.56889831163,846.690685291233,123.660204148709,4.32810714520481,0.146051215983525,22,173.376770855697
"baseline_feedback",18,802.276696953885,512.110912389505,123.743375901956,923.158502764757,132.025588876154,4.62089561066539,0.143015081896286,22,190.07340760074
"baseline_feedback",19,865.879628583464,551.317887553137,133.602265537299,1005.3597460423,141.099286744446,4.93847503605561,0.140347062133627,22,208.025340292003
"baseline_feedback",20,934.245759145676,593.45906989208,144.196700373773,1093.72082300769,150.932031129565,5.28262108953476,0.137998681157507,22,227.325606055241
"baseline_feedback",21,1007.7300983863,638.753200989789,155.581571728203,1188.70008634612,161.578400388703,5.6552440136046,0.135928652016313,22,248.074328120447
