"scenario","time","stock","delayed_stock","inflow","outflow","threshold_penalty","shock"
"baseline_system_dynamics",0,20,0,0,0,0,0
"baseline_system_dynamics",1,21.44,20,1.44,0,0,0
"baseline_system_dynamics",2,22.95589376,20,1.51589376,0,0,0
"baseline_system_dynamics",3,24.5476484459116,20,1.59175468591163,0,0,0
"baseline_system_dynamics",4,26.214608466242,20,1.66696002033039,0,0,0
"baseline_system_dynamics",5,27.9554381008693,20,1.74082963462725,0,0,0
"baseline_system_dynamics",6,29.7680716624771,20,1.81263356160785,0,0,0
"baseline_system_dynamics",7,31.6496738306479,20,1.8816021681708,0,0,0
"baseline_system_dynamics",8,33.5966128071785,21.44,1.94693897653055,0,0,0
"baseline_system_dynamics",9,35.6044488069206,22.95589376,2.00783599974214,0,0,0
"baseline_system_dynamics",10,37.6679401021833,24.5476484459116,2.06349129526269,0,0,0
"baseline_system_dynamics",11,39.7810683709923,26.214608466242,2.113128268809,0,0,0
"baseline_system_dynamics",12,41.9370844637178,27.9554381008693,2.1560160927255,0,0,0
"baseline_system_dynamics",13,44.1285749174671,29.7680716624771,2.1914904537493,0,0,0
"baseline_system_dynamics",14,46.3475486482173,31.6496738306479,2.21897373075018,0,0,0
"baseline_system_dynamics",15,48.5855422874279,33.5966128071785,2.23799363921058,0,0,0
"baseline_system_dynamics",16,50.8337416658693,35.6044488069206,2.24819937844141,0,0,0
"baseline_system_dynamics",17,53.0831160532204,37.6679401021833,2.24937438735113,0,0,0
"baseline_system_dynamics",18,55.3245610090825,39.7810683709923,2.24144495586214,0,0,0
"baseline_system_dynamics",19,57.549045154137,41.9370844637178,2.2244841450545,0,0,0
"baseline_system_dynamics",20,59.7477558796718,44.1285749174671,2.19871072553472,0,0,0
"baseline_system_dynamics",21,61.9122390094511,46.3475486482173,2.16448312977929,0,0,0
"baseline_system_dynamics",22,64.0345277150546,48.5855422874279,2.12228870560354,0,0,0
"baseline_system_dynamics",23,66.1072565436884,50.8337416658693,2.07272882863383,0,0,0
"baseline_system_dynamics",24,68.1237572016607,53.0831160532204,2.01650065797223,0,0,0
"baseline_system_dynamics",25,70.0781336840664,55.3245610090825,1.95437648240573,0,0,0
"baseline_system_dynamics",26,71.9653153770547,57.549045154137,1.88718169298828,0,0,0
"baseline_system_dynamics",27,73.7810878054025,59.7477558796718,1.81577242834787,0,0,0
"baseline_system_dynamics",28,75.5221016819151,61.9122390094511,1.74101387651256,0,0,0
"baseline_system_dynamics",29,77.0739627507513,64.0345277150546,1.66376009316419,0.111899024328003,0,0
"baseline_system_dynamics",30,78.4383641277223,66.1072565436884,1.59030048687384,0.225899109902863,0,0
"baseline_system_dynamics",31,79.6236909827961,68.1237572016607,1.52213350116517,0.336806646091336,0,0
"baseline_system_dynamics",32,80.6395868694727,70.0781336840664,1.46019323930022,0.444297352623651,0,0
"baseline_system_dynamics",33,81.4965886685559,71.9653153770547,1.40509414482123,0.548092345738007,0,0
"baseline_system_dynamics",34,82.2057972512782,73.7810878054025,1.35716841201942,0.64795982929714,0,0
"baseline_system_dynamics",35,82.7703577297903,75.5221016819151,1.31650796106861,0.743715592505331,0.00823189005112738,0
"baseline_system_dynamics",36,83.1939687581428,77.0739627507513,1.28349328883541,0.829067951291321,0.0308143091916139,0
"baseline_system_dynamics",37,83.5004443750675,78.4383641277223,1.25834439427509,0.904110027024725,0.0477587503257132,0
"baseline_system_dynamics",38,83.7110718000167,79.6236909827961,1.23994820400571,0.969303004053786,0.0600177750026995,0
"baseline_system_dynamics",39,83.8446589244797,80.6395868694727,1.22720727428471,1.025177277821,0.0684428720006684,0
"baseline_system_dynamics",40,83.9176453467871,81.4965886685559,1.21908515605707,1.07231237677057,0.0737863569791898,0
"baseline_system_dynamics",41,83.9442546848119,82.2057972512782,1.21463400071662,1.1113188488203,0.0767058138714827,0
"baseline_system_dynamics",42,83.9371236387843,82.7703577297903,1.21300881650336,1.14236967513847,0.0777701873924758,0
"baseline_system_dynamics",43,83.9074148867484,83.1939687581428,1.21344447521328,1.16566828169786,0.0774849455513726,0
"baseline_system_dynamics",44,83.8638523447778,83.5004443750675,1.21525849412812,1.18252444062871,0.0762965954699342,0
"baseline_system_dynamics",45,83.8131048559198,83.7110718000167,1.21791555393398,1.19410894900092,0.074554093791113,0
"baseline_system_dynamics",46,83.7601309668389,83.8446589244797,1.22100654600232,1.20145624084639,0.072524194236791,0
"baseline_system_dynamics",47,83.7084834354838,83.9176453467871,1.2242282013917,1.20547049407329,0.0704052386735566,0
"baseline_system_dynamics",48,83.6605744204315,83.9442546848119,1.22736433003174,1.20693400766465,0.0683393374193508,0
"baseline_system_dynamics",49,83.617878800199,83.9371236387843,1.23026915671793,1.20654180013314,0.0664229768172606,0
"baseline_system_dynamics",50,83.5811102318975,83.9074148867484,1.23285440247761,1.20490781877116,0.064715152007962,0
"baseline_system_dynamics",51,83.5504320756927,83.8638523447778,1.23507813203383,1.20251187896278,0.0632444092759016,0
"baseline_system_dynamics",52,83.5256256823703,83.8131048559198,1.2369316567809,1.19972076707559,0.0620172830277079,0
