"scenario","entity","arrival_time","service_time","service_start","departure_time","waiting_time","time_in_system","met_service_level"
"baseline_single_server",1,1.10187117657716,1.73680795072012,1.10187117657716,2.83867912729727,0,1.73680795072012,TRUE
"baseline_single_server",2,4.77351146621411,10.4046687901387,4.77351146621411,15.1781802563529,0,10.4046687901387,TRUE
"baseline_single_server",3,6.34846167613637,17.8115301078628,15.1781802563529,32.9897103642157,8.82971858021648,26.6412486880793,TRUE
"baseline_single_server",4,6.5606388886934,0.120359343815256,32.9897103642157,33.110069708031,26.4290714755223,26.5494308193376,FALSE
"baseline_single_server",5,9.18939794026303,1.18841956030916,33.110069708031,34.2984892683401,23.9206717677679,25.1090913280771,FALSE
"baseline_single_server",6,17.3206598237207,6.2192439904051,34.2984892683401,40.5177332587452,16.9778294446195,23.1970734350245,FALSE
"baseline_single_server",7,19.0650186059632,0.340231523631143,40.5177332587452,40.8579647823764,21.452714652782,21.7929461764131,FALSE
"baseline_single_server",8,21.3435162063738,3.42278957178517,40.8579647823764,44.2807543541615,19.5144485760026,22.9372381477877,FALSE
"baseline_single_server",9,27.9635040413678,11.03582687788,44.2807543541615,55.3165812320415,16.3172503127937,27.3530771906737,FALSE
"baseline_single_server",10,31.9349622520547,5.62170856105203,55.3165812320415,60.9382897930936,23.3816189799868,29.0033275410388,FALSE
"baseline_single_server",11,39.4056044559066,9.91178000992938,60.9382897930936,70.8500698030229,21.532685337187,31.4444653471163,FALSE
"baseline_single_server",12,52.7871846200069,7.31365692509586,70.8500698030229,78.1637267281188,18.062885183016,25.3765421081119,FALSE
"baseline_single_server",13,53.3213321848587,3.31835391573478,78.1637267281188,81.4820806438536,24.8423945432601,28.1607484589949,FALSE
"baseline_single_server",14,53.6387841902421,2.52623872789131,81.4820806438536,84.0083193717449,27.8432964536115,30.3695351815028,FALSE
"baseline_single_server",15,60.6052344623436,3.3398614339489,84.0083193717449,87.3481808056938,23.4030849094013,26.7429463433501,FALSE
"baseline_single_server",16,62.3264330040897,5.70748978815644,87.3481808056938,93.0556705938502,25.0217478016041,30.7292375897606,FALSE
"baseline_single_server",17,64.966384312658,0.390116519040682,93.0556705938502,93.4457871128909,28.0892862811923,28.479402800233,FALSE
"baseline_single_server",18,68.4225525489724,10.1696133353861,93.4457871128909,103.615400448277,25.0232345639185,35.1928478993046,FALSE
"baseline_single_server",19,75.3424431702091,4.22159918497055,103.615400448277,107.836999633248,28.2729572780679,32.4945564630385,FALSE
"baseline_single_server",20,77.399884608033,0.128703382374211,107.836999633248,107.965703015622,30.4371150252146,30.5658184075888,FALSE
"baseline_single_server",21,104.415467916676,0.135663778267124,107.965703015622,108.101366793889,3.5502350989462,3.68589887721333,TRUE
"baseline_single_server",22,108.114535475044,0.413766854696653,108.114535475044,108.528302329741,0,0.413766854696647,TRUE
"baseline_single_server",23,135.869916005325,3.41496236886824,135.869916005325,139.284878374193,0,3.41496236886823,TRUE
"baseline_single_server",24,137.111900932524,15.9928173748542,139.284878374193,155.277695749048,2.17297744166927,18.1657948165235,TRUE
"baseline_single_server",25,143.841812836452,6.13416717368641,155.277695749048,161.411862922734,11.4358829125957,17.5700500862821,TRUE
"baseline_single_server",26,147.836770588974,6.61527251503296,161.411862922734,168.027135437767,13.5750923337597,20.1903648487926,FALSE
"baseline_single_server",27,155.106170535295,1.36480610394342,168.027135437767,169.39194154171,12.9209649024716,14.2857710064151,FALSE
"baseline_single_server",28,156.661490196053,1.14243827392252,169.39194154171,170.534379815633,12.7304513456579,13.8728896195804,FALSE
"baseline_single_server",29,157.945457592795,4.0762353940566,170.534379815633,174.61061520969,12.5889222228383,16.6651576168949,FALSE
"baseline_single_server",30,165.095951071999,3.60036608424499,174.61061520969,178.210981293935,9.514664137691,13.115030221936,TRUE
"baseline_single_server",31,168.259204135231,1.50734210725535,178.210981293935,179.71832340119,9.95177715870346,11.4591192659588,TRUE
"baseline_single_server",32,185.028962125333,13.8530350137498,185.028962125333,198.881997139083,0,13.8530350137498,TRUE
"baseline_single_server",33,187.793355305011,1.44836046013304,198.881997139083,200.330357599216,11.0886418340724,12.5370022942055,TRUE
"baseline_single_server",34,189.763097862666,6.01159099639687,200.330357599216,206.341948595613,10.5672597365507,16.5788507329476,TRUE
