sample_type,run_id,growth_rate,carrying_capacity,extraction_pressure,recovery_delay,feedback_strength,shock_intensity,final_state,maximum_state,minimum_state,mean_state
monte_carlo,1,0.091154,62.00086,0.020127,4,0.011279,2.459884,55.41486,55.41486,10.0,40.186487
monte_carlo,2,0.099253,103.629323,0.037477,1,0.006341,5.247311,68.543334,68.543334,10.0,44.026798
monte_carlo,3,0.080428,62.122878,0.015936,11,0.03656,10.068476,75.67687,75.67687,10.0,50.371669
monte_carlo,4,0.075937,82.255257,0.052812,3,0.036416,8.166012,58.185583,58.185583,10.0,35.434445
monte_carlo,5,0.052438,136.577046,0.023513,2,0.022097,8.615505,100.328117,100.328117,10.0,48.066938
monte_carlo,6,0.067516,81.161669,0.00739,8,0.02913,23.354778,101.497194,101.497194,10.0,59.649207
monte_carlo,7,0.070283,104.163251,0.050617,10,0.044845,8.679241,75.073634,75.073634,10.0,40.275275
monte_carlo,8,0.055383,65.564412,0.041369,5,0.049335,20.527625,59.867028,59.867028,10.0,33.545632
monte_carlo,9,0.109319,90.410098,0.029938,6,0.012319,8.526497,74.930475,74.930475,10.0,51.818916
monte_carlo,10,0.093614,116.145625,0.042595,2,0.032411,4.107328,101.704067,101.704067,10.0,64.592805
monte_carlo,11,0.09833,73.0722,0.02587,11,0.035967,5.270764,79.150649,79.150649,10.0,54.453349
monte_carlo,12,0.065943,121.465086,0.008077,1,0.041227,9.627955,181.069082,181.069082,10.0,111.865888
monte_carlo,13,0.045295,133.05089,0.036195,12,0.019161,15.730528,18.420694,21.538867,6.185114,13.983517
monte_carlo,14,0.071651,133.163807,0.030237,5,0.011283,17.879736,72.204979,72.204979,10.0,37.054819
monte_carlo,15,0.083118,119.761105,0.028564,10,0.022973,5.263698,104.227451,104.227451,10.0,59.638472
monte_carlo,16,0.119803,100.762103,0.01,1,0.04375,3.668192,129.137145,129.137145,10.0,100.618837
monte_carlo,17,0.052799,114.438497,0.037802,7,0.022173,23.906913,19.22449,27.36902,4.057632,14.742689
monte_carlo,18,0.082329,137.68627,0.052343,1,0.035613,2.749242,103.389845,103.389845,10.0,58.825988
monte_carlo,19,0.110783,120.070224,0.047273,6,0.01002,10.434366,76.206445,76.206445,10.0,47.48195
monte_carlo,20,0.076298,136.305274,0.053172,5,0.048735,18.287093,110.221204,110.221204,10.0,56.127006
monte_carlo,21,0.080615,68.512866,0.039392,11,0.027845,4.773866,54.037953,54.037953,10.0,34.733966
monte_carlo,22,0.069913,72.923923,0.057442,9,0.046332,14.37467,46.035602,46.035602,10.0,27.297595
monte_carlo,23,0.079088,68.949418,0.024964,5,0.015775,5.780918,58.537334,58.537334,10.0,38.64186
monte_carlo,24,0.085389,66.300564,0.045255,2,0.049009,12.784948,68.059479,68.059479,10.0,46.806117
monte_carlo,25,0.050061,112.780066,0.057077,3,0.016928,20.938393,0.561055,12.083445,0.0,5.749172
monte_carlo,26,0.073851,76.943856,0.034661,12,0.036044,17.110775,67.087902,67.087902,10.0,38.953173
monte_carlo,27,0.071919,113.734957,0.025538,9,0.025317,5.949735,102.456863,102.456863,10.0,56.240667
monte_carlo,28,0.045122,61.682741,0.035466,10,0.01491,1.703834,22.338977,22.338977,10.0,16.138792
monte_carlo,29,0.090488,78.315343,0.054798,6,0.008189,5.712111,32.179567,32.179567,10.0,21.823507
monte_carlo,30,0.093518,77.138945,0.012277,10,0.03093,5.831934,91.477001,91.477001,10.0,63.068591
monte_carlo,31,0.077838,92.564797,0.010188,11,0.024397,10.165887,105.357832,105.357832,10.0,64.44361
monte_carlo,32,0.077362,118.326068,0.042035,11,0.009429,9.662911,49.218238,49.218238,10.0,28.05033
monte_carlo,33,0.067144,128.933803,0.018676,4,0.029133,3.364375,141.521333,141.521333,10.0,77.582968
monte_carlo,34,0.054679,97.010245,0.053097,2,0.024941,20.672379,1.264427,19.971516,0.0,7.73894
monte_carlo,35,0.084026,64.047066,0.059961,1,0.048605,22.232808,51.070363,51.070363,10.0,32.760027
monte_carlo,36,0.107896,73.304889,0.03171,4,0.043909,21.658629,81.038998,81.038998,10.0,58.186004
monte_carlo,37,0.053171,60.17243,0.026473,8,0.017836,16.718196,30.853306,30.853306,10.0,19.684173
monte_carlo,38,0.09844,122.668922,0.041403,8,0.011966,7.120988,80.626829,80.626829,10.0,48.151314
monte_carlo,39,0.117497,106.334423,0.034821,12,0.019112,1.203416,91.010114,91.010114,10.0,62.141833
monte_carlo,40,0.078143,133.55097,0.034212,1,0.048235,1.922675,155.974559,155.974559,10.0,96.648973
monte_carlo,41,0.054866,107.602809,0.042137,4,0.02317,22.598307,17.895176,26.68874,4.6473,14.257803
monte_carlo,42,0.085574,106.313525,0.007186,2,0.023865,14.008135,126.146492,126.146492,10.0,83.214415
monte_carlo,43,0.081823,134.776501,0.016234,12,0.019138,6.374748,131.945442,131.945442,10.0,74.522708
monte_carlo,44,0.05047,111.640063,0.030147,2,0.005419,14.907822,14.272435,20.785088,6.215191,12.422383
monte_carlo,45,0.085039,67.9985,0.03457,9,0.016934,22.398225,45.461722,45.461722,10.0,28.178861
monte_carlo,46,0.110469,130.341619,0.025324,3,0.024718,13.037231,129.00715,129.00715,10.0,86.988356
monte_carlo,47,0.064201,138.708265,0.04939,9,0.005352,19.610499,1.282199,16.908089,0.0,7.071078
monte_carlo,48,0.06395,113.071097,0.056641,3,0.016901,21.353105,1.406036,18.45843,0.0,7.465648
monte_carlo,49,0.099393,72.435833,0.020497,4,0.037293,4.886335,84.449112,84.449112,10.0,62.025389
monte_carlo,50,0.090739,81.118712,0.031869,1,0.009153,10.165819,58.021304,58.021304,10.0,37.895912
monte_carlo,51,0.062134,60.283655,0.047412,11,0.049091,3.877967,51.844471,51.844471,10.0,31.579643
monte_carlo,52,0.075347,116.453396,0.03585,2,0.008386,21.194553,47.661028,47.661028,10.0,26.489131
monte_carlo,53,0.112314,103.647223,0.050903,10,0.029864,10.314881,81.118556,81.118556,10.0,51.918149
monte_carlo,54,0.043346,89.172121,0.05632,1,0.045452,5.041837,41.354969,41.354969,10.0,24.001516
monte_carlo,55,0.059962,68.22349,0.047906,7,0.048823,17.987463,52.448197,52.448197,10.0,29.934289
monte_carlo,56,0.114061,78.938987,0.013938,3,0.044664,0.594873,100.183195,100.183195,10.0,77.742823
monte_carlo,57,0.098925,86.574837,0.056195,11,0.043883,19.457984,68.255267,68.255267,10.0,41.315891
monte_carlo,58,0.061344,122.989961,0.010945,1,0.043637,5.338409,186.445273,186.445273,10.0,111.785233
monte_carlo,59,0.105327,96.824259,0.021785,4,0.015032,15.840796,89.654867,89.654867,10.0,60.937677
monte_carlo,60,0.071877,82.288245,0.008818,5,0.020802,12.225736,93.148362,93.148362,10.0,58.024011
monte_carlo,61,0.094361,127.492893,0.023213,1,0.01019,23.289615,105.835135,105.835135,10.0,62.932856
monte_carlo,62,0.054285,137.002745,0.019601,2,0.031846,8.296491,149.946116,149.946116,10.0,73.914082
monte_carlo,63,0.102914,94.911511,0.059133,2,0.022334,13.838113,56.588684,56.588684,10.0,35.737667
monte_carlo,64,0.060378,116.702823,0.005093,9,0.035909,22.566315,162.194715,162.194715,10.0,84.282824
monte_carlo,65,0.098963,75.76281,0.028721,11,0.046435,14.95573,87.008064,87.008064,10.0,58.020927
monte_carlo,66,0.093071,69.970025,0.054503,9,0.018918,9.80143,37.799433,37.799433,10.0,25.115651
monte_carlo,67,0.072192,83.652416,0.012001,7,0.034922,9.099487,107.355621,107.355621,10.0,66.832029
monte_carlo,68,0.099851,73.922187,0.036301,7,0.029657,0.009743,68.241468,68.241468,10.0,48.018526
monte_carlo,69,0.062953,94.391052,0.036899,11,0.019501,10.602864,46.041604,46.041604,10.0,26.416189
monte_carlo,70,0.09405,100.89392,0.048655,12,0.012636,2.035093,56.484877,56.484877,10.0,35.122405
monte_carlo,71,0.081236,110.635268,0.023435,4,0.035276,5.391376,124.623166,124.623166,10.0,77.341046
monte_carlo,72,0.05593,61.954031,0.018466,8,0.032507,18.443744,66.893817,66.893817,10.0,38.466903
monte_carlo,73,0.076433,130.890953,0.036662,12,0.036336,11.865052,109.402533,109.402533,10.0,56.512115
monte_carlo,74,0.059519,112.484641,0.005305,2,0.040029,5.252187,175.65857,175.65857,10.0,104.601755
monte_carlo,75,0.104329,115.672942,0.03055,9,0.016214,20.360072,96.342342,96.342342,10.0,59.601825
monte_carlo,76,0.076517,124.113328,0.041717,9,0.031795,22.800951,83.701407,83.701407,10.0,42.805072
monte_carlo,77,0.111314,109.012186,0.04456,9,0.024203,21.764514,85.187505,85.187505,10.0,52.977101
monte_carlo,78,0.075673,72.732633,0.052382,8,0.016664,5.933754,29.775231,29.775231,10.0,20.085136
monte_carlo,79,0.091013,121.265095,0.033671,11,0.015766,10.556942,89.854282,89.854282,10.0,51.870985
monte_carlo,80,0.097084,78.759486,0.023472,9,0.008626,3.619936,65.638407,65.638407,10.0,45.353076
monte_carlo,81,0.070643,72.224421,0.016767,7,0.023342,13.022667,74.571369,74.571369,10.0,45.976962
monte_carlo,82,0.073262,76.546751,0.028108,10,0.047573,0.468767,92.210752,92.210752,10.0,56.681432
monte_carlo,83,0.110453,106.055228,0.031234,6,0.018438,9.35968,92.738502,92.738502,10.0,62.520987
monte_carlo,84,0.111331,126.858294,0.034602,12,0.029576,14.478062,117.632945,117.632945,10.0,73.535598
monte_carlo,85,0.057643,77.553731,0.028971,1,0.022499,16.052967,54.071855,54.071855,10.0,30.721249
monte_carlo,86,0.103851,117.93451,0.051228,3,0.049132,12.818967,114.313344,114.313344,10.0,74.560326
monte_carlo,87,0.112554,107.351422,0.041465,2,0.033924,3.256788,99.841466,99.841466,10.0,70.503579
monte_carlo,88,0.076936,64.022771,0.025851,4,0.025461,8.100013,61.683226,61.683226,10.0,41.095156
monte_carlo,89,0.110371,82.260529,0.057316,7,0.016352,1.96575,50.100803,50.100803,10.0,34.619918
monte_carlo,90,0.041551,103.153524,0.059995,6,0.01509,1.646841,5.053432,10.0,5.053432,7.199544
monte_carlo,91,0.116583,63.220651,0.006707,4,0.013971,0.48912,67.132374,67.132374,10.0,53.276299
monte_carlo,92,0.052191,70.097678,0.04182,10,0.047649,11.160816,56.067155,56.067155,10.0,31.237858
monte_carlo,93,0.060499,89.511614,0.038324,12,0.037326,18.667005,58.730557,58.730557,10.0,31.539128
monte_carlo,94,0.053101,84.883114,0.036828,5,0.030911,21.792628,41.325075,41.325075,10.0,23.504825
monte_carlo,95,0.070025,135.317648,0.015908,10,0.036078,15.053817,159.707078,159.707078,10.0,83.296177
monte_carlo,96,0.048152,121.798471,0.051766,10,0.041249,19.109453,26.675055,26.675055,6.600982,17.245556
monte_carlo,97,0.085275,63.28553,0.034301,11,0.021676,12.143059,49.703543,49.703543,10.0,32.551041
monte_carlo,98,0.067298,127.96605,0.050228,2,0.024509,8.692513,54.450627,54.450627,10.0,29.671789
monte_carlo,99,0.111326,96.779148,0.013415,3,0.038021,23.17137,117.952054,117.952054,10.0,85.816629
monte_carlo,100,0.061607,124.655938,0.0346,8,0.025919,19.81763,67.446583,67.446583,10.0,33.855282
monte_carlo,101,0.087398,85.784367,0.018502,2,0.017552,10.819248,83.521644,83.521644,10.0,55.528617
monte_carlo,102,0.100038,105.587972,0.04175,6,0.006291,20.422868,59.996007,59.996007,10.0,35.513619
monte_carlo,103,0.054547,76.969588,0.048881,6,0.017585,14.30772,6.977717,16.512004,2.379583,9.081439
monte_carlo,104,0.110409,104.463282,0.033414,4,0.008853,17.281792,79.294759,79.294759,10.0,51.790186
monte_carlo,105,0.079086,120.653172,0.042984,11,0.037033,10.756189,94.352186,94.352186,10.0,50.318367
monte_carlo,106,0.041379,83.538847,0.027242,4,0.018779,13.957334,28.235698,28.235698,10.0,18.056685
monte_carlo,107,0.077861,102.473754,0.028403,12,0.029767,8.443453,94.720551,94.720551,10.0,53.995698
monte_carlo,108,0.0763,84.529839,0.01768,12,0.013666,2.869314,75.938202,75.938202,10.0,47.139993
monte_carlo,109,0.082869,120.975169,0.015183,4,0.038237,6.635991,153.249743,153.249743,10.0,96.905259
monte_carlo,110,0.087167,120.816632,0.037823,2,0.042468,7.109915,125.573783,125.573783,10.0,78.956329
monte_carlo,111,0.06887,84.181407,0.043941,3,0.017344,23.383078,19.545752,27.892506,5.03379,14.976941
monte_carlo,112,0.084269,115.793391,0.011945,8,0.009616,0.29437,110.035115,110.035115,10.0,67.919761
monte_carlo,113,0.062747,98.297137,0.023739,1,0.016362,20.681351,68.398059,68.398059,10.0,36.525745
monte_carlo,114,0.049127,65.227475,0.032046,10,0.033325,1.286618,52.741493,52.741493,10.0,30.832832
monte_carlo,115,0.051936,105.027168,0.021711,4,0.01033,18.346643,41.293856,41.293856,10.0,23.235169
monte_carlo,116,0.088505,123.259266,0.017413,9,0.022117,21.804105,124.742189,124.742189,10.0,73.186673
monte_carlo,117,0.063788,107.082011,0.028586,10,0.032946,14.631142,92.890802,92.890802,10.0,47.955282
monte_carlo,118,0.099207,135.807216,0.016428,4,0.016909,1.948499,135.531926,135.531926,10.0,88.07305
monte_carlo,119,0.059189,104.15938,0.013609,7,0.025273,14.251469,110.342838,110.342838,10.0,57.870864
monte_carlo,120,0.063301,78.518099,0.043883,12,0.043682,1.708314,63.763227,63.763227,10.0,36.56715
monte_carlo,121,0.058674,81.16437,0.048519,10,0.034753,22.408043,25.742342,26.957017,5.074487,17.152301
monte_carlo,122,0.074011,103.56499,0.04062,5,0.042198,1.713836,99.811085,99.811085,10.0,57.861191
monte_carlo,123,0.053274,84.608945,0.046193,10,0.046454,10.539683,55.862055,55.862055,10.0,30.376248
monte_carlo,124,0.077496,84.327295,0.027138,5,0.027521,11.851085,80.817321,80.817321,10.0,49.676796
monte_carlo,125,0.046435,63.188863,0.028762,6,0.032167,0.620757,56.638902,56.638902,10.0,33.076922
monte_carlo,126,0.058314,113.943869,0.052328,10,0.047785,23.989738,49.933867,49.933867,10.0,26.389234
monte_carlo,127,0.093783,81.560882,0.007213,3,0.026173,15.636228,97.611984,97.611984,10.0,69.08774
monte_carlo,128,0.113286,74.519132,0.037193,11,0.041641,23.257326,75.293356,75.293356,10.0,51.162407
monte_carlo,129,0.077601,92.667847,0.022658,2,0.043598,7.915288,116.745882,116.745882,10.0,77.000166
monte_carlo,130,0.095494,83.057424,0.056986,9,0.006651,2.113435,35.04074,35.04074,10.0,23.85122
monte_carlo,131,0.060192,69.273728,0.04749,9,0.042122,0.027626,52.615816,52.615816,10.0,31.583613
monte_carlo,132,0.109549,96.958108,0.007981,9,0.02128,18.154636,108.049972,108.049972,10.0,75.559233
monte_carlo,133,0.090033,120.799243,0.016196,9,0.010896,6.912699,110.670297,110.670297,10.0,67.804423
monte_carlo,134,0.110468,98.776944,0.006588,11,0.032399,5.743139,121.21996,121.21996,10.0,85.517411
monte_carlo,135,0.05267,104.067121,0.035374,2,0.015112,20.193736,15.607042,24.92269,5.214985,13.304077
monte_carlo,136,0.049077,135.764859,0.040624,3,0.027427,17.19848,36.952571,36.952571,10.0,21.169822
monte_carlo,137,0.08071,81.873992,0.05091,8,0.015968,13.230362,33.118106,33.118106,10.0,21.168336
monte_carlo,138,0.070687,133.749452,0.032953,3,0.043881,6.629938,147.878817,147.878817,10.0,81.8334
monte_carlo,139,0.1032,93.195394,0.056384,9,0.017023,0.061566,54.634545,54.634545,10.0,35.815672
monte_carlo,140,0.098084,126.998074,0.036896,11,0.027034,3.56629,109.140864,109.140864,10.0,65.254873
monte_carlo,141,0.083086,87.609915,0.035355,9,0.021974,22.388454,63.080888,63.080888,10.0,36.548259
monte_carlo,142,0.109568,138.461971,0.018134,7,0.01551,18.613067,133.815084,133.815084,10.0,86.599578
monte_carlo,143,0.043492,119.576412,0.043788,7,0.022374,15.928532,8.167543,18.083122,2.402537,9.805414
monte_carlo,144,0.10566,138.465451,0.032243,1,0.010681,23.168486,106.888408,106.888408,10.0,64.726614
monte_carlo,145,0.06656,68.029168,0.051477,2,0.028668,10.966274,33.896246,33.896246,10.0,21.780607
monte_carlo,146,0.097796,92.79829,0.041013,3,0.008367,18.756607,55.546149,55.546149,10.0,34.05431
monte_carlo,147,0.061202,109.860752,0.026862,2,0.043329,20.456192,131.143048,131.143048,10.0,71.237556
monte_carlo,148,0.108747,90.400752,0.022416,12,0.044935,11.71074,107.40079,107.40079,10.0,72.869682
monte_carlo,149,0.083281,109.396757,0.017912,11,0.046442,23.938222,139.968849,139.968849,10.0,81.686035
monte_carlo,150,0.099741,94.717718,0.010414,11,0.036675,2.412174,118.527418,118.527418,10.0,80.749997
monte_carlo,151,0.053309,83.957286,0.006592,6,0.040826,7.040827,131.646614,131.646614,10.0,74.788907
monte_carlo,152,0.069987,71.645584,0.034214,10,0.035681,4.321365,66.439276,66.439276,10.0,40.370228
monte_carlo,153,0.054006,108.759343,0.02604,11,0.015837,21.907896,39.132248,39.132248,10.0,22.255479
monte_carlo,154,0.051449,96.891993,0.018969,5,0.035008,21.573805,105.614159,105.614159,10.0,52.731168
monte_carlo,155,0.07722,83.010533,0.035063,2,0.024878,8.293575,68.270891,68.270891,10.0,42.58146
monte_carlo,156,0.087006,111.115096,0.028337,5,0.025558,7.25092,104.499272,104.499272,10.0,63.986873
monte_carlo,157,0.11995,128.266837,0.010866,7,0.030737,13.795486,149.170389,149.170389,10.0,105.034726
monte_carlo,158,0.119415,83.61846,0.058787,11,0.022811,0.194351,57.092122,57.092122,10.0,39.892797
monte_carlo,159,0.109205,122.264929,0.058548,10,0.038533,19.988134,92.164843,92.164843,10.0,53.761906
monte_carlo,160,0.112235,122.059278,0.017657,6,0.014855,4.563168,118.535306,118.535306,10.0,81.496975
monte_carlo,161,0.06005,120.446186,0.047211,11,0.042725,15.077954,66.191525,66.191525,10.0,33.506964
monte_carlo,162,0.112272,111.707249,0.021991,8,0.006501,8.75667,95.459255,95.459255,10.0,64.883976
monte_carlo,163,0.050513,132.770225,0.02297,7,0.012904,3.171835,67.847741,67.847741,10.0,34.394689
monte_carlo,164,0.083153,137.719166,0.034197,5,0.042371,6.167282,146.401448,146.401448,10.0,84.20658
monte_carlo,165,0.105975,98.547826,0.049357,12,0.044168,19.301581,87.846681,87.846681,10.0,53.82042
monte_carlo,166,0.077467,66.023949,0.046478,4,0.043706,17.381201,58.982404,58.982404,10.0,37.01113
monte_carlo,167,0.118395,137.38158,0.049252,6,0.009064,9.469789,87.875477,87.875477,10.0,54.848336
monte_carlo,168,0.061157,69.887099,0.025272,12,0.035255,14.029442,68.383218,68.383218,10.0,39.049069
monte_carlo,169,0.105793,135.223351,0.010959,4,0.026216,14.869125,154.231954,154.231954,10.0,104.353254
monte_carlo,170,0.115454,86.240503,0.038555,11,0.007845,19.772528,60.824807,60.824807,10.0,40.425102
monte_carlo,171,0.112751,84.175214,0.027456,3,0.007041,0.893091,68.643817,68.643817,10.0,50.1108
monte_carlo,172,0.119674,69.289638,0.017914,9,0.011105,10.88745,65.027296,65.027296,10.0,48.95311
monte_carlo,173,0.093639,119.45121,0.057029,7,0.03143,17.43838,74.744259,74.744259,10.0,41.689596
monte_carlo,174,0.110833,112.393752,0.050853,10,0.023365,22.836517,78.31812,78.31812,10.0,46.967691
monte_carlo,175,0.042617,89.642397,0.029386,4,0.043495,2.384511,97.546979,97.546979,10.0,49.397956
monte_carlo,176,0.094854,103.557269,0.058781,6,0.007725,6.621155,38.876648,38.876648,10.0,24.598723
monte_carlo,177,0.117457,135.920863,0.050331,2,0.034825,15.400907,117.040338,117.040338,10.0,77.545263
monte_carlo,178,0.087772,61.708596,0.048274,4,0.049497,18.887474,60.254044,60.254044,10.0,40.170164
monte_carlo,179,0.056416,126.385427,0.035481,10,0.014718,20.87269,22.520659,26.529756,6.218568,15.82778
monte_carlo,180,0.066285,71.804334,0.054529,1,0.017477,23.616675,0.0,18.692988,0.0,7.131008
monte_carlo,181,0.119002,103.217237,0.048918,2,0.034748,0.618724,90.70929,90.70929,10.0,65.396426
monte_carlo,182,0.041189,123.198773,0.018086,6,0.00571,6.36882,38.490322,38.490322,10.0,22.063034
monte_carlo,183,0.050141,93.676845,0.011251,2,0.026431,18.672409,107.39816,107.39816,10.0,55.627481
monte_carlo,184,0.081059,68.724321,0.032711,10,0.006951,18.797448,36.225126,36.225126,10.0,22.97433
monte_carlo,185,0.109358,101.716097,0.030192,1,0.007737,11.495566,79.688239,79.688239,10.0,53.824212
monte_carlo,186,0.072129,114.8878,0.031965,8,0.008307,1.938971,64.502624,64.502624,10.0,36.387347
monte_carlo,187,0.088664,65.254579,0.020126,11,0.031341,17.091667,70.942063,70.942063,10.0,47.187445
monte_carlo,188,0.070472,107.791348,0.021219,9,0.032244,2.380283,116.494958,116.494958,10.0,65.637944
monte_carlo,189,0.096142,128.223419,0.0408,9,0.037438,5.160554,118.435988,118.435988,10.0,69.949609
monte_carlo,190,0.076124,78.279486,0.023641,8,0.022943,17.5107,71.389094,71.389094,10.0,42.919478
monte_carlo,191,0.065004,85.001886,0.019019,3,0.035907,11.382429,103.544936,103.544936,10.0,62.494411
monte_carlo,192,0.047298,66.829149,0.028753,12,0.038246,19.482463,50.195802,50.195802,10.0,27.744121
monte_carlo,193,0.08451,106.917207,0.035887,6,0.035151,9.859407,101.266291,101.266291,10.0,60.221324
monte_carlo,194,0.109889,135.29039,0.028262,12,0.007315,6.903106,107.435885,107.435885,10.0,68.268124
monte_carlo,195,0.064996,68.288045,0.032908,3,0.034553,5.381877,66.1994,66.1994,10.0,41.419716
monte_carlo,196,0.048657,127.629873,0.025216,5,0.030835,19.373313,92.397,92.397,10.0,42.720387
monte_carlo,197,0.107612,137.963728,0.050013,10,0.035374,13.361754,112.819881,112.819881,10.0,66.006392
monte_carlo,198,0.08872,112.626498,0.043141,1,0.013119,16.864771,64.398137,64.398137,10.0,36.891602
monte_carlo,199,0.064719,87.185973,0.005336,3,0.030484,9.618824,118.886243,118.886243,10.0,73.817818
monte_carlo,200,0.05135,110.653761,0.006686,12,0.028872,9.028666,132.563648,132.563648,10.0,65.352693
monte_carlo,201,0.076292,72.592742,0.02214,6,0.039958,13.622245,87.094826,87.094826,10.0,55.838917
monte_carlo,202,0.046797,64.208706,0.013658,10,0.007239,1.957957,44.079373,44.079373,10.0,26.801828
monte_carlo,203,0.075449,93.921182,0.038389,7,0.017293,18.118635,51.152764,51.152764,10.0,29.1893
monte_carlo,204,0.049105,94.393091,0.020579,11,0.031691,12.646419,83.790175,83.790175,10.0,42.061247
monte_carlo,205,0.064674,77.641475,0.059145,1,0.005346,7.234065,4.879135,10.882711,3.668343,7.359418
monte_carlo,206,0.056899,70.978784,0.019054,6,0.010399,11.937248,46.688217,46.688217,10.0,27.5667
monte_carlo,207,0.074452,70.334856,0.034292,4,0.027512,20.000501,56.746115,56.746115,10.0,34.324042
