"run_id","growth_rate","carrying_capacity","extraction_pressure","recovery_delay","feedback_strength","shock_intensity","final_state","maximum_state","minimum_state","mean_state"
1,0.113184483479708,132.723801210523,0.0464990328683052,10,0.0149162404495291,20.0839568730444,90.2044311793032,90.2044311793032,10,53.4649711488597
2,0.114966033063829,131.993984915316,0.0413738078810275,11,0.0200668642402161,11.2751140259206,104.413099950654,104.413099950654,10,65.1754505706028
3,0.0628911627829075,75.3879403136671,0.0471189698390663,6,0.034365906472085,23.7151467707008,32.4962845666453,32.4962845666453,7.43541531375213,19.8901298215919
4,0.106435810085386,102.583221103996,0.0128563118888997,4,0.0388877887441777,13.1092853341252,127.445631143493,127.445631143493,10,91.129468851468
5,0.0913396415114403,101.769979242235,0.0372324183606543,11,0.0139410976821091,17.7112046889961,67.0249354011462,67.0249354011462,10,39.0207000306713
6,0.0815276759304106,72.8268584795296,0.0438997866446152,12,0.0178590656223241,20.5905317086726,34.4539359856929,34.4539359856929,10,21.4615674903962
7,0.0989270651713014,101.565361414105,0.0281050896283705,5,0.0139730802271515,23.0902879927307,83.8171589889109,83.8171589889109,10,52.000559694355
8,0.0507733277790248,77.960280738771,0.0594993446976878,4,0.0304922931012698,11.8776630498469,9.67579701379358,15.9498176861825,4.2384617429369,9.99470306272884
9,0.0925593832321465,82.5209592282772,0.00973099881201051,1,0.0125623767334037,3.01409270055592,84.6752501282584,84.6752501282584,10,60.0806945557667
10,0.0964051827229559,100.295006390661,0.0352013428416103,4,0.0474634015641641,5.83144822530448,112.298939795513,112.298939795513,10,75.6417102785203
11,0.0766193420998752,72.7168519049883,0.0258276470133569,6,0.0276983638259117,3.3653273396194,72.1701851713821,72.1701851713821,10,46.786925412516
12,0.0975289801321924,133.650459144264,0.026324629120063,2,0.00711812604218721,12.3711037058383,103.950102779186,103.950102779186,10,62.6589356920544
13,0.114773779772222,99.9223567731678,0.0228920134645887,10,0.0449513250985183,20.5734823811799,117.846869548585,117.846869548585,10,80.3162243778901
14,0.060434305947274,109.22752616927,0.0598051131679676,3,0.0138549918576609,21.7248052004725,0.614203100241721,13.4468671802666,0,5.94394462783257
15,0.0769834258034825,119.514470156282,0.0460524452698883,12,0.0134165382327046,19.5296972002834,35.9476312518217,35.9476312518217,10,21.1613186411884
16,0.115201161820441,109.345456864685,0.0478884477878455,10,0.0304756877862383,14.2726129610091,89.8783831508713,89.8783831508713,10,57.3451119185987
17,0.118258114270866,134.411283675581,0.0547568536410108,11,0.0313846199936234,19.3890280220658,102.199194336641,102.199194336641,10,61.0252554838442
18,0.0493989889323711,66.4302772842348,0.0416698747128248,4,0.0486487138585653,17.271502347663,57.7907643932066,57.7907643932066,10,31.790636363835
19,0.0779997665248811,62.2496952861547,0.0430505740060471,9,0.0165143488184549,16.4743728339672,29.8665687503045,29.8665687503045,10,19.6238014972782
20,0.0848266196995974,103.3222774975,0.057033818399068,8,0.0409685917221941,23.8349208645523,66.2506092932851,66.2506092932851,10,36.0133178175524
21,0.112322510983795,79.296205509454,0.0121279470541049,9,0.0112182674289215,7.65088595822453,78.3433095577516,78.3433095577516,10,57.5701167547358
22,0.0510968134179711,111.587001755834,0.0572811635804828,2,0.0160216816724278,9.05071301758289,4.28645803282657,11.9704754213617,2.97108184093697,7.23788451006303
23,0.119111338313669,90.2189439348876,0.0573951393156312,7,0.0438076560792979,19.89239651151,78.0491904584524,78.0491904584524,10,51.9815590113364
24,0.115733458604664,63.7482949346304,0.00983189722755924,10,0.032803478963906,5.36139870621264,76.1777986234454,76.1777986234454,10,58.1385170803003
25,0.0465950046479702,63.8512399420142,0.0514110298629384,9,0.017807042124914,23.2242988664657,2.12129776181405,11.8425024757749,0,6.15966168807707
26,0.0811369427479803,137.027415391058,0.0466417518351227,10,0.0344008477765601,21.4004358574748,90.3976808639197,90.3976808639197,10,45.4915658799642
27,0.0712162773683667,78.1173400394619,0.0373639284470119,12,0.0476361868181266,21.422103267163,74.5876854883837,74.5876854883837,10,41.6246789251015
28,0.112459050472826,60.9114855714142,0.0217751405388117,11,0.0256575452291872,2.38268679007888,62.6834927175552,62.6834927175552,10,47.37840033203
29,0.0757575702480972,77.4780510552227,0.00575212751282379,9,0.0160720253526233,2.00803302414715,86.2789796607909,86.2789796607909,10,56.3999239549713
30,0.106880340799689,64.475005492568,0.0227755819191225,8,0.0289294762327336,22.7251578681171,67.1274845114924,67.1274845114924,10,47.383596054537
