"analysis_type","parameter","value","final_state","maximum_state","minimum_state","mean_state"
"local_one_at_a_time","growth_rate",0.04,45.33543366363,45.33543366363,10,24.8342602113118
"local_one_at_a_time","growth_rate",0.042,49.0426295424105,49.0426295424105,10,26.4479261717643
"local_one_at_a_time","growth_rate",0.044,52.6858597538893,52.6858597538893,10,28.084460014209
"local_one_at_a_time","growth_rate",0.046,56.2274755374399,56.2274755374399,10,29.734783100073
"local_one_at_a_time","growth_rate",0.048,59.6347161129677,59.6347161129677,10,31.3899745065329
"local_one_at_a_time","growth_rate",0.05,62.8806554342943,62.8806554342943,10,33.0415071001206
"local_one_at_a_time","growth_rate",0.052,65.9446888932359,65.9446888932359,10,34.681445206457
"local_one_at_a_time","growth_rate",0.054,68.8125827731157,68.8125827731157,10,36.302596042949
"local_one_at_a_time","growth_rate",0.056,71.476152007434,71.476152007434,10,37.8986120919665
"local_one_at_a_time","growth_rate",0.058,73.9326575963613,73.9326575963613,10,39.4640460219026
"local_one_at_a_time","growth_rate",0.06,76.184023598679,76.184023598679,10,40.9943631504964
"local_one_at_a_time","growth_rate",0.062,78.2359679450118,78.2359679450118,10,42.4859186003502
"local_one_at_a_time","growth_rate",0.064,80.0971261015609,80.0971261015609,10,43.9359072670926
"local_one_at_a_time","growth_rate",0.066,81.7782267552241,81.7782267552241,10,45.3422947107527
"local_one_at_a_time","growth_rate",0.068,83.2913582758045,83.2913582758045,10,46.7037363695598
"local_one_at_a_time","growth_rate",0.07,84.6493465286385,84.6493465286385,10,48.0194913663454
"local_one_at_a_time","growth_rate",0.072,85.8652501337922,85.8652501337922,10,49.2893358742694
"local_one_at_a_time","growth_rate",0.074,86.9519689032173,86.9519689032173,10,50.5134797122808
"local_one_at_a_time","growth_rate",0.076,87.9219546305629,87.9219546305629,10,51.6924886688164
"local_one_at_a_time","growth_rate",0.078,88.7870099787048,88.7870099787048,10,52.8272140664587
"local_one_at_a_time","growth_rate",0.08,89.5581601062396,89.5581601062396,10,53.9187303004157
"local_one_at_a_time","growth_rate",0.082,90.2455821383449,90.2455821383449,10,54.9682805017459
"local_one_at_a_time","growth_rate",0.084,90.8585789889771,90.8585789889771,10,55.9772300683771
"local_one_at_a_time","growth_rate",0.086,91.4055859037211,91.4055859037211,10,56.9470275425182
"local_one_at_a_time","growth_rate",0.088,91.8942000852431,91.8942000852431,10,57.8791721605035
"local_one_at_a_time","growth_rate",0.09,92.3312256774098,92.3312256774098,10,58.7751873316282
"local_one_at_a_time","growth_rate",0.092,92.7227281032315,92.7227281032315,10,59.6365992916341
"local_one_at_a_time","growth_rate",0.094,93.0740932241061,93.0740932241061,10,60.4649202045414
"local_one_at_a_time","growth_rate",0.096,93.3900880036556,93.3900880036556,10,61.2616350384344
"local_one_at_a_time","growth_rate",0.098,93.6749203338467,93.6749203338467,10,62.0281916055482
"local_one_at_a_time","growth_rate",0.1,93.9322964418973,93.9322964418973,10,62.7659932267736
"local_one_at_a_time","growth_rate",0.102,94.1654748763429,94.1654748763429,10,63.4763935502974
"local_one_at_a_time","growth_rate",0.104,94.3773165021508,94.3773165021508,10,64.1606931202217
"local_one_at_a_time","growth_rate",0.106,94.570330247837,94.570330247837,10,64.8201373517726
"local_one_at_a_time","growth_rate",0.108,94.7467145681458,94.7467145681458,10,65.4559156242013
"local_one_at_a_time","growth_rate",0.11,94.9083947357139,94.9083947357139,10,66.0691612504417
"local_one_at_a_time","growth_rate",0.112,95.0570561719344,95.0570561719344,10,66.6609521241873
"local_one_at_a_time","growth_rate",0.114,95.1941740849691,95.1941740849691,10,67.2323118806996
"local_one_at_a_time","growth_rate",0.116,95.3210397124599,95.3210397124599,10,67.7842114379182
"local_one_at_a_time","growth_rate",0.118,95.4387834763142,95.4387834763142,10,68.3175708098935
"local_one_at_a_time","growth_rate",0.12,95.5483953532871,95.5483953532871,10,68.8332611058429
"local_one_at_a_time","carrying_capacity",60,54.3883647494594,54.3883647494594,10,36.9307905232308
"local_one_at_a_time","carrying_capacity",62,56.1749920233808,56.1749920233808,10,37.8666238866645
"local_one_at_a_time","carrying_capacity",64,57.9585726654741,57.9585726654741,10,38.7916076665623
"local_one_at_a_time","carrying_capacity",66,59.7391265357775,59.7391265357775,10,39.7061112943844
"local_one_at_a_time","carrying_capacity",68,61.5166714004889,61.5166714004889,10,40.6104804188381
"local_one_at_a_time","carrying_capacity",70,63.291223278792,63.291223278792,10,41.5050391766774
"local_one_at_a_time","carrying_capacity",72,65.0627967243324,65.0627967243324,10,42.390092177622
"local_one_at_a_time","carrying_capacity",74,66.8314050551686,66.8314050551686,10,43.2659262477962
"local_one_at_a_time","carrying_capacity",76,68.5970605427865,68.5970605427865,10,44.1328119679381
"local_one_at_a_time","carrying_capacity",78,70.3597745683573,70.3597745683573,10,44.9910050361989
"local_one_at_a_time","carrying_capacity",80,72.1195577526079,72.1195577526079,10,45.8407474802267
"local_one_at_a_time","carrying_capacity",82,73.8764200643017,73.8764200643017,10,46.6822687391136
"local_one_at_a_time","carrying_capacity",84,75.6303709112775,75.6303709112775,10,47.5157866324638
"local_one_at_a_time","carrying_capacity",86,77.3814192171876,77.3814192171876,10,48.3415082311242
"local_one_at_a_time","carrying_capacity",88,79.1295734864481,79.1295734864481,10,49.1596306419057
"local_one_at_a_time","carrying_capacity",90,80.8748418594258,80.8748418594258,10,49.9703417167887
"local_one_at_a_time","carrying_capacity",92,82.6172321594992,82.6172321594992,10,50.7738206955915
"local_one_at_a_time","carrying_capacity",94,84.3567519333286,84.3567519333286,10,51.5702387898132
"local_one_at_a_time","carrying_capacity",96,86.0934084854247,86.0934084854247,10,52.359759714305
"local_one_at_a_time","carrying_capacity",98,87.8272089079139,87.8272089079139,10,53.1425401725295
"local_one_at_a_time","carrying_capacity",100,89.5581601062396,89.5581601062396,10,53.9187303004158
"local_one_at_a_time","carrying_capacity",102,91.2862688214151,91.2862688214151,10,54.688474073175
"local_one_at_a_time","carrying_capacity",104,93.0115416493366,93.0115416493366,10,55.4519096788977
"local_one_at_a_time","carrying_capacity",106,94.7339850575876,94.7339850575876,10,56.2091698622844
"local_one_at_a_time","carrying_capacity",108,96.4536054000895,96.4536054000895,10,56.960382241461
"local_one_at_a_time","carrying_capacity",110,98.1704089299032,98.1704089299032,10,57.7056696004851
