scenario,time,power,communications,water,transport,composite_service,unmet_service,shock_active
baseline_cascade,0,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,1,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,2,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,3,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,4,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,5,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,6,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,7,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,8,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,9,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,10,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,11,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,12,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,13,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,14,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,15,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,16,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,17,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,18,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,19,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,20,0.965,0.9748,0.97445,0.9832,0.974363,0.025637,1
baseline_cascade,21,0.93,0.942544,0.942026,0.957076,0.942912,0.057088,1
baseline_cascade,22,0.895,0.908312,0.907733,0.926262,0.909327,0.090673,1
baseline_cascade,23,0.86,0.873527,0.872929,0.8932,0.874914,0.125086,1
baseline_cascade,24,0.825,0.838588,0.837983,0.859087,0.840164,0.159836,1
baseline_cascade,25,0.79,0.803605,0.802998,0.82449,0.805273,0.194727,1
baseline_cascade,26,0.755,0.768609,0.768002,0.789673,0.770321,0.229679,1
baseline_cascade,27,0.72,0.733611,0.733003,0.754755,0.735342,0.264658,1
baseline_cascade,28,0.685,0.698611,0.698003,0.719793,0.700352,0.299648,1
baseline_cascade,29,0.65,0.663611,0.663003,0.684809,0.665356,0.334644,1
baseline_cascade,30,0.615,0.628611,0.628003,0.649817,0.630358,0.369642,1
baseline_cascade,31,0.58,0.593611,0.593003,0.61482,0.595359,0.404641,1
baseline_cascade,32,0.545,0.558611,0.558003,0.579822,0.560359,0.439641,1
baseline_cascade,33,0.51,0.523611,0.523003,0.544823,0.525359,0.474641,1
baseline_cascade,34,0.475,0.488611,0.488003,0.509823,0.490359,0.509641,1
baseline_cascade,35,0.45,0.460811,0.460303,0.479623,0.462684,0.537316,1
baseline_cascade,36,0.45,0.453027,0.452817,0.464087,0.454983,0.545017,1
baseline_cascade,37,0.475,0.468848,0.469025,0.468551,0.470356,0.529644,0
baseline_cascade,38,0.5,0.491277,0.491624,0.483667,0.491642,0.508358,0
baseline_cascade,39,0.525,0.515558,0.515964,0.50404,0.51514,0.48486,0
baseline_cascade,40,0.55,0.540356,0.540782,0.526907,0.539511,0.460489,0
baseline_cascade,41,0.575,0.5653,0.565731,0.550933,0.564241,0.435759,0
baseline_cascade,42,0.6,0.590284,0.590717,0.575491,0.589123,0.410877,0
baseline_cascade,43,0.625,0.615279,0.615713,0.600291,0.614071,0.385929,0
baseline_cascade,44,0.65,0.640278,0.640712,0.6252,0.639048,0.360952,0
baseline_cascade,45,0.675,0.665278,0.665712,0.65016,0.664037,0.335963,0
baseline_cascade,46,0.7,0.690278,0.690712,0.675141,0.689033,0.310967,0
baseline_cascade,47,0.725,0.715278,0.715712,0.700133,0.714031,0.285969,0
baseline_cascade,48,0.75,0.740278,0.740712,0.725129,0.73903,0.26097,0
baseline_cascade,49,0.775,0.765278,0.765712,0.750128,0.764029,0.235971,0
baseline_cascade,50,0.8,0.790278,0.790712,0.775127,0.789029,0.210971,0
baseline_cascade,51,0.825,0.815278,0.815712,0.800127,0.814029,0.185971,0
baseline_cascade,52,0.85,0.840278,0.840712,0.825126,0.839029,0.160971,0
baseline_cascade,53,0.875,0.865278,0.865712,0.850126,0.864029,0.135971,0
baseline_cascade,54,0.9,0.890278,0.890712,0.875126,0.889029,0.110971,0
baseline_cascade,55,0.925,0.915278,0.915712,0.900126,0.914029,0.085971,0
baseline_cascade,56,0.95,0.940278,0.940712,0.925126,0.939029,0.060971,0
baseline_cascade,57,0.975,0.965278,0.965712,0.950126,0.964029,0.035971,0
baseline_cascade,58,1.0,0.990278,0.990712,0.975126,0.989029,0.010971,0
baseline_cascade,59,1.0,0.997278,0.997462,0.988126,0.995716,0.004284,0
baseline_cascade,60,1.0,0.999238,0.999302,0.994466,0.998251,0.001749,0
baseline_cascade,61,1.0,0.999787,0.999807,0.997456,0.999263,0.000737,0
baseline_cascade,62,1.0,0.99994,0.999946,0.99884,0.999682,0.000318,0
baseline_cascade,63,1.0,0.999983,0.999985,0.999474,0.999861,0.000139,0
baseline_cascade,64,1.0,0.999995,0.999996,0.999762,0.999938,6.2e-05,0
baseline_cascade,65,1.0,0.999999,0.999999,0.999893,0.999973,2.7e-05,0
baseline_cascade,66,1.0,1.0,1.0,0.999952,0.999988,1.2e-05,0
baseline_cascade,67,1.0,1.0,1.0,0.999978,0.999994,6e-06,0
baseline_cascade,68,1.0,1.0,1.0,0.99999,0.999998,2e-06,0
baseline_cascade,69,1.0,1.0,1.0,0.999996,0.999999,1e-06,0
baseline_cascade,70,1.0,1.0,1.0,0.999998,1.0,0.0,0
baseline_cascade,71,1.0,1.0,1.0,0.999999,1.0,0.0,0
baseline_cascade,72,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,73,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,74,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,75,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,76,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,77,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,78,1.0,1.0,1.0,1.0,1.0,0.0,0
baseline_cascade,79,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,0,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,1,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,2,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,3,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,4,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,5,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,6,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,7,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,8,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,9,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,10,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,11,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,12,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,13,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,14,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,15,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,16,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,17,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,18,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,19,1.0,1.0,1.0,1.0,1.0,0.0,0
larger_power_loss,20,0.945,0.9604,0.95985,0.9736,0.959712,0.040288,1
larger_power_loss,21,0.89,0.909712,0.908898,0.932548,0.910289,0.089711,1
larger_power_loss,22,0.835,0.855919,0.855009,0.884126,0.857514,0.142486,1
larger_power_loss,23,0.78,0.801257,0.800316,0.832171,0.803436,0.196564,1
larger_power_loss,24,0.725,0.746352,0.745401,0.778565,0.74883,0.25117,1
larger_power_loss,25,0.67,0.691379,0.690425,0.724199,0.694001,0.305999,1
larger_power_loss,26,0.615,0.636386,0.635431,0.669486,0.639076,0.360924,1
larger_power_loss,27,0.56,0.581388,0.580433,0.614616,0.584109,0.415891,1
larger_power_loss,28,0.505,0.526389,0.525434,0.559674,0.529124,0.470876,1
larger_power_loss,29,0.45,0.471389,0.470434,0.504701,0.474131,0.525869,1
larger_power_loss,30,0.45,0.455989,0.455584,0.476112,0.459421,0.540579,1
