"scenario","period","demand","capacity","backlog","trust","rework","learning","service_gap","service_quality","conceptual_systems_score","modeled_systems_score","conceptual_model_gap"
"linear_pressure_frame",0,80,70,22,58,8,22,32,81.2,46.28,46.86,-0.579999999999991
"linear_pressure_frame",1,81.44,70.882,25.85742,58.1046258,9.1192,21.997,36.41542,78.60057,45.9267664,45.64030545,0.286460950000006
"linear_pressure_frame",2,82.90592,71.752477,30.11884907,58.1562395893,10.3487855,21.994,41.27229207,75.74177904,45.5382166344,44.271438577325,1.266778057075
"linear_pressure_frame",3,84.39822656,72.6097060795,34.821233828845,58.1493943671716,11.69979280175,21.991,46.609754309345,72.600195364715,45.1112196552524,42.7394855060104,2.37173414924201
"linear_pressure_frame",4,85.91739463808,73.4517864239508,40.0050503550224,58.0781446450802,13.1842366594836,21.988,52.4706585691517,69.1501878846049,44.6423473144679,41.0292306346218,3.61311667984607
"linear_pressure_frame",5,87.4639077415654,74.2766255926022,45.7146158236898,57.9359992383817,14.8152031237124,21.985,58.9018979726531,65.3637299203741,44.1278481621878,39.124039294042,5.00380886814572
"linear_pressure_frame",6,89.0382580809136,75.0819222993021,51.9984295619577,57.7158698624436,16.6069505730287,21.982,65.9547653435692,61.2101846276553,43.5636187725145,37.0057295416876,6.55788923082683
"linear_pressure_frame",7,90.64094672637,75.8651475745025,58.9095461247981,57.4100151397063,18.575019706618,21.979,73.6853452766657,56.6560704643509,42.9451723778667,34.6544321132096,8.29074026465718
"linear_pressure_frame",8,92.2724837674447,76.6235241643502,66.5059832387365,57.0099795891763,20.7363533385346,21.976,82.154942841831,51.6648049105974,42.2676045726535,32.0484374622545,10.219167110399
"linear_pressure_frame",9,93.9333884752587,77.3540040092583,74.8511677269895,56.5065271315488,23.1094269095804,21.973,91.4305521929899,46.1964244851519,41.5255558245608,29.1640287202226,12.3615271043382
"linear_pressure_frame",10,95.6241894678134,78.0532436296701,84.0144228199746,55.8895686012897,25.7143907144051,21.97,101.585368658118,40.2072789208993,40.7131705073506,25.975299300401,14.7378712069496
"linear_pressure_frame",11,97.345424878234,78.7175772307321,94.0715005713537,55.1480827112598,28.5732249308581,21.967,112.699348218856,33.6496971647719,39.8240521424916,22.4539537535556,17.3700983889359
"linear_pressure_frame",12,99.0976425260422,79.3429873201536,105.105163444402,54.2700298654748,31.7099086363295,21.964,124.85981865029,26.4716226521396,38.8512145079768,18.5690903541364,20.2821241538404
"linear_pressure_frame",13,100.881400091511,79.9250726145296,117.205819509144,53.242258160992,35.1506041025867,21.961,138.162146986125,18.6162150710321,37.78702824111,14.2869637567082,23.5000644844018
"linear_pressure_frame",14,102.697265293158,80.459012988678,130.472216100255,52.0504008602735,38.9238577772399,21.958,152.710468404735,10.0214155755986,36.6231625276212,9.57072591000433,27.0524366176169
"linear_pressure_frame",15,104.545816068435,80.9395311999514,145.012197232274,50.6787645502532,43.0608194873582,21.955,168.618482100758,0.619472129045596,35.3505214319394,4.38014324994094,30.9703781819984
"linear_pressure_frame",16,106.427640757667,81.3608510948408,160.943530555713,49.1102071332123,47.5954815398772,21.952,186.010320218539,0,33.9591743825169,1.57036160623427,32.3888127762826
"linear_pressure_frame",17,108.343338291305,81.7166519783117,178.394810168759,47.3646590315247,52.5649395453406,21.949,205.021496481752,0,32.4382802814599,0,32.4382802814599
