"time","true_state","observed_state","estimated_state","absolute_error_observed","absolute_error_estimated","drift_indicator","capacity_margin","intervention_flag"
0,12,13.3709584471467,13.3709584471467,1.37095844714667,1.37095844714667,0,4.62904155285333,0
1,10.907600939296,11.2707293506333,12.1066777717783,0.363128411337339,1.19907683248231,0.417974210572488,5.89332222822168,0
2,10.5201009752643,10.9243692984053,11.2004785784162,0.404268323140998,0.680377603151921,0.370685900385299,6.79952142158375,0
3,9.81928771094848,11.3308097083874,10.7528137104641,1.51152199743894,0.9335259995156,0.422513424769809,7.24718628953592,0
4,9.20143355466814,11.2198572685452,10.4478167579605,2.01842371387704,1.24638320329235,0.492418841932785,7.55218324203951,0
5,8.66980381789642,9.9746734721199,9.89461011417513,1.30486965422349,1.22480629627871,0.423692927934783,8.10538988582487,0
6,9.37563298901273,7.98677228790039,8.95599779011108,1.38886070111234,0.419635198901648,0.501626152831341,9.04400220988892,0
7,8.77320960254446,8.6398882661508,8.55760675552747,0.133321336393658,0.21560284701699,0.44920807255534,9.44239324447253,0
8,8.69226695667125,8.40801403525517,8.24405098751384,0.284252921416073,0.448215969157408,0.41751418090934,9.75594901248616,0
9,6.99057863214012,4.5501117035646,6.30983494211314,2.44046692857552,0.680743690026974,0.55173508667326,11.6901650578869,1
10,7.41373609619777,7.1070975021193,6.4165407047611,0.306638594078475,0.997195391436671,0.62079076640908,11.5834592952389,0
11,6.27148256049236,6.09956520473274,6.1941911058322,0.171917355759621,0.0772914546601591,0.546658514404529,11.8058088941678,0
12,6.71942785663436,8.61462131789933,6.81253301331968,1.89519346126496,0.0931051566853158,0.699256416861401,11.1874669866803,0
13,6.32290079649201,6.06563141372308,6.45699563472565,0.257269382768929,0.134094838233631,0.680593239169323,11.5430043652744,0
14,5.29435111713672,5.75444847196799,6.13678314309437,0.460097354831271,0.842432025957647,0.641622655223492,11.8632168569056,0
15,4.90299759693831,5.35844772017953,5.81205408939515,0.455450123241219,0.909056492456836,0.678976956350576,12.1879459106049,0
16,5.21207851467949,6.24718203664941,5.86771227982978,1.03510352196992,0.65563376515029,0.620001381811471,12.1322877201702,0
17,4.84026927408406,5.34522439738203,5.63169762357881,0.50495512329797,0.791428349494753,0.640420553368816,12.3683023764212,0
18,3.93510037462496,3.15064136624547,4.81593556530787,0.784459008379496,0.880835190682905,0.790553668500922,13.1840644346921,0
19,3.51807957761918,1.10387192767255,3.0247619692168,2.41420764994663,0.493317608402386,0.806670348800492,14.9752380307832,1
20,3.56266453867967,3.76866313887992,3.2906714432575,0.205998600200254,0.271993095422166,0.785413838626915,14.7093285567425,0
21,3.39171218169242,4.14987541739194,3.56846370177448,0.758163235699517,0.176751520082058,0.834092420078715,14.4315362982255,0
22,3.03348883658154,1.66520779216225,2.99241645230598,1.36828104441929,0.0410723842755676,0.786604455635122,15.007583547694,0
23,3.26126519461821,2.44987201843154,2.83962281053776,0.811393176186672,0.421642384080447,0.786443112745489,15.1603771894622,0
24,3.95766621602091,3.52622001340756,3.04830772159809,0.431446202613345,0.909358494422813,0.796000874813798,14.9516922784019,0
25,4.18799516583173,4.50992043103568,3.46310360633289,0.321925265203946,0.72489155949884,0.855321920362515,14.5368963936671,0
26,3.65756644532976,5.23329396512174,3.93272392534174,1.57572751979198,0.27515748001198,0.947431948658551,14.0672760746583,0
27,3.85120041108549,3.94096105768509,3.83224136755211,0.0897606465996055,0.0189590435333802,0.929656595052172,14.1677586324479,0
28,3.82038820100201,4.49967701705728,3.91503974692634,0.679288816055271,0.0946515459243389,0.821590902159025,14.0849602530737,0
29,3.6696522689856,0.676562185832667,2.27056696405851,2.99309008315293,1.39908530492709,0.788902375827184,15.7294330359415,1
30,3.5975540893399,3.23031944659892,2.47687012927434,0.367234642740975,1.12068396006556,0.816448137997401,15.5231298707257,0
31,3.4508147842489,4.03263851161441,2.83096594675291,0.581823727365507,0.619848837495992,0.878474222921805,15.1690340532471,0
32,3.89161391996954,3.16432186049508,2.77999681936487,0.727292059474465,1.11161710060467,0.784185861020452,15.2200031806351,0
33,4.22314855335077,4.55899667310285,3.1443503355673,0.335848119752074,1.07879821778347,0.886675415563384,14.8556496644327,0
