"scenario","time","exponential","logistic","delayed_feedback","delayed_state","inflow","outflow","shock"
"baseline_historical_dynamics",0,10,10,10,0,0,0,0
"baseline_historical_dynamics",1,10.8,10.7,10.8,10,0.8,0,0
"baseline_historical_dynamics",2,11.664,11.44151,11.664,10,0.864,0,0
"baseline_historical_dynamics",3,12.59712,12.2259226489199,12.59712,10,0.93312,0,0
"baseline_historical_dynamics",4,13.6048896,13.0545232762161,13.6048896,10,1.0077696,0,0
"baseline_historical_dynamics",5,14.693280768,13.9284645603441,14.693280768,10,1.088391168,0,0
"baseline_historical_dynamics",6,15.86874322944,14.8487396001629,15.86874322944,10,1.17546246144,0,0
"baseline_historical_dynamics",7,17.1382426877952,15.8161537004625,17.1382426877952,10,1.2694994583552,0,0
"baseline_historical_dynamics",8,18.5093021028188,16.8312952786228,18.5093021028188,10.8,1.37105941502362,0,0
"baseline_historical_dynamics",9,19.9900462710443,17.8945064001565,19.9900462710443,11.664,1.48074416822551,0,0
"baseline_historical_dynamics",10,21.5892499727279,19.0058535528638,21.5892499727279,12.59712,1.59920370168355,0,0
"baseline_historical_dynamics",11,23.3163899705461,20.16509936782,23.3163899705461,13.6048896,1.72713999781823,0,0
"baseline_historical_dynamics",12,25.1817011681898,21.3716760847315,25.1817011681898,14.693280768,1.86531119764369,0,0
"baseline_historical_dynamics",13,27.196237261645,22.6246616328393,27.196237261645,15.86874322944,2.01453609345518,0,0
"baseline_historical_dynamics",14,29.3719362425766,23.922759249466,29.3719362425766,17.1382426877952,2.1756989809316,0,0
"baseline_historical_dynamics",15,31.7216911419827,25.2642815793154,31.7216911419827,18.5093021028188,2.34975489940613,0,0
"baseline_historical_dynamics",16,34.2594264333413,26.6471401819417,34.2594264333413,19.9900462710443,2.53773529135862,0,0
"baseline_historical_dynamics",17,37.0001805480086,28.068841316621,37.0001805480086,21.5892499727279,2.74075411466731,0,0
"baseline_historical_dynamics",18,39.9601949918493,29.526488769093,39.9601949918493,23.3163899705461,2.96001444384069,0,0
"baseline_historical_dynamics",19,43.1570105911973,31.0167943315891,43.1570105911973,25.1817011681898,3.19681559934795,0,0
"baseline_historical_dynamics",20,46.609571438493,32.5360963475081,46.609571438493,27.196237261645,3.45256084729578,0,0
"baseline_historical_dynamics",21,50.3383371535725,34.0803864897744,50.3383371535725,29.3719362425766,3.72876571507944,0,0
"baseline_historical_dynamics",22,54.3654041258583,35.645344665664,54.3654041258583,31.7216911419827,4.0270669722858,0,0
"baseline_historical_dynamics",23,58.7146364559269,37.2263816425831,58.7146364559269,34.2594264333413,4.34923233006866,0,0
"baseline_historical_dynamics",24,63.4118073724011,38.8186886837905,63.4118073724011,37.0001805480086,4.69717091647416,0,0
"baseline_historical_dynamics",25,68.4847519621932,40.4172931873647,68.4847519621932,39.9601949918493,5.07294458979209,0,0
"baseline_historical_dynamics",26,73.9635321191686,42.0171190537605,73.9635321191686,43.1570105911973,5.47878015697546,0,0
"baseline_historical_dynamics",27,79.8806146887021,43.6130502844834,79.8806146887021,46.609571438493,5.91708256953349,0,0
"baseline_historical_dynamics",28,86.2710638637983,45.1999961521252,86.2710638637983,50.3383371535725,6.39044917509617,0,0
"baseline_historical_dynamics",29,93.1727489729022,46.7729561921431,93.1727489729022,54.3654041258583,6.90168510910386,0,0
"baseline_historical_dynamics",30,100.626568890734,48.3270832565624,100.403690703379,58.7146364559269,7.45381991783217,0.222878187355616,0
"baseline_historical_dynamics",31,108.676694401993,49.8577429410007,107.931277517305,63.4118073724011,8.0322952562703,0.504708442344066,0
"baseline_historical_dynamics",32,117.370829954153,51.3605678451098,115.756694600958,68.4847519621932,8.6345022013844,0.809085117731591,0
"baseline_historical_dynamics",33,126.760496350485,52.8315053433465,123.879418241884,73.9635321191686,9.26053556807662,1.13781192715012,0
"baseline_historical_dynamics",34,136.901336058524,54.2668578139702,132.296934819913,79.8806146887021,9.91035345935074,1.49283688132213,0
"baseline_historical_dynamics",35,147.853442943205,55.6633145820861,141.004425773678,86.2710638637983,10.583754785593,1.8762638318279,0
"baseline_historical_dynamics",36,159.681718378662,57.0179751583887,149.994414897198,93.1727489729022,11.2803540618942,2.29036493837413,0
