"scenario","year","output","emissions_intensity","mitigation_rate","emissions","atmospheric_pressure","temperature_proxy","damages","mitigation_cost","consumption_proxy","discounted_welfare_proxy"
"delayed_transition",2025,100,0.42,0.02,41.16,1,1.2,1.728,0.0016,98.2704,4.59784744000824
"delayed_transition",2030,106.145738392883,0.407550295518334,0.03,41.9619352385304,1.49354322286236,1.23040629668587,1.92832796069597,0.0038212465821438,104.213589185605,4.32197308225242
"delayed_transition",2035,112.669177789704,0.395469627088289,0.04,42.7749482158449,1.99190716922388,1.27539863620236,2.19926856938747,0.00721082737854106,110.462698392938,4.06163220605768
"delayed_transition",2040,119.593530706072,0.383747055686566,0.05,43.5989820232351,2.49517588181046,1.33494912902224,2.55751604063694,0.0119593530706072,117.024055312364,3.81600231630247
"delayed_transition",2045,126.943436238079,0.372371966546073,0.06,44.4339663725642,3.00343171946313,1.40903269105787,3.02436103961911,0.0182798548182834,123.900795343642,3.58429063371883
"delayed_transition",2050,134.745047736208,0.361334059544274,0.07,45.2798168448703,3.51675520440694,1.49762695489738,3.62661417570193,0.0264100293562968,131.09202353115,3.36573587270435
"delayed_transition",2055,143.026125867441,0.350623339876448,0.08,46.136434105933,4.03522486163407,1.60071217728764,4.39767487955782,0.036614688222065,138.591836299661,3.1596092411934
"delayed_transition",2060,151.81613739673,0.340230109005409,0.09,47.0037030874953,4.55891705006767,1.71827114266221,5.37876507840724,0.0491884285165405,146.388183889806,2.96521480382312
"delayed_transition",2065,161.146360039313,0.330144955879498,0.1,47.8814921327887,5.08790578516046,1.85028906250508,6.62034938124471,0.0644585440157253,154.461552114053,2.78188932573411
"delayed_transition",2070,171.049993756983,0.320358748410898,0.11,48.7696521049542,5.6222625525683,1.99675347033207,8.18376602843309,0.0827881969783798,162.783439531572,2.60900169375041
"delayed_transition",2075,181.56227889433,0.310862625206536,0.12,49.6680154569039,6.16205611252547,2.15765411206385,10.1430956714299,0.104579872643134,171.314603350257,2.44595199341773
"delayed_transition",2080,192.720621575333,0.301647987544116,0.13,50.5763952611117,6.70735229453356,2.33298283155509,12.5872981541489,0.130279140184925,180.003044280999,2.29217030358203
"delayed_transition",2085,204.564726806491,0.292706491585989,0.14,51.4945841977659,7.25821378196141,2.52273345103527,15.6226508951675,0.160378745816289,188.781697165507,2.14711525402154
"delayed_transition",2090,217.136739760134,0.28403004082382,0.15,52.4223534996588,7.8146998861377,2.72690164620698,19.3755262494911,0.195423065784121,197.565790444859,2.01027237516144
"delayed_transition",2095,230.481395740628,0.27561077874722,0.16,53.3594518521293,8.37686630950188,2.94548481573755,23.995549392042,0.236012949238403,206.249833399348,1.88115225089828
"delayed_transition",2100,244.646179367113,0.267441081729685,0.17,54.3056042463094,8.94476489736257,3.17848194486958,29.6591828470927,0.282810983348383,214.704185536672,1.75928846431892
"moderate_transition",2025,100,0.42,0.06,39.48,1,1.2,1.44,0.0144,98.5456,4.60061583063838
"moderate_transition",2030,106.145738392883,0.39539758584109,0.085,38.4023383676974,1.45082806041237,1.22912484181237,1.60359448904201,0.0306761183955432,104.511467785446,4.32459744097056
"moderate_transition",2035,112.669177789704,0.372236311640387,0.11,37.326207666635,1.88423427180787,1.27090237186486,1.81982449120735,0.0545318820502167,110.794821416446,4.06419587994969
"moderate_transition",2040,119.593530706072,0.350431759488097,0.135,36.251606251245,2.30041120410473,1.32466387952562,2.09854881596338,0.0871836838847263,117.407798206224,3.81859873126186
"moderate_transition",2045,126.943436238079,0.329904456437236,0.16,35.1785324775348,2.6995494817941,1.38975439742514,2.45180746988151,0.129990078707793,124.36163868949,3.58702506679343
"moderate_transition",2050,134.745047736208,0.310579584841668,0.185,34.1069847030866,3.08183780341319,1.46553247875843,2.89403452488265,0.184465970350869,131.666547240975,3.36872701827376
"moderate_transition",2055,143.026125867441,0.292386709661723,0.21,33.0369612870552,3.44746296082372,1.55136997783804,3.44227957963946,0.252298086030166,139.331548201772,3.16299045913865
"moderate_transition",2060,151.81613739673,0.275259521743488,0.235,31.9684605901672,3.79660985829749,1.64665183385291,4.11643727303388,0.335361847509376,147.364338276187,2.96913502117975
"moderate_transition",2065,161.146360039313,0.259135596136068,0.26,30.9014809747192,4.12946153141115,1.75077585778901,4.93948417928428,0.435739757546303,155.771136102483,2.78651362402726
"moderate_transition",2070,171.049993756983,0.243956164565936,0.285,29.8360208045763,4.44619916575195,1.8631525224681,5.93772227252932,0.555741429716438,164.556530054737,2.6145116577084
"moderate_transition",2075,181.56227889433,0.229665901239102,0.31,28.7720784451712,4.74700211543649,1.98320475566158,7.1410279936046,0.697925400069806,173.723325500656,2.45254592779855
"moderate_transition",2080,192.720621575333,0.216212721190379,0.335,27.7096522635022,5.03204792144415,2.11036773623696,8.58310578280147,0.865122870251669,183.27239292228,2.3000634477642
"moderate_transition",2085,204.564726806491,0.203547590444783,0.36,26.6487406281322,5.30151232976729,2.24408869329514,10.3017447588983,1.06046354376485,193.202518503828,2.15654014297363
"moderate_transition",2090,217.136739760134,0.191624347299138,0.385,25.5893419091871,5.55556930937987,2.38382670825699,12.3390770260723,1.28740373003784,203.510259004024,2.02147951469842
"moderate_transition",2095,230.481395740628,0.180399534072509,0.41,24.5314544783546,5.79439107002632,2.5290525198587,14.7418358758388,1.54975690495998,214.189802959829,1.89441129956512
