"scenario","time","stock","regeneration","extraction","restoration","disturbance","resilience_index"
"baseline_pressure",1,70,1.365,2.8,0.3,0,0.7
"baseline_pressure",2,68.865,1.39367265375,2.7546,0.31135,0,0.68865
"baseline_pressure",3,67.81542265375,1.41869696518436,2.71261690615,0.3218457734625,0,0.6781542265375
"baseline_pressure",4,66.8433484862469,1.44059604765105,2.67373393944987,0.331566515137531,0,0.668433484862469
"baseline_pressure",5,65.9417771095856,1.45980883268239,2.63767108438342,0.340582228904144,0,0.659417771095856
"baseline_pressure",6,65.1044970867887,1.47670520904087,2.60417988347155,0.348955029132113,0,0.651044970867887
"baseline_pressure",7,64.3259774414901,1.49159814072485,2.5730390976596,0.356740225585099,0,0.643259774414901
"baseline_pressure",8,63.6012767101405,1.50475342670522,2.54405106840562,0.363987232898595,0,0.636012767101405
"baseline_pressure",9,62.9259663013387,1.51639760686483,2.51703865205355,0.370740336986613,0,0.629259663013387
"baseline_pressure",10,62.2960655931366,1.52672440110403,2.49184262372546,0.377039344068634,0,0.622960655931366
"baseline_pressure",11,61.7079867145838,1.53589998060923,2.46831946858335,0.382920132854162,0,0.617079867145838
"baseline_pressure",12,61.1584873594638,1.54406730390165,2.44633949437855,0.388415126405362,0,0.611584873594638
"baseline_pressure",13,60.6446302953923,1.55134969981837,2.42578521181569,0.393553697046077,0,0.606446302953923
"baseline_pressure",14,60.163748480441,1.55785384093712,2.40654993921764,0.39836251519559,0,0.60163748480441
"baseline_pressure",15,59.7134148973561,1.56367222117068,2.38853659589424,0.402865851026439,0,0.597134148973561
"baseline_pressure",16,59.291416373659,1.56888522815135,2.37165665494636,0.40708583626341,0,0.59291416373659
"baseline_pressure",17,58.8957307831274,1.57356288299218,2.3558292313251,0.411042692168726,0,0.588957307831274
"baseline_pressure",18,58.5245071269632,1.57776630585753,2.34098028507853,0.414754928730368,0,0.585245071269632
"baseline_pressure",19,58.1760480764726,1.58154895460329,2.3270419230589,0.418239519235274,0,0.581760480764726
"baseline_pressure",20,57.8487946272522,1.58495767488449,2.31395178509009,0.421512053727478,0,0.578487946272522
"baseline_pressure",21,57.5413125707741,1.58803359306143,2.30165250283096,0.424586874292259,0,0.575413125707741
"baseline_pressure",22,57.2522805352968,1.59081287757428,2.29009122141187,0.427477194647032,0,0.572522805352968
"baseline_pressure",23,56.9804793861063,1.5933273899011,2.27921917544425,0.430195206138937,0,0.569804793861063
"baseline_pressure",24,56.724782806702,1.59560524253175,2.26899131226808,0.43275217193298,0,0.56724782806702
"baseline_pressure",25,56.4841489088987,1.5976712784027,2.25936595635595,0.435158510911013,0,0.564841489088987
"baseline_pressure",26,56.2576127418564,1.59954748380242,2.25030450967426,0.437423872581436,0,0.562576127418564
"baseline_pressure",27,56.044279588566,1.60125334476591,2.24177118354264,0.43955720411434,0,0.56044279588566
"baseline_pressure",28,55.8433189539037,1.60280615534192,2.23373275815615,0.441566810460963,0,0.558433189539037
"baseline_pressure",29,55.6539591615504,1.60422128476969,2.22615836646202,0.443460408384496,0,0.556539591615504
"baseline_pressure",30,55.4754824882426,1.60551240948862,2.2190192995297,0.445245175117574,0,0.554754824882426
"baseline_pressure",31,55.307220773319,1.60669171498111,2.21228883093276,0.44692779226681,0,0.55307220773319
"baseline_pressure",32,55.1485514496342,1.6077700716808,2.20594205798537,0.448514485503658,0,0.551485514496342
"baseline_pressure",33,54.9988939488333,1.60875718853741,2.19995575795333,0.450011060511667,0,0.549988939488333
"baseline_pressure",34,54.857706439929,1.60966174729326,2.19430825759716,0.45142293560071,0,0.54857706439929
"baseline_pressure",35,54.7244828652259,1.61049152007652,2.18897931460903,0.452755171347742,0,0.547244828652259
"baseline_pressure",36,54.5987502420411,1.61125347253736,2.18395000968164,0.454012497579589,0,0.545987502420411
"baseline_pressure",37,54.4800662024764,1.61195385443393,2.17920264809906,0.455199337975236,0,0.544800662024764
"baseline_pressure",38,54.3680167467865,1.61259827930487,2.17472066987146,0.456319832532135,0,0.543680167467865
"baseline_pressure",39,54.262214188752,1.61319179463598,2.17048856755008,0.45737785811248,0,0.54262214188752
"baseline_pressure",40,54.1622952739504,1.61373894373409,2.16649181095802,0.458377047260496,0,0.541622952739504
"baseline_pressure",41,54.067919453987,1.61424382035532,2.16271677815948,0.45932080546013,0,0.54067919453987
"baseline_pressure",42,53.978767301643,1.6147101169936,2.15915069206572,0.46021232698357,0,0.53978767301643
"baseline_pressure",43,53.8945390535544,1.61514116761422,2.15578156214218,0.461054609464456,0,0.538945390535544
"baseline_pressure",44,53.8149532684909,1.6155399855135,2.15259813073964,0.461850467315091,0,0.538149532684909
"baseline_pressure",45,53.7397455905799,1.61590929689653,2.14958982362319,0.462602544094201,0,0.537397455905799
"baseline_pressure",46,53.6686676079474,1.61625157068856,2.1467467043179,0.463313323920526,0,0.536686676079474
"baseline_pressure",47,53.6014857982386,1.61656904502931,2.14405943192954,0.463985142017614,0,0.536014857982386
"baseline_pressure",48,53.537980553356,1.61686375084265,2.14151922213424,0.46462019446644,0,0.53537980553356
"baseline_pressure",49,53.4779452765308,1.61713753282475,2.13911781106123,0.465220547234692,0,0.534779452765308
"baseline_pressure",50,53.421185545529,1.61739206815099,2.13684742182116,0.46578814454471,0,0.53421185545529
"baseline_pressure",51,53.3675183364036,1.61762888316509,2.13470073345614,0.466324816635964,0,0.533675183364036
"baseline_pressure",52,53.3167713027485,1.61784936828142,2.13267085210994,0.466832286972515,0,0.533167713027485
"baseline_pressure",53,53.2687821058925,1.61805479130373,2.1307512842357,0.467312178941075,0,0.532687821058925
"baseline_pressure",54,53.2233977919016,1.61824630933886,2.12893591167606,0.467766022080984,0,0.532233977919016
"baseline_pressure",55,53.1804742116454,1.61842497946289,2.12721896846581,0.468195257883546,0,0.531804742116454
"baseline_pressure",56,53.139875480526,1.61859176827841,2.12559501922104,0.46860124519474,0,0.53139875480526
"baseline_pressure",57,53.1014734747781,1.61874756048541,2.12405893899112,0.468985265252219,0,0.531014734747781
"baseline_pressure",58,53.0651473615246,1.61889316657389,2.12260589446098,0.469348526384754,0,0.530651473615246
"baseline_pressure",59,53.0307831600223,1.619029329734,2.12123132640089,0.469692168399777,0,0.530307831600223
"baseline_pressure",60,52.9982733317552,1.61915673206826,2.11993093327021,0.470017266682448,0,0.529982733317552
"baseline_pressure",61,52.9675163972357,1.61927600018089,2.11870065588943,0.470324836027643,0,0.529675163972357
"baseline_pressure",62,52.9384165775548,1.61938771021089,2.11753666310219,0.470615834224452,0,0.529384165775548
"baseline_pressure",63,52.9108834588879,1.6194923923677,2.11643533835552,0.470891165411121,0,0.529108834588879
