"pathway","year","energy_demand","clean_energy_share","emissions_intensity","annual_emissions","cumulative_emissions","climate_stress","adaptation_capacity","climate_damages","transition_cost","land_pressure","water_stress","equity_score","sustainability_score","land_breach","water_breach","equity_breach"
"baseline_continuation",0,1,0.22,0.5616,0.5616,0.5616,0.1901088,0.282098912,0.0108972858445472,0.012,0.419,0.43514314432,0.4874425971142,0.0568123005405532,FALSE,FALSE,FALSE
"baseline_continuation",1,1.014,0.23,0.5544,0.5621616,1.1237616,0.2002277088,0.284096634912,0.0120545790634544,0.012,0.42402,0.44054389210432,0.48718799260604,0.0580912094577218,FALSE,FALSE,FALSE
"baseline_continuation",2,1.028196,0.24,0.5472,0.5626288512,1.6863904512,0.2103550281216,0.285993084630784,0.0132695899681923,0.012,0.42907528,0.445993037713034,0.486920690206998,0.0593530374738733,FALSE,FALSE,FALSE
"baseline_continuation",3,1.042590744,0.25,0.54,0.56299900176,2.24938945296,0.22048901015328,0.287788194529251,0.0145422750356043,0.012,0.43416633392,0.45149043525802,0.486640699492167,0.0605981640535784,FALSE,FALSE,FALSE
"baseline_continuation",4,1.057187014416,0.26,0.5328,0.563269241280845,2.81265869424085,0.230627856496335,0.289481915964288,0.0158725956043298,0.012,0.43929366259488,0.457035925280314,0.486348028967047,0.0618269799766053,FALSE,FALSE,FALSE
"baseline_continuation",5,1.07198763261782,0.27,0.5256,0.563436699703928,3.37609539394477,0.240769717091006,0.291074218793378,0.0172605164382054,0.012,0.444457773871208,0.462629334398721,0.486042686383595,0.0630398878219863,FALSE,FALSE,FALSE
"baseline_continuation",6,1.08699545947447,0.28,0.5184,0.563498446191567,3.93959384013634,0.250912689122454,0.292565091902153,0.0187060041517193,0.012,0.449659182705405,0.468270474951249,0.485724679086622,0.0642373024782069,FALSE,FALSE,FALSE
"baseline_continuation",7,1.10221339590712,0.29,0.5112,0.563451487987718,4.50304532812406,0.261054815906233,0.293954543743091,0.0202090254926395,0.012,0.454898411263281,0.473959144629225,0.485394014391619,0.0654196516803533,FALSE,FALSE,FALSE
"baseline_continuation",8,1.11764438344982,0.3,0.504,0.563292769258707,5.06633809738277,0.27119408575289,0.295242602885562,0.0217695454770098,0.012,0.460175989020967,0.479695126103974,0.485050699995058,0.0665873765750411,FALSE,FALSE,FALSE
"baseline_continuation",9,1.13329140481811,0.31,0.4968,0.563019169913639,5.6293572672964,0.281328430811335,0.296429318577449,0.0233875253717916,0.012,0.465492452867261,0.485478186645909,0.484694744418206,0.0677409323139417,FALSE,FALSE,FALSE
"baseline_continuation",10,1.14915748448557,0.32,0.4896,0.562627504404134,6.19198477170054,0.29145572589061,0.297514761318543,0.0250629205205481,0.012,0.470848347207402,0.491308077735902,0.484326157485479,0.0688807886767017,FALSE,FALSE,FALSE
"baseline_continuation",11,1.16524568926837,0.33,0.4824,0.562114520503059,6.7540992922036,0.301573787259665,0.298499023445946,0.0267956780076956,0.012,0.476244224068306,0.497184534668792,0.483944950838307,0.0700074307240367,FALSE,FALSE,FALSE
"baseline_continuation",12,1.18155912891812,0.34,0.4752,0.561476898061892,7.31557619026549,0.311680371424779,0.299382219731698,0.0285857341570128,0.012,0.481680643205262,0.503107276148887,0.483551138485457,0.0711213594817534,FALSE,FALSE,FALSE
"baseline_continuation",13,1.19810095672298,0.35,0.468,0.560711247746353,7.87628743801184,0.321773173884213,0.300164487992856,0.0304330118602864,0.012,0.487158172210136,0.509076003877309,0.483144737390737,0.0722230926564299,FALSE,FALSE,FALSE
"baseline_continuation",14,1.2148743701171,0.36,0.4608,0.559814109749959,8.4361015477618,0.331849827859712,0.300845989714259,0.0323374177321838,0.012,0.492677386621078,0.515090402131042,0.48272576809892,0.0733131653834509,FALSE,FALSE,FALSE
"baseline_continuation",15,1.23188261129874,0.37,0.4536,0.558781952485107,8.99488350024691,0.341907903004444,0.301426910684215,0.0342988390876992,0.0168,0.498238870033773,0.521150137333519,0.481430255400706,0.0741847710080597,FALSE,FALSE,FALSE
"baseline_continuation",16,1.24912896785692,0.384,0.44352,0.554013679823901,9.54889718007081,0.351880149241275,0.301908109191802,0.0363037442077468,0.0168,0.504843214214246,0.527232750312288,0.480989176274296,0.0765165237231596,FALSE,FALSE,FALSE
"baseline_continuation",17,1.26661677340692,0.398,0.43344,0.549002374265494,10.0978995543363,0.361762191978053,0.302290487272021,0.0383504344010808,0.0168,0.511491019213245,0.533337160799562,0.480538904431762,0.0788575326541853,FALSE,FALSE,FALSE
"baseline_continuation",18,1.28434940823461,0.412,0.42336,0.543742165470206,10.6416417198065,0.371549550956517,0.302574991762456,0.0404371266415942,0.0168,0.51818289348223,0.53946225379601,0.480079832138849,0.0812091316663273,FALSE,FALSE,FALSE
"baseline_continuation",19,1.3023302999499,0.426,0.41328,0.538227066363294,11.1798687861698,0.381237638151056,0.302762615380946,0.0425619479450052,0.0168,0.524919453990982,0.545606878810011,0.479612371452099,0.0835726950244812,FALSE,FALSE,FALSE
"baseline_continuation",20,1.3205629241492,0.44,0.4032,0.532450971016956,11.7123197571868,0.390821755629362,0.302854397824652,0.0447229296582443,0.0168,0.531701326346855,0.551769849082403,0.479136955475186,0.0859496388041045,FALSE,FALSE,FALSE
"baseline_continuation",21,1.33905080508729,0.454,0.39312,0.526407652495913,12.2387274096827,0.400297093374288,0.302851426890909,0.0469180016795608,0.0168,0.538529144915711,0.557949940796496,0.478654039630497,0.0883414223225099,FALSE,FALSE,FALSE
