"scenario","time","state","perceived_state","target","intervention","counterresponse","target_gap"
"timely_moderate_response",1,80,80,50,0,0,30
"timely_moderate_response",2,78.6,80,50,5.4,0,28.6
"timely_moderate_response",3,77.165,78.95,50,5.4,0,27.165
"timely_moderate_response",4,75.883125,77.61125,50,5.211,0,25.883125
"timely_moderate_response",5,74.810178125,76.31515625,50,4.970025,0,24.810178125
"timely_moderate_response",6,73.943704453125,75.18642265625,50,4.736728125,0,23.943704453125
"timely_moderate_response",7,73.2587409863281,74.2543840039062,50,4.533556078125,0,23.2587409863281
"timely_moderate_response",8,72.7244203902832,73.5076517407227,50,4.36578912070312,0,22.7244203902832
"timely_moderate_response",9,72.3111535867102,72.9202282278931,50,4.23137731333008,0,22.3111535867102
"timely_moderate_response",10,71.9932913453572,72.4634222470059,50,4.12564108102075,0,21.9932913453572
"timely_moderate_response",11,71.7497076245301,72.1108240707694,50,4.04341600446107,0,21.7497076245301
"timely_moderate_response",12,71.5635019824049,71.8399867360899,50,3.97994833273849,0,21.5635019824049
"timely_moderate_response",13,71.4213919194688,71.6326231708261,50,3.93119761249618,0,21.4213919194688
"timely_moderate_response",14,71.3130545467068,71.4741997323081,50,3.8938721707487,0,21.3130545467068
"timely_moderate_response",15,71.230524958559,71.3533408431071,50,3.86535595181546,0,21.230524958559
"timely_moderate_response",16,71.1676867307637,71.2612289296961,50,3.84360135175929,0,21.1676867307637
"timely_moderate_response",17,71.1198576916875,71.1910722804968,50,3.82702120734529,0,21.1198576916875
"timely_moderate_response",18,71.0834611234903,71.1376613388898,50,3.81439301048943,0,21.0834611234903
"timely_moderate_response",19,71.0557686105774,71.0970111773402,50,3.80477904100017,0,21.0557686105774
"timely_moderate_response",20,71.0347008139206,71.066079252268,50,3.79746201192123,0,21.0347008139206
"timely_moderate_response",21,71.0186740688603,71.0425454235074,50,3.79189426540825,0,21.0186740688603
"timely_moderate_response",22,71.0064827443505,71.0246419075221,50,3.78765817623134,0,21.0064827443505
"timely_moderate_response",23,70.9972092696053,71.0110225351434,50,3.78443554335398,0,20.9972092696053
"timely_moderate_response",24,70.9901554450196,71.0006625859898,50,3.78198405632581,0,20.9901554450196
"timely_moderate_response",25,70.9847900656669,70.9927822302622,50,3.78011926547817,0,20.9847900656669
"timely_moderate_response",26,70.9807090158614,70.9867881068157,50,3.77870080144719,0,20.9807090158614
"timely_moderate_response",27,70.9776048820311,70.9822287886,50,3.77762185922683,0,20.9776048820311
"timely_moderate_response",28,70.9752438221339,70.9787608586734,50,3.776801181948,0,20.9752438221339
"timely_moderate_response",29,70.973447963126,70.9761230812688,50,3.7761769545612,0,20.973447963126
"timely_moderate_response",30,70.9720820075758,70.9741167426617,50,3.77570215462838,0,20.9720820075758
"timely_moderate_response",31,70.9710430440861,70.9725906913473,50,3.77534101367911,0,20.9710430440861
"timely_moderate_response",32,70.9702527957457,70.9714299559014,50,3.77506632444251,0,20.9702527957457
"timely_moderate_response",33,70.9696517235771,70.9705470857846,50,3.77485739206225,0,20.9696517235771
"timely_moderate_response",34,70.9691945412253,70.969875564129,50,3.77469847544124,0,20.9691945412253
"timely_moderate_response",35,70.9688468032127,70.9693647969513,50,3.77457760154322,0,20.9688468032127
"timely_moderate_response",36,70.9685823098418,70.9689763016474,50,3.77448566345123,0,20.9685823098418
"timely_moderate_response",37,70.9683811332913,70.9686808077932,50,3.77441573429652,0,20.9683811332913
"timely_moderate_response",38,70.9682281162208,70.9684560519168,50,3.77436254540278,0,20.9682281162208
"timely_moderate_response",39,70.9681117297813,70.9682851001448,50,3.77432208934502,0,20.9681117297813
"timely_moderate_response",40,70.9680232049998,70.9681550723722,50,3.77429131802607,0,20.9680232049998
"timely_moderate_response",41,70.9679558720978,70.9680561718429,50,3.774267913027,0,20.9679558720978
"timely_moderate_response",42,70.9679046579685,70.9679809470341,50,3.77425011093172,0,20.9679046579685
"timely_moderate_response",43,70.9678657039516,70.9679237302349,50,3.77423657046613,0,20.9678657039516
"timely_moderate_response",44,70.9678360751081,70.9678802105224,50,3.77422627144228,0,20.9678360751081
"timely_moderate_response",45,70.9678135390918,70.9678471089617,50,3.77421843789404,0,20.9678135390918
"timely_moderate_response",46,70.967796397956,70.9678219315593,50,3.7742124796131,0,20.967796397956
"timely_moderate_response",47,70.9677833602242,70.9678027813568,50,3.77420794768067,0,20.9677833602242
"timely_moderate_response",48,70.9677734435856,70.9677882155074,50,3.77420450064422,0,20.9677734435856
"timely_moderate_response",49,70.9677659008839,70.967777136566,50,3.77420187879133,0,20.9677659008839
"timely_moderate_response",50,70.9677601638241,70.9677687098044,50,3.77419988458189,0,20.9677601638241
"timely_moderate_response",51,70.9677558001549,70.9677623003192,50,3.7741983677648,0,20.9677558001549
"timely_moderate_response",52,70.9677524811013,70.967757425196,50,3.77419721405745,0,20.9677524811013
"timely_moderate_response",53,70.9677499565936,70.967753717125,50,3.77419633653528,0,20.9677499565936
"timely_moderate_response",54,70.9677480364259,70.9677508967264,50,3.7741956690825,0,20.9677480364259
"timely_moderate_response",55,70.9677465759258,70.9677487515011,50,3.77419516141076,0,20.9677465759258
"timely_moderate_response",56,70.9677454650538,70.9677471198196,50,3.77419477527019,0,20.9677454650538
"timely_moderate_response",57,70.9677446201126,70.9677458787452,50,3.77419448156753,0,20.9677446201126
"timely_moderate_response",58,70.9677439774412,70.9677449347707,50,3.77419425817414,0,20.9677439774412
"timely_moderate_response",59,70.9677434886185,70.9677442167736,50,3.77419408825873,0,20.9677434886185
"timely_moderate_response",60,70.9677431168147,70.9677436706573,50,3.77419395901925,0,20.9677431168147
"timely_moderate_response",61,70.9677428340168,70.9677432552754,50,3.77419386071832,0,20.9677428340168
