"scenario","time","population","housing","transport","service_capacity","accessibility","congestion","housing_gap","service_pressure"
"baseline_growth",1,100,112,90,120,45,1.11111111111111,0,0.833333333333333
"baseline_growth",2,102.044949494949,114.242898989899,91.5890956565657,119.99,45.3310492964612,1.11416046597502,0,0.850445449578711
"baseline_growth",3,104.095288289141,116.517833159722,93.2008491741836,119.98003,45.6653605065818,1.11689205851115,0,0.867605119694845
"baseline_growth",4,106.151312950606,118.824788086095,94.8355902932893,119.97008991,46.002903855389,1.11931936757415,0,0.884814815344716
"baseline_growth",5,108.213309935472,121.163755132461,96.4936482635866,119.96017964027,46.3436503139456,1.12145526553075,0,0.902076924692642
"baseline_growth",6,110.281556029462,123.53473123252,98.1753519179459,119.950299101349,46.6875715453573,1.12331205210891,0,0.919393756044599
"baseline_growth",7,112.356318764472,125.937718682879,99.8810297432114,119.940448204045,47.0346398564157,1.12490148583103,0,0.936767541282894
"baseline_growth",8,114.437856812036,128.372724944388,101.61100994808,119.930626859433,47.3848281542689,1.12623481324031,0,0.954200439110227
"baseline_growth",9,116.526420355365,130.839762451718,103.3656205282,119.920834978855,47.7381099075836,1.12732279610873,0,0.971694538116844
"baseline_growth",10,118.622251441443,133.33884843074,105.145189328625,119.911072473918,48.0944591117192,1.12817573679663,0,0.989251859683301
"baseline_growth",11,120.725584314588,135.870004723309,106.950044103754,119.901339256496,48.4538502574871,1.12880350191787,0,1.00687436073027
"baseline_growth",12,122.831833680222,138.43316137802,108.780511612476,119.891635238727,48.8173120581071,1.12917131809237,0,1.02452379964324
"baseline_growth",13,124.933731462764,141.028103361763,110.636917506551,119.881960333011,49.1864500655679,1.12922281529912,0,1.04213954389568
"baseline_growth",14,127.031651676454,143.654623981845,112.519587061911,119.872314452012,49.5611894777842,1.1289736746595,0,1.05972469337204
"baseline_growth",15,129.125953488782,146.312524555694,114.428843097228,119.862697508656,49.941458553638,1.12843886203644,0,1.07728222518484
"baseline_growth",16,131.216981876673,149.001614095004,116.365006072317,119.85310941613,50.3271883958695,1.12763266471302,0,1.09481499909267
"baseline_growth",17,133.305068248279,151.72170900359,118.328394182411,119.843550087881,50.7183127528495,1.12656872570062,0,1.11232576263409
"baseline_growth",18,135.390531032646,154.472632788229,120.319323448523,119.834019437618,51.1147678373841,1.12526007587278,0,1.12981715599656
"baseline_growth",19,137.473676239369,157.254215781863,122.338107804065,119.824517379305,51.516492160904,1.12371916410171,0,1.14729171663755
"baseline_growth",20,139.554797990145,160.066294878538,124.385059177927,119.815043827167,51.9234263815683,1.12195788555696,0,1.16475188367374
"baseline_growth",21,141.634179023992,162.908713279504,126.460487574156,119.805598695685,52.3355131649648,1.11998760831076,0,1.18220000205293
"baseline_growth",22,143.712091177759,165.781320249941,128.564701148406,119.796181899598,52.7526970562298,1.11781919838065,0,1.199638326522
"baseline_growth",23,145.788795843423,168.68397088581,130.698006281313,119.786793353899,53.1749243625296,1.11546304332776,0,1.21706902540335
"baseline_growth",24,147.864544403551,171.616525890338,132.860707648916,119.777432973838,53.6021430449545,1.11292907451827,0,1.23449418419117
"baseline_growth",25,149.939578646203,174.5788513597,135.053108290277,119.768100674916,54.0343026189738,1.11022678814566,0,1.25191580897806
"baseline_growth",26,152.014131160466,177.570818577471,137.275509672408,119.758796372891,54.4713540626814,1.10736526510249,0,1.26933582972178
"baseline_growth",27,154.088425713695,180.592303817435,139.528211752629,119.749519983773,54.9132497321418,1.10435318978272,0,1.28675610336121
"baseline_growth",28,156.162677611498,183.643188154395,141.81151303848,119.740271423821,55.3599432832109,1.10119886788828,0,1.30417841678978
"baseline_growth",29,158.237094041387,186.723357282605,144.125710645269,119.73105060955,55.8113895992689,1.09791024330732,0,1.32160448969422
"baseline_growth",30,160.311874400997,189.832701341495,146.471100351385,119.721857457721,56.2675447243539,1.09449491412578,0,1.33903597726597
"baseline_growth",31,162.387210611667,192.971114748362,148.847976651444,119.712691885348,56.7283658012355,1.09096014782873,0,1.35647447279182
"baseline_growth",32,164.46328741817,196.138496037732,151.256632807387,119.703553809692,57.1938110140104,1.08731289574322,0,1.37392151013025
"baseline_growth",33,166.540282675286,199.334747707087,153.697360897586,119.694443148263,57.66383953484,1.08355980677025,0,1.39137856607926
"baseline_growth",34,168.618367621901,202.559776068697,156.170451864069,119.685359818818,58.1384114744864,1.07970724044947,0,1.40884706264123
"baseline_growth",35,170.697707143249,205.813491107287,158.676195557929,119.676303739362,58.617487836334,1.07576127939702,0,1.42632836918998
"baseline_growth",36,172.778460021882,209.095806343295,161.21488078298,119.667274828144,59.1010304736113,1.07172774115355,0,1.44382380454483
"baseline_growth",37,174.860779177929,212.406638701481,163.78679533776,119.658273003659,59.5890020495553,1.06761218947677,0,1.46133463895624
"baseline_growth",38,176.944811899153,215.745908384658,166.392226055922,119.649298184648,60.081366000282,1.0634199451102,0,1.47886209600731
"baseline_growth",39,179.030700061286,219.113538752345,169.031458845092,119.640350290094,60.5780865001474,1.05915609605758,0,1.49640735443508
"baseline_growth",40,181.118580339126,222.509456204118,171.704778724252,119.631429239224,61.0791284294039,1.05482550739017,0,1.51397154987547
"baseline_growth",41,183.208584408799,225.933590067478,174.412469859705,119.622534951506,61.5844573439723,1.05043283061223,0,1.5315557765355
"baseline_growth",42,185.300839141613,229.38587249004,177.154815599687,119.613667346652,62.0940394471653,1.04598251260826,0,1.54916108879593
"baseline_growth",43,187.395466789884,232.866238335878,179.932098507667,119.604826344612,62.6078415632131,1.04147880419401,0,1.56678850274779
"baseline_growth",44,189.492585165098,236.374625085836,182.7446003944,119.596011865578,63.1258311124551,1.03692576829156,0,1.58443899766559
"baseline_growth",45,191.592307808757,239.910972741668,185.592602348768,119.587223829981,63.6479760880697,1.03232728774778,0,1.6021135174201
"baseline_growth",46,193.694744156232,243.475223733826,188.476384767474,119.578462158491,64.1742450342296,1.0276870728139,0,1.61981297183355
"baseline_growth",47,195.799999693938,247.067322832769,191.396227383617,119.569726772016,64.7046070255758,1.02300866830303,0,1.63753823797951
"baseline_growth",48,197.908176110122,250.687217063641,194.352409294204,119.5610175917,65.2390316479136,1.01829546044132,0,1.65529016143018
"baseline_growth",49,200.019371439537,254.334855624177,197.345208986633,119.552334538925,65.7774889800421,1.01355068342746,0,1.67306955745321
"baseline_growth",50,202.133680202285,258.010189805726,200.374904364187,119.543677535308,66.3199495766351,1.00877742571446,0,1.69087721216025
"baseline_growth",51,204.25119353706,261.713172917244,203.441772770588,119.535046502702,66.8663844520983,1.00397863602665,0,1.70871388360938
"baseline_growth",52,206.371999329044,265.443760212156,206.546091013629,119.526441363194,67.4167650653342,0.999157129124398,0,1.72658030286337
"baseline_growth",53,208.49559232307,269.201897017769,209.688109983807,119.517862039104,67.9711850677633,0.99431289804258,0,1.74447223842453
"baseline_growth",54,210.619261416804,272.987474658034,212.867984730387,119.509308452987,68.5301947340447,0.989436066130699,0,1.76236700005387
"baseline_growth",55,212.74310894254,276.800386938252,216.085988599769,119.500780527628,69.0937649530979,0.984529863880155,0,1.78026543427768
"baseline_growth",56,214.867235978389,280.640530110067,219.34239390087,119.492278186045,69.6618666020637,0.979597387249708,0,1.79816837740635
"baseline_growth",57,216.99174235516,284.50780283673,222.637471929237,119.483801351487,70.2344705496437,0.974641602219272,0,1.81607665558642
"baseline_growth",58,219.116726663287,288.402106158649,225.971492990824,119.475349947432,70.8115476595671,0.969665349213694,0,1.83399108485303
"baseline_growth",59,221.242286259789,292.32334345921,229.344726425416,119.46692389759,71.3930687941701,0.964671347399558,0,1.85191247118276
"baseline_growth",60,223.368517275283,296.271420430879,232.757440629725,119.458523125897,71.9790048180784,0.959662198858005,0,1.86984161054691
"baseline_growth",61,225.495514621039,300.246245041576,236.20990308014,119.45014755652,72.5693266019811,0.954640392636431,0,1.88777928896523
"baseline_growth",62,227.623371996081,304.247727501331,239.702380355154,119.44179711385,73.1640050264855,0.94960830868189,0,1.90572628256014
"baseline_growth",63,229.752181894345,308.275780229213,243.235138157446,119.433471722509,73.7630109860441,0.944568221658939,0,1.92368335761143
"baseline_growth",64,231.882035611882,312.330317820533,246.808441335651,119.425171307341,74.366315392943,0.939522304654604,0,1.94165127061139
"baseline_growth",65,234.013023254111,316.411257014334,250.422553905795,119.416895793419,74.9738891813441,0.9344726327731,0,1.95963076832054
"baseline_growth",66,236.145233743136,320.518516661139,254.077739072406,119.408645106039,75.5857033113724,0.929421186622887,0,1.97762258782378
"baseline_growth",67,238.278754825099,324.652017690996,257.774259249316,119.400419170721,76.20172877324,0.924369855698584,0,1.9956274565871
