"scenario","time","policy","system_state","institutional_capacity","trust","administrative_burden","uptake","side_effect"
"baseline_policy",1,0,12,7,0.55,0.28,0.755,0
"baseline_policy",2,0,11.08,7.4,0.556145,0.259,0.7833435,0
"baseline_policy",3,0,10.268,7.6944,0.5631591525,0.2368,0.80832374575,0
"baseline_policy",4,0,9.548976,7.900288,0.57100967268625,0.2137168,0.830456021805875,0
"baseline_policy",5,0,8.91008992,8.03218304,0.579666194293338,0.190015936,0.850179211888002,0
"baseline_policy",6,0,8.3403682496,8.1024155904,0.589100494734058,0.16591938688,0.867867078596217,0
"baseline_policy",7,0,7.830428048256,8.121451803136,0.599286258110826,0.1416121401088,0.883837879504288,0
"baseline_policy",8,0,7.37224331555584,8.0981699027456,0.610198870609402,0.117247784699392,0.898362564942949,0
"baseline_policy",9,0,6.95894578011008,8.04009577577042,0.621815243583723,0.0929532749911552,0.911671766610356,0
"baseline_policy",10,0,6.58465503312989,7.95360377611759,0.634113660329602,0.068832987663844,0.923961755311662,0
"baseline_policy",11,0,6.2443336808616,7.84408787667858,0.647073643132567,0.0449721763354912,0.935399519839168,0
"baseline_policy",12,0,5.93366382784259,7.71610754101322,0.660675837676045,0.0214399127054555,0.946127096590615,0
"baseline_policy",13,0,5.64894174669886,7.57351204395957,0.674867744124904,0,0.955400804995854,0
"baseline_policy",14,1.25,5.38698805378735,7.41954642017871,0.689198756199842,0,0.953541483667101,0
"baseline_policy",15,1.25,5.8006308752369,7.2569417508674,0.70269705124006,0.0402413607394639,0.930966105036982,0.1
"baseline_policy",16,1.25,6.15088465496083,7.14043688081696,0.715042132105877,0.0809705354868617,0.909644847121011,0.194
"baseline_policy",17,1.25,6.44679449709312,7.06127270274847,0.726245820315804,0.122049224844411,0.889300041782475,0.28236
"baseline_policy",18,1.25,6.6959597342192,7.01211444629604,0.736318012807818,0.163365406736165,0.869697278326104,0.3654184
"baseline_policy",19,1.25,6.90476521749832,6.9868220693299,0.745266890714764,0.204829063397277,0.850638418288986,0.443493296
"baseline_policy",20,1.25,7.07857549109536,6.98025752118337,0.753099095045313,0.246368597189288,0.831955730766285,0.51688369824
"baseline_policy",21,1.25,7.22189780773498,6.98812295877633,0.759819874514292,0.287927824625737,0.813506968392472,0.5858706763456
"baseline_policy",22,1.25,7.33851898608236,7.00682494669302,0.765433209925191,0.329463455749408,0.795171232970574,0.650718435764864
"baseline_policy",23,1.25,7.43162030800911,7.03336046984417,0.769941918801563,0.370942980909329,0.776845503979571,0.711675329618972
"baseline_policy",24,1.25,7.50387397998792,7.06522125689736,0.773347743371261,0.412342899499797,0.758441723537374,0.768974809841834
"baseline_policy",25,1.25,7.55752411719697,7.10031347474461,0.775651424509739,0.453647235729105,0.739884348478154,0.822836321251324
"baseline_policy",26,1.25,7.59445473404579,7.1368903261408,0.776852763830814,0.494846295304871,0.721108294542441,0.873466141976244
"baseline_policy",27,1.25,7.61624682618477,7.1734954787732,0.776950675762422,0.535935624326449,0.70205720971643,0.92105817345767
"baseline_policy",28,1.25,7.62422629439726,7.20891558656612,0.775943231150366,0.576915137890129,0.68268202386269,0.965794683050209
"baseline_policy",29,1.25,7.61950417982578,7.24214044319261,0.773827693685697,0.617788391130431,0.662939730268198,1.0078470020672
"baseline_policy",30,1.25,7.6030104441303,7.27232954212327,0.770600550243703,0.658561969800853,0.642792361857615,1.04737618194317
"baseline_policy",31,1.25,7.5755223301793,7.29878401428383,0.766257536048078,0.699244981174483,0.622206130798535,1.08453361102658
"baseline_policy",32,1.25,7.53768817265672,7.32092307955547,0.760793655427423,0.739848629131632,0.60115070524463,1.11946159436498
"baseline_policy",33,1.25,7.49004738842895,7.33826428700357,0.754203198808234,0.780385859892965,0.57959860117613,1.15229389870308
"baseline_policy",34,1.25,7.43304725937479,7.3504069351176,0.746479756485236,0.820871067031955,0.557524670834298,1.1831562647809
