"time","mean_state","median_state","p05","p10","p90","p95","minimum_state","maximum_state"
1,10,10,10,10,10,10,10,10
2,10.4740850285389,10.4751006861447,10.0748707819788,10.1353643806389,10.8030516094482,10.8583469331529,9.93113258667666,11.0230842582126
3,10.9721548326,10.9687147379575,10.14992094499,10.2718478314845,11.6612480326268,11.7818372912694,9.86303658435592,12.1386423049369
4,11.4950250960373,11.4809789658379,10.225145237388,10.4094403190528,12.5760398760284,12.7739086703214,9.79569930012427,13.3524524384636
5,12.0434641564542,12.0152304513553,10.3005383551258,10.5481312559716,13.5495775446126,13.8379144455383,9.72910831830536,14.6701103843734
6,12.6181791957091,12.5693959491355,10.3760949431423,10.6879094986903,14.5890957057319,14.9770679789882,9.66325149292339,16.0968934979891
7,13.2198012317233,13.1445369846614,10.4518095967824,10.8287633456935,15.6956454780821,16.193931148165,9.59811694041126,17.6376045103848
8,13.8488690552583,13.7402880518339,10.5276768632468,10.9706805362307,16.8442117500613,17.4832839633947,9.5336930325542,19.2963959593807
9,14.5058123245893,14.354422173275,10.603691243074,11.1136482495764,18.0544839869586,18.8514434914774,9.46996838966016,21.0765778501902
10,15.1909341076605,14.9888791604528,10.6798471916502,11.2576531048325,19.3396020778464,20.3040065438365,9.4069318739483,22.9804127701358
11,15.9043932426234,15.643848915596,10.7561391207496,11.4026811612851,20.7013533260482,21.8631647304629,9.34457258314775,25.0089045824142
12,16.6461869696511,16.3193265535863,10.8325614001015,11.5487179193268,22.1406829503873,23.5142798009053,9.2828798442986,27.1615888411159
13,17.4161343643254,17.0137329331825,10.9091083589854,11.6957483219551,23.6282850460901,25.2584575029945,9.22184320774794,29.4604520103622
14,18.2138611693118,17.7268961709981,10.9857742878517,11.8437567568556,25.1143218819254,27.0903051016475,9.16145244133364,31.9361766535141
15,19.0387866692084,18.4558880159603,11.062553439968,11.9927270590799,26.6481449565704,28.9962782616876,9.10169752474921,34.5527410502873
16,19.8901132758356,19.1927458122655,11.138263149744,12.1426425143237,28.3311877523763,30.9864682217768,9.04256864408302,37.3068310585
17,20.7668194806839,19.9647688282823,11.2135028670789,12.2934858628146,30.1248783805187,33.0856663877845,8.98405618652577,40.1931017083702
18,21.6676567819618,20.7873760581462,11.2886136381494,12.4452393038131,31.9903027201571,35.2995580856149,8.9261507352401,43.2040584959096
19,22.5911511021793,21.6357297088002,11.363587135669,12.5978845007316,33.8203226216761,37.6020173794692,8.86884306438659,46.3299941526787
20,23.5356090781833,22.493536988693,11.438415093545,12.751402586876,35.6852774818053,39.9882980181725,8.81212413430062,49.5589924641097
21,24.4991294326157,23.3568971900115,11.5130893104624,12.9057741718121,37.4671946239956,42.2665461257134,8.75598508681477,52.8770084109585
22,25.4796194316828,24.1931185813838,11.5876016534052,13.0609793483563,39.379743203015,44.6663104824457,8.70041724072167,56.2680304063851
23,26.4748162106104,24.9984937217139,11.6619440611143,13.2169977001934,41.4186375274635,46.8626276241128,8.64541208737233,59.7143258194083
24,27.4823125200701,25.8379956230402,11.7361085474775,13.3738083101178,43.2676623554665,49.3384841358112,8.59096128640545,63.1967656052958
25,28.499586230853,26.6956803749203,11.81008720485,13.5313897688978,45.3434416129661,51.8496565155244,8.53705666160285,66.6952181541665
26,29.5240327468619,27.6117529971303,11.8838722073005,13.689720184758,47.4126811367695,54.3415594020021,8.48369019686706,70.1889969884127
27,30.5529993330495,28.5092060206036,11.9574558137826,13.8487771934753,49.6018619144155,56.8295751242268,8.43085403231661,73.6573423038736
28,31.5838202766977,29.4784635757488,12.0308303712274,14.0094506654357,51.7852237416443,59.1887842590822,8.37854046049515,77.079913133481
29,32.6138517740304,30.3299990582108,12.1039883175551,14.1729212592317,53.6590534430315,61.5085534142293,8.32674192269051,80.4372655526721
30,33.3039876894779,30.7932993835744,11.5115758417482,13.8514673334509,55.6873833567559,64.0240847795378,0,83.7112930634651
31,33.9357212022953,31.5690123076093,11.2717341624921,13.8443836057194,57.4221263895152,65.7120812897938,0,86.8856080459481
32,34.5453547443636,32.1238032242986,11.1999011025693,13.9007298893543,59.2860656297837,67.8717718444955,0,89.9458476465068
33,35.2363677190401,32.8099515622638,10.5101577826073,13.4529990430962,60.6869554801296,69.1502103856062,0,92.8798931608179
34,35.8199147602395,33.4095624868723,9.89582823082423,13.3152118452395,62.3973830504428,71.3656289994367,0,95.6779982163206
35,36.5871167334696,33.7192717416099,9.80257511050324,13.3168019091132,64.3134269898053,73.4850746409662,0,98.3328271881048
36,37.2406585499049,34.2473046849068,9.02088971994156,13.1123915739466,64.9651239500884,75.6480181945649,0,100.851512233853
37,37.939775909567,34.7507061402982,8.37013992868529,12.8944472176363,66.8078366931866,77.8174135469688,0,103.308496386688
38,38.3778537672539,34.9981276590662,8.08181124323493,12.7877570887509,68.272490071536,79.4400309458648,0,105.399039122667
39,38.951524410722,35.7778506145383,7.78511148736137,12.4181742563815,69.061008092447,81.3201842559218,0,107.452655359774
40,39.3862366884328,36.2283751836584,7.22707576654228,12.3109544242925,69.7828417425572,82.0416970791924,0,109.358707884435
41,39.8042921514368,36.8880067289223,7.11669765052073,11.6676719051604,71.0413291671657,83.9435578621421,0,111.121384380899
42,40.2768562198296,37.4331113103761,6.64232828280171,11.7058095566631,72.6221094729363,84.694458841917,0,112.745972736055
43,40.7303964562864,37.9955574808758,4.84057279544194,11.5395892385713,73.8985796345691,86.1272054168197,0,114.23861305003
44,41.0601757097102,38.1745970854087,4.65890444092064,10.4865429789569,74.9817381873164,87.4387731886916,0,115.606066877405
45,41.51011115156,38.8574722201484,4.3549304418692,10.5518670308692,76.4952785627864,88.7192468793694,0,116.855508932128
46,42.0660085674635,39.5489357070187,3.30280978422258,10.1038596841243,77.7024820128845,89.9245144939146,0,117.994344311324
47,42.4259454872722,39.7634725955457,1.58668623563883,9.77203657449202,77.6056294695279,90.1654422945723,0,115.313000669717
48,42.9284138349737,40.2425507369073,1.62051627243433,9.9420467838123,78.8512326047532,88.8781674049227,0,117.228789064492
49,43.3339304662127,40.943204930563,1.281538911565,9.95761610645588,79.4650503388415,88.7781977948207,0,119.00873808718
50,43.6274783043524,41.4102762769653,0.606192861068615,8.61447085984207,80.5491327195788,89.8268225348353,0,120.657568378591
51,44.00514479882,42.3440083469801,0.616344020765408,8.62868336901987,81.8114059276162,90.6391055281899,0,122.180718018818
52,44.3314419423203,42.6825387228339,0.546571530537648,7.99958175952901,82.2617880121869,91.0364747830235,0,123.584159947296
53,44.6785627267862,43.2701983333995,0.320407038025398,7.54462715504918,83.5275509443808,92.625534350018,0,124.874235887706
