scenario_id,policy,growth,shock_intensity,shock_timing,final_state,maximum_state,cumulative_stress,resilience_score
1,Policy_A_low_control,0.082793,4.402435,30,412.482465,412.482465,6003.738246,0.000000
1,Policy_B_balanced,0.082793,4.402435,30,117.335404,117.335404,1400.674760,0.000000
1,Policy_C_high_adaptation,0.082793,4.402435,30,116.031507,116.031507,1679.727021,0.000000
1,Policy_D_precautionary,0.082793,4.402435,30,62.634141,62.634141,370.583828,9.702597
2,Policy_A_low_control,0.070920,3.744447,45,223.365082,223.365082,3177.497941,0.000000
2,Policy_B_balanced,0.070920,3.744447,45,69.586597,69.586597,487.083077,0.000000
2,Policy_C_high_adaptation,0.070920,3.744447,45,77.622730,77.622730,834.315382,0.000000
2,Policy_D_precautionary,0.070920,3.744447,45,42.825880,42.825880,11.512256,62.446776
3,Policy_A_low_control,0.040998,11.021973,43,37.166470,38.840049,0.000000,67.990106
3,Policy_B_balanced,0.040998,11.021973,43,5.427836,20.000000,0.000000,91.743298
3,Policy_C_high_adaptation,0.040998,11.021973,43,16.431677,25.710937,0.000000,83.713260
3,Policy_D_precautionary,0.040998,11.021973,43,0.000000,20.000000,0.000000,95.000000
4,Policy_A_low_control,0.071067,16.993742,22,166.189029,166.189029,1887.279113,0.000000
4,Policy_B_balanced,0.071067,16.993742,22,46.967758,46.967758,28.657934,57.211612
4,Policy_C_high_adaptation,0.071067,16.993742,22,67.602375,67.602375,376.680965,4.869885
4,Policy_D_precautionary,0.071067,16.993742,22,20.902421,27.951066,0.000000,80.470781
5,Policy_A_low_control,0.038385,17.327971,31,18.930745,29.803016,0.000000,81.190799
5,Policy_B_balanced,0.038385,17.327971,31,0.000000,20.000000,0.000000,95.000000
5,Policy_C_high_adaptation,0.038385,17.327971,31,5.383126,22.133707,0.000000,91.236697
5,Policy_D_precautionary,0.038385,17.327971,31,0.000000,20.000000,0.000000,95.000000
6,Policy_A_low_control,0.047740,4.363799,40,64.345990,64.345990,319.104474,13.395461
6,Policy_B_balanced,0.047740,4.363799,40,18.959608,22.252617,0.000000,83.061081
6,Policy_C_high_adaptation,0.047740,4.363799,40,36.956723,36.956723,0.000000,68.586785
6,Policy_D_precautionary,0.047740,4.363799,40,9.145202,20.000000,0.000000,89.512879
7,Policy_A_low_control,0.053255,12.594154,31,71.057021,71.057021,369.295259,2.672006
7,Policy_B_balanced,0.053255,12.594154,31,16.767547,25.593844,0.000000,83.541011
7,Policy_C_high_adaptation,0.053255,12.594154,31,37.708791,37.708791,0.000000,67.947528
7,Policy_D_precautionary,0.053255,12.594154,31,6.037749,20.000000,0.000000,91.377351
8,Policy_A_low_control,0.052474,14.684470,29,63.237952,63.237952,223.450530,23.902688
8,Policy_B_balanced,0.052474,14.684470,29,12.767581,24.636254,0.000000,86.180388
8,Policy_C_high_adaptation,0.052474,14.684470,29,31.425351,32.484782,0.000000,73.023594
8,Policy_D_precautionary,0.052474,14.684470,29,3.606766,20.000000,0.000000,92.835940
9,Policy_A_low_control,0.052529,8.792684,34,75.206796,75.206796,483.698203,0.000000
9,Policy_B_balanced,0.052529,8.792684,34,20.681168,25.616793,0.000000,81.187101
9,Policy_C_high_adaptation,0.052529,8.792684,34,41.204659,41.204659,2.234403,64.752599
9,Policy_D_precautionary,0.052529,8.792684,34,8.995813,20.000000,0.000000,89.602512
10,Policy_A_low_control,0.040436,14.841264,38,29.348642,35.251751,0.000000,73.577877
10,Policy_B_balanced,0.040436,14.841264,38,1.779415,20.000000,0.000000,93.932351
10,Policy_C_high_adaptation,0.040436,14.841264,38,10.967533,24.442753,0.000000,87.308792
10,Policy_D_precautionary,0.040436,14.841264,38,0.000000,20.000000,0.000000,95.000000
11,Policy_A_low_control,0.065854,14.217950,44,153.199047,153.199047,2053.111355,0.000000
11,Policy_B_balanced,0.065854,14.217950,44,44.851376,46.668554,51.986366,56.223400
11,Policy_C_high_adaptation,0.065854,14.217950,44,57.802713,57.802713,381.279881,12.739706
11,Policy_D_precautionary,0.065854,14.217950,44,21.325477,31.815143,0.000000,79.250928
12,Policy_A_low_control,0.086596,16.327381,40,482.348199,482.348199,7068.455493,0.000000
12,Policy_B_balanced,0.086596,16.327381,40,123.717131,123.717131,1608.412816,0.000000
12,Policy_C_high_adaptation,0.086596,16.327381,40,120.126731,120.126731,1845.356797,0.000000
12,Policy_D_precautionary,0.086596,16.327381,40,60.488986,60.488986,376.800396,10.904323
13,Policy_A_low_control,0.038903,22.773253,44,17.364630,36.204607,0.000000,80.530071
13,Policy_B_balanced,0.038903,22.773253,44,0.000000,20.000000,0.000000,95.000000
13,Policy_C_high_adaptation,0.038903,22.773253,44,1.028233,23.647058,0.000000,93.471296
13,Policy_D_precautionary,0.038903,22.773253,44,0.000000,20.000000,0.000000,95.000000
14,Policy_A_low_control,0.068797,9.249996,28,178.769492,178.769492,2313.027403,0.000000
14,Policy_B_balanced,0.068797,9.249996,28,56.251608,56.251608,156.431669,36.542966
14,Policy_C_high_adaptation,0.068797,9.249996,28,69.209633,69.209633,507.057176,0.000000
14,Policy_D_precautionary,0.068797,9.249996,28,31.168095,31.168095,0.000000,73.507119
15,Policy_A_low_control,0.040860,16.421593,34,26.689758,33.616461,0.000000,75.582030
15,Policy_B_balanced,0.040860,16.421593,34,0.850609,20.000000,0.000000,94.489635
15,Policy_C_high_adaptation,0.040860,16.421593,34,9.282287,24.253443,0.000000,88.367267
15,Policy_D_precautionary,0.040860,16.421593,34,0.000000,20.000000,0.000000,95.000000
16,Policy_A_low_control,0.042322,11.884246,27,35.099734,35.099734,0.000000,70.165226
16,Policy_B_balanced,0.042322,11.884246,27,6.150047,20.000000,0.000000,91.309972
16,Policy_C_high_adaptation,0.042322,11.884246,27,15.864694,24.177399,0.000000,84.436834
16,Policy_D_precautionary,0.042322,11.884246,27,1.501394,20.000000,0.000000,94.099164
17,Policy_A_low_control,0.045402,9.385455,23,46.518986,46.518986,29.662846,57.492577
17,Policy_B_balanced,0.045402,9.385455,23,10.961991,20.177575,0.000000,88.378412
17,Policy_C_high_adaptation,0.045402,9.385455,23,23.447820,25.113150,0.000000,79.653020
17,Policy_D_precautionary,0.045402,9.385455,23,4.644188,20.000000,0.000000,92.213487
18,Policy_A_low_control,0.074751,7.481066,25,251.750942,251.750942,3496.646386,0.000000
18,Policy_B_balanced,0.074751,7.481066,25,76.498832,76.498832,524.919125,0.000000
18,Policy_C_high_adaptation,0.074751,7.481066,25,85.373737,85.373737,903.769583,0.000000
18,Policy_D_precautionary,0.074751,7.481066,25,45.547371,45.547371,32.469576,58.037777
19,Policy_A_low_control,0.067803,4.436507,37,185.831810,185.831810,2526.534049,0.000000
19,Policy_B_balanced,0.067803,4.436507,37,59.731106,59.731106,251.692808,24.059279
19,Policy_C_high_adaptation,0.067803,4.436507,37,70.016137,70.016137,610.927148,0.000000
19,Policy_D_precautionary,0.067803,4.436507,37,36.835081,36.835081,0.000000,68.690181
20,Policy_A_low_control,0.061985,9.483606,23,118.888694,118.888694,1196.312884,0.000000
20,Policy_B_balanced,0.061985,9.483606,23,37.195691,37.195691,0.000000,68.383663
20,Policy_C_high_adaptation,0.061985,9.483606,23,55.779432,55.779432,195.311972,33.056286
20,Policy_D_precautionary,0.061985,9.483606,23,18.098475,23.309791,0.000000,83.313467
21,Policy_A_low_control,0.078636,7.836979,27,313.025406,313.025406,4466.433772,0.000000
21,Policy_B_balanced,0.078636,7.836979,27,91.153824,91.153824,822.068306,0.000000
21,Policy_C_high_adaptation,0.078636,7.836979,27,96.934170,96.934170,1190.800533,0.000000
21,Policy_D_precautionary,0.078636,7.836979,27,52.570793,52.570793,135.974416,41.717384
22,Policy_A_low_control,0.046759,1.085455,27,65.010404,65.010404,323.621845,12.378972
22,Policy_B_balanced,0.046759,1.085455,27,21.073846,21.073846,0.000000,82.087231
22,Policy_C_high_adaptation,0.046759,1.085455,27,38.145609,38.145609,0.000000,67.576232
22,Policy_D_precautionary,0.046759,1.085455,27,11.346953,20.000000,0.000000,88.191828
23,Policy_A_low_control,0.058321,6.512377,34,107.660030,107.660030,1114.394552,0.000000
23,Policy_B_balanced,0.058321,6.512377,34,35.056186,35.056186,0.000000,70.202242
23,Policy_C_high_adaptation,0.058321,6.512377,34,51.757567,51.757567,137.139120,42.292156
23,Policy_D_precautionary,0.058321,6.512377,34,17.302795,22.312159,0.000000,84.040283
24,Policy_A_low_control,0.070205,23.166127,32,160.240893,160.240893,1981.836253,0.000000
24,Policy_B_balanced,0.070205,23.166127,32,40.677358,42.661602,5.915069,64.336678
24,Policy_C_high_adaptation,0.070205,23.166127,32,60.995129,60.995129,292.633278,18.890813
24,Policy_D_precautionary,0.070205,23.166127,32,14.112750,31.929867,0.000000,83.549883
25,Policy_A_low_control,0.052776,3.966407,20,81.870336,81.870336,596.877468,0.000000
25,Policy_B_balanced,0.052776,3.966407,20,26.426169,26.426169,0.000000,77.537757
25,Policy_C_high_adaptation,0.052776,3.966407,20,44.590946,44.590946,28.271791,59.270517
25,Policy_D_precautionary,0.052776,3.966407,20,13.870936,20.000000,0.000000,86.677439
26,Policy_A_low_control,0.094213,18.533875,20,606.848001,606.848001,8174.489155,0.000000
26,Policy_B_balanced,0.094213,18.533875,20,154.433366,154.433366,1777.774305,0.000000
26,Policy_C_high_adaptation,0.094213,18.533875,20,153.007611,153.007611,2148.079952,0.000000
26,Policy_D_precautionary,0.094213,18.533875,20,75.855601,75.855601,495.268874,0.000000
27,Policy_A_low_control,0.052609,0.337916,30,88.814107,88.814107,777.131186,0.000000
27,Policy_B_balanced,0.052609,0.337916,30,31.093880,31.093880,0.000000,73.570202
27,Policy_C_high_adaptation,0.052609,0.337916,30,46.976743,46.976743,72.793365,52.790432
27,Policy_D_precautionary,0.052609,0.337916,30,17.009934,20.000000,0.000000,84.794040
28,Policy_A_low_control,0.077411,17.496172,22,238.638140,238.638140,3055.548549,0.000000
28,Policy_B_balanced,0.077411,17.496172,22,67.059224,67.059224,273.776410,15.622019
28,Policy_C_high_adaptation,0.077411,17.496172,22,83.792609,83.792609,723.963354,0.000000
28,Policy_D_precautionary,0.077411,17.496172,22,34.990639,34.990639,0.000000,70.257956
29,Policy_A_low_control,0.071358,22.231221,26,160.198539,160.198539,1820.753081,0.000000
29,Policy_B_balanced,0.071358,22.231221,26,40.756371,40.756371,0.756371,65.281447
29,Policy_C_high_adaptation,0.071358,22.231221,26,63.734580,63.734580,289.774295,16.848178
29,Policy_D_precautionary,0.071358,22.231221,26,14.348382,30.004988,0.000000,83.889724
30,Policy_A_low_control,0.041952,20.714482,28,19.362991,31.487917,0.000000,80.510226
30,Policy_B_balanced,0.041952,20.714482,28,0.000000,20.000000,0.000000,95.000000
30,Policy_C_high_adaptation,0.041952,20.714482,28,4.452457,24.113954,0.000000,91.300037
30,Policy_D_precautionary,0.041952,20.714482,28,0.000000,20.000000,0.000000,95.000000
31,Policy_A_low_control,0.061967,2.289843,35,139.700384,139.700384,1717.261303,0.000000
31,Policy_B_balanced,0.061967,2.289843,35,48.112338,48.112338,62.553619,52.849151
31,Policy_C_high_adaptation,0.061967,2.289843,35,60.132322,60.132322,360.432148,12.844312
31,Policy_D_precautionary,0.061967,2.289843,35,27.611219,27.611219,0.000000,76.530464
32,Policy_A_low_control,0.053659,7.804400,24,78.920556,78.920556,509.543559,0.000000
32,Policy_B_balanced,0.053659,7.804400,24,22.905086,24.386522,0.000000,80.160318
32,Policy_C_high_adaptation,0.053659,7.804400,24,42.793352,42.793352,9.607796,62.664871
32,Policy_D_precautionary,0.053659,7.804400,24,11.016445,20.000000,0.000000,88.390133
33,Policy_A_low_control,0.070478,6.593323,22,199.663293,199.663293,2632.797627,0.000000
33,Policy_B_balanced,0.070478,6.593323,22,63.363107,63.363107,284.452687,17.696091
33,Policy_C_high_adaptation,0.070478,6.593323,22,75.179591,75.179591,657.179870,0.000000
33,Policy_D_precautionary,0.070478,6.593323,22,38.109577,38.109577,0.000000,67.606859
34,Policy_A_low_control,0.057976,23.321090,33,74.319900,74.319900,436.905449,0.000000
34,Policy_B_balanced,0.057976,23.321090,33,10.317043,30.213266,0.000000,86.256458
34,Policy_C_high_adaptation,0.057976,23.321090,33,33.017920,40.519311,0.519311,70.007489
34,Policy_D_precautionary,0.057976,23.321090,33,0.000000,21.994897,0.000000,94.501276
35,Policy_A_low_control,0.080647,13.470653,42,353.867951,353.867951,5236.020791,0.000000
35,Policy_B_balanced,0.080647,13.470653,42,95.391126,95.391126,1057.965127,0.000000
35,Policy_C_high_adaptation,0.080647,13.470653,42,98.342426,98.342426,1366.328395,0.000000
35,Policy_D_precautionary,0.080647,13.470653,42,50.998468,50.998468,161.570187,40.494284
36,Policy_A_low_control,0.050364,0.970406,28,78.236551,78.236551,568.543340,0.000000
36,Policy_B_balanced,0.050364,0.970406,28,26.418121,26.418121,0.000000,77.544597
36,Policy_C_high_adaptation,0.050364,0.970406,28,43.551348,43.551348,21.379161,60.843438
36,Policy_D_precautionary,0.050364,0.970406,28,14.297485,20.000000,0.000000,86.421509
37,Policy_A_low_control,0.060652,0.610059,32,133.476167,133.476167,1606.823417,0.000000
37,Policy_B_balanced,0.060652,0.610059,32,46.896591,46.896591,50.407082,55.097190
37,Policy_C_high_adaptation,0.060652,0.610059,32,58.923819,58.923819,337.155458,16.199208
37,Policy_D_precautionary,0.060652,0.610059,32,27.333862,27.333862,0.000000,76.766217
38,Policy_A_low_control,0.036886,15.273850,36,20.355051,30.243483,0.000000,80.226099
38,Policy_B_balanced,0.036886,15.273850,36,0.000000,20.000000,0.000000,95.000000
38,Policy_C_high_adaptation,0.036886,15.273850,36,6.413187,21.363234,0.000000,90.811279
38,Policy_D_precautionary,0.036886,15.273850,36,0.000000,20.000000,0.000000,95.000000
39,Policy_A_low_control,0.068797,16.692386,24,150.326828,150.326828,1665.257854,0.000000
39,Policy_B_balanced,0.068797,16.692386,24,42.468038,42.468038,4.833437,63.418824
39,Policy_C_high_adaptation,0.068797,16.692386,24,63.229780,63.229780,297.313445,16.523342
39,Policy_D_precautionary,0.068797,16.692386,24,18.170216,27.409332,0.000000,82.245537
40,Policy_A_low_control,0.071265,12.956186,30,196.203427,196.203427,2604.229861,0.000000
40,Policy_B_balanced,0.071265,12.956186,30,58.729576,58.729576,183.620160,31.717844
40,Policy_C_high_adaptation,0.071265,12.956186,30,71.824740,71.824740,559.939200,0.000000
40,Policy_D_precautionary,0.071265,12.956186,30,31.633546,31.932478,0.000000,73.036753
41,Policy_A_low_control,0.048728,1.847518,26,70.580935,70.580935,417.690977,0.000000
41,Policy_B_balanced,0.048728,1.847518,26,22.906168,22.906168,0.000000,80.529758
41,Policy_C_high_adaptation,0.048728,1.847518,26,40.529402,40.529402,0.741315,65.475877
41,Policy_D_precautionary,0.048728,1.847518,26,12.219598,20.000000,0.000000,87.668241
42,Policy_A_low_control,0.076687,21.131228,21,207.368571,207.368571,2460.213848,0.000000
42,Policy_B_balanced,0.076687,21.131228,21,54.943300,54.943300,95.047989,43.793396
42,Policy_C_high_adaptation,0.076687,21.131228,21,76.948555,76.948555,527.586646,0.000000
42,Policy_D_precautionary,0.076687,21.131228,21,23.671889,30.717662,0.000000,78.117451
43,Policy_A_low_control,0.083487,15.201690,40,407.353824,407.353824,6000.787665,0.000000
43,Policy_B_balanced,0.083487,15.201690,40,106.912512,106.912512,1272.957882,0.000000
43,Policy_C_high_adaptation,0.083487,15.201690,40,107.563443,107.563443,1558.716253,0.000000
43,Policy_D_precautionary,0.083487,15.201690,40,55.094706,55.094706,238.655802,29.303920
44,Policy_A_low_control,0.062392,5.242571,31,135.874704,135.874704,1619.739529,0.000000
44,Policy_B_balanced,0.062392,5.242571,31,45.643127,45.643127,30.035833,58.199759
44,Policy_C_high_adaptation,0.062392,5.242571,31,59.222070,59.222070,305.828751,19.078365
44,Policy_D_precautionary,0.062392,5.242571,31,24.622141,24.945137,0.000000,78.990431
45,Policy_A_low_control,0.088554,12.944214,45,556.761738,556.761738,8140.075226,0.000000
45,Policy_B_balanced,0.088554,12.944214,45,144.652043,144.652043,2052.507388,0.000000
45,Policy_C_high_adaptation,0.088554,12.944214,45,134.547843,134.547843,2212.642150,0.000000
45,Policy_D_precautionary,0.088554,12.944214,45,67.517736,67.517736,614.614280,0.000000
46,Policy_A_low_control,0.088765,7.632083,20,529.734821,529.734821,7472.111342,0.000000
46,Policy_B_balanced,0.088765,7.632083,20,145.111184,145.111184,1811.576606,0.000000
