"scenario","time","state","absolute_state","adaptive_capacity","shock","performance","performance_loss"
"baseline_adaptation",1,0,0,0.22,0,1,0
"baseline_adaptation",2,0.0342739611786667,0.0342739611786667,0.2198,0,0.991431509705333,0.00856849029466666
"baseline_adaptation",3,0.0126307673120197,0.0126307673120197,0.219576008227175,0,0.996842308171995,0.00315769182800496
"baseline_adaptation",4,0.018938201957094,0.018938201957094,0.219367166690056,0,0.995265449510726,0.00473455048927351
"baseline_adaptation",5,0.030609386074825,0.030609386074825,0.219153909948686,0,0.992347653481294,0.00765234651870628
"baseline_adaptation",6,0.0340147052452993,0.0340147052452993,0.218932483378434,0,0.991496323688675,0.00850367631132487
"baseline_adaptation",7,0.0239222812934435,0.0239222812934435,0.218708673084762,0,0.994019429676639,0.00598057032336086
"baseline_adaptation",8,0.0564835058797058,0.0564835058797058,0.218491927487857,0,0.985879123530074,0.0141208764699264
"baseline_adaptation",9,0.0417893698201312,0.0417893698201312,0.218252389033741,0,0.989552657544967,0.0104473424550328
"baseline_adaptation",10,0.0831389131875641,0.0831389131875641,0.218023136474867,0,0.979215271703109,0.020784728296891
"baseline_adaptation",11,0.0634663203328469,0.0634663203328469,0.217764939235636,0,0.984133419916788,0.0158665800832117
"baseline_adaptation",12,0.0822828351433804,0.0822828351433804,0.217520512811403,0,0.979429291214155,0.0205707087858451
"baseline_adaptation",13,0.121571961357444,0.121571961357444,0.217262914826802,0,0.969607009660639,0.030392990339361
"baseline_adaptation",14,0.0604720253554292,0.0604720253554292,0.216977814453852,0,0.984881993661143,0.0151180063388573
"baseline_adaptation",15,0.0403958724989424,0.0403958724989424,0.216735484036103,0,0.989901031875264,0.0100989681247357
"baseline_adaptation",16,0.0283168415630422,0.0283168415630422,0.216507206925354,0,0.99292078960924,0.00707921039076054
"baseline_adaptation",17,0.0380910258978059,0.0380910258978059,0.21628738513626,0,0.990477243525549,0.00952275647445144
"baseline_adaptation",18,0.0227547283273674,0.0227547283273674,0.216060721418131,0,0.994311317918158,0.00568868208184181
"baseline_adaptation",19,-0.0485681468233082,0.0485681468233082,0.215844793108302,0,0.987857963294173,0.012142036705827
"baseline_adaptation",20,-0.0991080032697503,0.0991080032697503,0.215610795405526,0,0.975222999182562,0.0247770008174376
"baseline_adaptation",21,-0.0447631114885236,0.0447631114885236,0.215341419803237,0,0.988809222127869,0.011190777872131
