"scenario","path","step","control_parameter","system_state","jump_size","transition_flag","rolling_variance_20","rolling_autocorrelation_20"
"baseline_hysteresis","forward_forcing",1,-1.2,-1,0,0,NA,NA
"baseline_hysteresis","forward_forcing",2,-1.19197324414716,-1.05959866220736,0.0595986622073579,0,NA,NA
"baseline_hysteresis","forward_forcing",3,-1.18394648829431,-1.11229273559679,0.0526940733894359,0,NA,NA
"baseline_hysteresis","forward_forcing",4,-1.17591973244147,-1.1578972012368,0.0456044656400079,0,NA,NA
"baseline_hysteresis","forward_forcing",5,-1.16789297658863,-1.19656557010864,0.0386683688718403,0,NA,NA
"baseline_hysteresis","forward_forcing",6,-1.15986622073579,-1.22872687537734,0.0321613052687006,0,NA,NA
"baseline_hysteresis","forward_forcing",7,-1.15183946488294,-1.25500045998363,0.0262735846062907,0,NA,NA
"baseline_hysteresis","forward_forcing",8,-1.1438127090301,-1.27610819101142,0.0211077310277885,0,NA,NA
"baseline_hysteresis","forward_forcing",9,-1.13578595317726,-1.29279884407917,0.0166906530677453,0,NA,NA
"baseline_hysteresis","forward_forcing",10,-1.12775919732441,-1.30579214580058,0.0129933017214139,0,NA,NA
"baseline_hysteresis","forward_forcing",11,-1.11973244147157,-1.31574351444189,0.00995136864130886,0,NA,NA
"baseline_hysteresis","forward_forcing",12,-1.11170568561873,-1.32322646606775,0.00748295162585588,0,NA,NA
"baseline_hysteresis","forward_forcing",13,-1.10367892976589,-1.32872800381208,0.00550153774433593,0,NA,NA
"baseline_hysteresis","forward_forcing",14,-1.09565217391304,-1.33265234512389,0.00392434131180708,0,NA,NA
"baseline_hysteresis","forward_forcing",15,-1.0876254180602,-1.33532921888723,0.0026768737633398,0,NA,NA
"baseline_hysteresis","forward_forcing",16,-1.07959866220736,-1.33702406116637,0.00169484227914007,0,NA,NA
"baseline_hysteresis","forward_forcing",17,-1.07157190635452,-1.33794842012704,0.000924358960671556,0,NA,NA
"baseline_hysteresis","forward_forcing",18,-1.06354515050167,-1.33826962560824,0.000321205481196518,0,NA,NA
"baseline_hysteresis","forward_forcing",19,-1.05551839464883,-1.33811928408552,0.000150341522717756,0,NA,NA
"baseline_hysteresis","forward_forcing",20,-1.04749163879599,-1.33760047163105,0.000518812454467721,0,0.01060517551164,0.999550060396181
"baseline_hysteresis","forward_forcing",21,-1.03946488294314,-1.33679367171643,0.000806799914620182,0,0.00704246176993934,0.999530403923051
"baseline_hysteresis","forward_forcing",22,-1.0314381270903,-1.33576158937605,0.00103208234038088,0,0.00452691588174935,0.999458302369171
"baseline_hysteresis","forward_forcing",23,-1.02341137123746,-1.3345530039421,0.00120858543395119,0,0.0028131120666687,0.999288329088219
"baseline_hysteresis","forward_forcing",24,-1.01538461538462,-1.33320582328425,0.00134718065785133,0,0.00168628080961091,0.998917907039281
"baseline_hysteresis","forward_forcing",25,-1.00735785953177,-1.33174948833463,0.00145633494962016,0,0.000971663782885853,0.99809360886437
"baseline_hysteresis","forward_forcing",26,-0.99933110367893,-1.33020685656877,0.00154263176585623,0,0.000535548663305493,0.996131059174885
"baseline_hysteresis","forward_forcing",27,-0.991304347826087,-1.32859567196386,0.00161118460490783,0,0.000280890725862726,0.99102338759922
"baseline_hysteresis","forward_forcing",28,-0.983277591973244,-1.32692970923729,0.00166596272657782,0,0.000140399064571622,0.976816330896859
"baseline_hysteresis","forward_forcing",29,-0.975250836120401,-1.3252196629281,0.00171004630918836,0,6.92347606548675e-05,0.941244141122221
"baseline_hysteresis","forward_forcing",30,-0.967224080267558,-1.32347383738808,0.00174582554001401,0,3.85588825133405e-05,0.898039202872265
"baseline_hysteresis","forward_forcing",31,-0.959197324414716,-1.32169868186829,0.00177515551979157,0,3.04195368787146e-05,0.917042839799603
"baseline_hysteresis","forward_forcing",32,-0.951170568561873,-1.31989920531865,0.00179947654964518,0,3.39948632845139e-05,0.963197192684114
"baseline_hysteresis","forward_forcing",33,-0.94314381270903,-1.31807929790641,0.00181990741224092,0,4.29824418116317e-05,0.986296791908106
"baseline_hysteresis","forward_forcing",34,-0.935117056856187,-1.31624198025689,0.00183731764951922,0,5.38617787259352e-05,0.994666673164884
"baseline_hysteresis","forward_forcing",35,-0.927090301003344,-1.31438959671658,0.00185238354030992,0,6.47770080281435e-05,0.997732645506344
"baseline_hysteresis","forward_forcing",36,-0.919063545150502,-1.31252396527016,0.00186563144641294,0,7.4838762485872e-05,0.998956007926108
"baseline_hysteresis","forward_forcing",37,-0.911036789297659,-1.31064649389087,0.00187747137929617,0,8.36989186939463e-05,0.99948808070587
"baseline_hysteresis","forward_forcing",38,-0.903010033444816,-1.30875827089119,0.00188822299967373,0,9.12978245921324e-05,0.999736657527578
"baseline_hysteresis","forward_forcing",39,-0.894983277591973,-1.30686013512801,0.00189813576318443,0,9.77179266536439e-05,0.999859525337682
"baseline_hysteresis","forward_forcing",40,-0.88695652173913,-1.30495273059049,0.00190740453751514,0,0.000103101628654484,0.999922974305997
