"scenario","path","initial_state","final_state","minimum_state","maximum_state","approximate_transition_step","approximate_transition_parameter","maximum_jump_size","maximum_rolling_variance_20","maximum_rolling_autocorrelation_20"
"baseline_hysteresis","forward_forcing",-1,1.36333852654233,-1.33826962560824,1.36333852654233,NA,NA,0.0654557460940086,0.122100578668107,0.99999999982503
"baseline_hysteresis","backward_forcing",1.36333852654233,-1.36333852654233,-1.36333852654233,1.36482199182785,NA,NA,0.0654557460940086,0.122100578668107,0.999999999850952
"slow_forcing","forward_forcing",-1,1.36413982132173,-1.34150926696203,1.36413982132173,NA,NA,0.0440147671794572,0.0611702887347543,0.999999999989424
"slow_forcing","backward_forcing",1.36413982132173,-1.36413982132173,-1.36413982132173,1.36551993655703,NA,NA,0.0440147671794572,0.0611702887347543,0.999999999991529
"fast_forcing","forward_forcing",-1,1.33592522831089,-1.33105525469387,1.33592522831089,NA,NA,0.106359631967146,0.257294415862185,0.999999992535462
"fast_forcing","backward_forcing",1.33592522831089,-1.33592522831066,-1.33592522831066,1.35469707922033,NA,NA,0.106359631967183,0.257294415862256,0.999999994537864
"wide_forcing","forward_forcing",-1.1,1.41648017924282,-1.39548751388784,1.41648017924282,NA,NA,0.0654887585769449,0.122323472378905,0.999999999894071
"wide_forcing","backward_forcing",1.41648017924282,-1.41648017924282,-1.41648017924282,1.41750628615259,NA,NA,0.0654887585769449,0.122323472378905,0.999999999913678
"near_threshold_start","forward_forcing",-0.6,1.36377646047488,-1.22187233781739,1.36377646047488,NA,NA,0.0648210254730608,0.119985584254759,0.999999999516176
"near_threshold_start","backward_forcing",1.36377646047488,0.0895565388139183,0.0895565388139183,1.36512446664008,NA,NA,0.0339202882830138,0.0167250467748843,0.999999999882415
