"scenario","time","stock","delayed_stock","inflow","outflow","threshold_penalty","shock"
"baseline_core_principles",0,15,0,0,0,0,0
"baseline_core_principles",1,16.125,15,1.125,0,0,0
"baseline_core_principles",2,17.316234375,15,1.191234375,0,0,0
"baseline_core_principles",3,18.5748434958201,15,1.25860912082007,0,0,0
"baseline_core_principles",4,19.9015545995497,15,1.3267111037296,0,0,0
"baseline_core_principles",5,21.2966226380303,15,1.39506803848061,0,0,0
"baseline_core_principles",6,22.7597725396663,15,1.46314990163606,0,0,0
"baseline_core_principles",7,24.290144822179,16.125,1.53037228251262,0,0,0
"baseline_core_principles",8,25.8862467206926,17.316234375,1.59610189851368,0,0,0
"baseline_core_principles",9,27.5459111562704,18.5748434958201,1.65966443557777,0,0,0
"baseline_core_principles",10,29.2662659389056,19.9015545995497,1.72035478263519,0,0,0
"baseline_core_principles",11,31.0437155514004,21.2966226380303,1.77744961249476,0,0,0
"baseline_core_principles",12,32.8739376757901,22.7597725396663,1.83022212438978,0,0,0
"baseline_core_principles",13,34.7518962882995,24.290144822179,1.87795861250938,0,0,0
"baseline_core_principles",14,36.6718726586138,25.8862467206926,1.91997637031423,0,0,0
"baseline_core_principles",15,38.6275149535994,27.5459111562704,1.95564229498565,0,0,0
"baseline_core_principles",16,40.6119063879328,29.2662659389056,1.9843914343334,0,0,0
"baseline_core_principles",17,42.6176510223845,31.0437155514004,2.00574463445173,0,0,0
"baseline_core_principles",18,44.6369754357334,32.8739376757901,2.01932441334885,0,0,0
"baseline_core_principles",19,46.6618436488991,34.7518962882995,2.02486821316574,0,0,0
"baseline_core_principles",20,48.6840819245857,36.6718726586138,2.02223827568661,0,0,0
"baseline_core_principles",21,50.6955094649587,38.6275149535994,2.01142754037294,0,0,0
"baseline_core_principles",22,52.6880706368933,40.6119063879328,1.99256117193457,0,0,0
"baseline_core_principles",23,54.6539642067754,42.6176510223845,1.96589356988214,0,0,0
"baseline_core_principles",24,56.5857651818697,44.6369754357334,1.9318009750943,0,0,0
"baseline_core_principles",25,58.4765352270203,46.6618436488991,1.89077004515058,0,0,0
"baseline_core_principles",26,60.3199182252952,48.6840819245857,1.84338299827488,0,0,0
"baseline_core_principles",27,62.1102183308654,50.6955094649587,1.79030010557027,0,0,0
"baseline_core_principles",28,63.8424587595355,52.6880706368933,1.73224042867012,0,0,0
"baseline_core_principles",29,65.5124205074307,54.6539642067754,1.6699617478952,0,0,0
"baseline_core_principles",30,67.0373728532636,56.5857651818697,1.60424060492633,0.0792882590934848,0,0
"baseline_core_principles",31,68.4029002896388,58.4765352270203,1.53935419772624,0.173826761351014,0,0
"baseline_core_principles",32,69.6142086364073,60.3199182252952,1.47730425803322,0.265995911264758,0,0
"baseline_core_principles",33,70.6778384530674,62.1102183308654,1.41914073320341,0.355510916543271,0,0
"baseline_core_principles",34,71.6013641274688,63.8424587595355,1.36564861237817,0.442122937976777,0,0
"baseline_core_principles",35,72.3931105286551,65.5124205074307,1.31736742655781,0.525621025371537,0,0
"baseline_core_principles",36,73.0658593815568,67.0373728532636,1.27461749556489,0.60186864266318,0,0
