scenario,time,stock,delayed_stock,reinforcing_inflow,balancing_outflow,threshold_penalty,shock,next_stock
baseline_core_principles,0,15.0,15.0,1.125,0.0,0.0,0.0,16.125
baseline_core_principles,1,16.125,15.0,1.191234,0.0,0.0,0.0,17.316234
baseline_core_principles,2,17.316234,15.0,1.258609,0.0,0.0,0.0,18.574843
baseline_core_principles,3,18.574843,15.0,1.326711,0.0,0.0,0.0,19.901555
baseline_core_principles,4,19.901555,15.0,1.395068,0.0,0.0,0.0,21.296623
baseline_core_principles,5,21.296623,15.0,1.46315,0.0,0.0,0.0,22.759773
baseline_core_principles,6,22.759773,15.0,1.530372,0.0,0.0,0.0,24.290145
baseline_core_principles,7,24.290145,16.125,1.596102,0.0,0.0,0.0,25.886247
baseline_core_principles,8,25.886247,17.316234,1.659664,0.0,0.0,0.0,27.545911
baseline_core_principles,9,27.545911,18.574843,1.720355,0.0,0.0,0.0,29.266266
baseline_core_principles,10,29.266266,19.901555,1.77745,0.0,0.0,0.0,31.043716
baseline_core_principles,11,31.043716,21.296623,1.830222,0.0,0.0,0.0,32.873938
baseline_core_principles,12,32.873938,22.759773,1.877959,0.0,0.0,0.0,34.751896
baseline_core_principles,13,34.751896,24.290145,1.919976,0.0,0.0,0.0,36.671873
baseline_core_principles,14,36.671873,25.886247,1.955642,0.0,0.0,0.0,38.627515
baseline_core_principles,15,38.627515,27.545911,1.984391,0.0,0.0,0.0,40.611906
baseline_core_principles,16,40.611906,29.266266,2.005745,0.0,0.0,0.0,42.617651
baseline_core_principles,17,42.617651,31.043716,2.019324,0.0,0.0,0.0,44.636975
baseline_core_principles,18,44.636975,32.873938,2.024868,0.0,0.0,0.0,46.661844
baseline_core_principles,19,46.661844,34.751896,2.022238,0.0,0.0,0.0,48.684082
baseline_core_principles,20,48.684082,36.671873,2.011428,0.0,0.0,0.0,50.695509
baseline_core_principles,21,50.695509,38.627515,1.992561,0.0,0.0,0.0,52.688071
baseline_core_principles,22,52.688071,40.611906,1.965894,0.0,0.0,0.0,54.653964
baseline_core_principles,23,54.653964,42.617651,1.931801,0.0,0.0,0.0,56.585765
baseline_core_principles,24,56.585765,44.636975,1.89077,0.0,0.0,0.0,58.476535
baseline_core_principles,25,58.476535,46.661844,1.843383,0.0,0.0,0.0,60.319918
baseline_core_principles,26,60.319918,48.684082,1.7903,0.0,0.0,0.0,62.110218
baseline_core_principles,27,62.110218,50.695509,1.73224,0.0,0.0,0.0,63.842459
baseline_core_principles,28,63.842459,52.688071,1.669962,0.0,0.0,0.0,65.512421
baseline_core_principles,29,65.512421,54.653964,1.604241,0.0,0.0,0.0,67.116661
baseline_core_principles,30,67.116661,56.585765,1.535853,0.079288,0.0,0.0,68.573226
baseline_core_principles,31,68.573226,58.476535,1.469303,0.173827,0.0,0.0,69.868702
baseline_core_principles,32,69.868702,60.319918,1.406548,0.265996,0.0,0.0,71.009254
baseline_core_principles,33,71.009254,62.110218,1.348519,0.355511,0.0,0.0,72.002262
baseline_core_principles,34,72.002262,63.842459,1.295878,0.442123,0.0,0.0,72.856017
baseline_core_principles,35,72.856017,65.512421,1.249042,0.525621,0.0,0.0,73.579438
baseline_core_principles,36,73.579438,67.116661,1.208216,0.605833,0.0,0.0,74.181821
baseline_core_principles,37,74.181821,68.573226,1.173421,0.678661,0.0,0.0,74.676581
baseline_core_principles,38,74.676581,69.868702,1.144301,0.743435,0.0,0.0,75.077446
baseline_core_principles,39,75.077446,71.009254,1.120347,0.800463,0.003098,0.0,75.394233
baseline_core_principles,40,75.394233,72.002262,1.101191,0.850113,0.015769,0.0,75.629541
baseline_core_principles,41,75.629541,72.856017,1.086831,0.892801,0.025182,0.0,75.79839
baseline_core_principles,42,75.79839,73.579438,1.076459,0.928972,0.031936,0.0,75.913942
baseline_core_principles,43,75.913942,74.181821,1.069328,0.959091,0.036558,0.0,75.987621
baseline_core_principles,44,75.987621,74.676581,1.064767,0.983829,0.039505,0.0,76.029054
baseline_core_principles,45,76.029054,75.077446,1.062198,1.003872,0.041162,0.0,76.046218
baseline_core_principles,46,76.046218,75.394233,1.061132,1.019712,0.041849,0.0,76.04579
baseline_core_principles,47,76.04579,75.629541,1.061159,1.031477,0.041832,0.0,76.03364
baseline_core_principles,48,76.03364,75.79839,1.061913,1.039919,0.041346,0.0,76.014288
baseline_core_principles,49,76.014288,75.913942,1.063114,1.045697,0.040572,0.0,75.991133
baseline_core_principles,50,75.991133,75.987621,1.06455,1.049381,0.039645,0.0,75.966657
baseline_core_principles,51,75.966657,76.029054,1.066066,1.051453,0.038666,0.0,75.942604
baseline_core_principles,52,75.942604,76.046218,1.067555,1.052311,0.037704,0.0,75.920144
baseline_core_principles,53,75.920144,76.04579,1.068945,1.052289,0.036806,0.0,75.899994
baseline_core_principles,54,75.899994,76.03364,1.07019,1.051682,0.036,0.0,75.882502
baseline_core_principles,55,75.882502,76.014288,1.071271,1.050714,0.0353,0.0,75.867759
baseline_core_principles,56,75.867759,75.991133,1.072181,1.049557,0.03471,0.0,75.855673
baseline_core_principles,57,75.855673,75.966657,1.072927,1.048333,0.034227,0.0,75.846041
baseline_core_principles,58,75.846041,75.942604,1.073522,1.04713,0.033842,0.0,75.838591
baseline_core_principles,59,75.838591,75.920144,1.073981,1.046007,0.033544,0.0,75.833021
baseline_core_principles,60,75.833021,75.899994,1.074325,1.045,0.033321,0.0,75.829026
baseline_core_principles,61,75.829026,75.882502,1.074571,1.044125,0.033161,0.0,75.826311
baseline_core_principles,62,75.826311,75.867759,1.074739,1.043388,0.033052,0.0,75.824609
baseline_core_principles,63,75.824609,75.855673,1.074843,1.042784,0.032984,0.0,75.823684
baseline_core_principles,64,75.823684,75.846041,1.0749,1.042302,0.032947,0.0,75.823335
baseline_core_principles,65,75.823335,75.838591,1.074922,1.04193,0.032933,0.0,75.823394
baseline_core_principles,66,75.823394,75.833021,1.074918,1.041651,0.032936,0.0,75.823726
baseline_core_principles,67,75.823726,75.829026,1.074898,1.041451,0.032949,0.0,75.824224
baseline_core_principles,68,75.824224,75.826311,1.074867,1.041316,0.032969,0.0,75.824806
baseline_core_principles,69,75.824806,75.824609,1.074831,1.04123,0.032992,0.0,75.825415
baseline_core_principles,70,75.825415,75.823684,1.074794,1.041184,0.033017,0.0,75.826008
baseline_core_principles,71,75.826008,75.823335,1.074757,1.041167,0.03304,0.0,75.826558
baseline_core_principles,72,75.826558,75.823394,1.074723,1.04117,0.033062,0.0,75.827049
baseline_core_principles,73,75.827049,75.823726,1.074693,1.041186,0.033082,0.0,75.827474
baseline_core_principles,74,75.827474,75.824224,1.074667,1.041211,0.033099,0.0,75.827831
baseline_core_principles,75,75.827831,75.824806,1.074645,1.04124,0.033113,0.0,75.828122
baseline_core_principles,76,75.828122,75.825415,1.074627,1.041271,0.033125,0.0,75.828353
baseline_core_principles,77,75.828353,75.826008,1.074613,1.0413,0.033134,0.0,75.828531
baseline_core_principles,78,75.828531,75.826558,1.074602,1.041328,0.033141,0.0,75.828664
baseline_core_principles,79,75.828664,75.827049,1.074593,1.041352,0.033147,0.0,75.828758
baseline_core_principles,80,75.828758,75.827474,1.074588,1.041374,0.03315,0.0,75.828822
baseline_core_principles,81,75.828822,75.827831,1.074584,1.041392,0.033153,0.0,75.828861
baseline_core_principles,82,75.828861,75.828122,1.074581,1.041406,0.033154,0.0,75.828882
baseline_core_principles,83,75.828882,75.828353,1.07458,1.041418,0.033155,0.0,75.828889
baseline_core_principles,84,75.828889,75.828531,1.07458,1.041427,0.033156,0.0,75.828887
baseline_core_principles,85,75.828887,75.828664,1.07458,1.041433,0.033155,0.0,75.828878
baseline_core_principles,86,75.828878,75.828758,1.07458,1.041438,0.033155,0.0,75.828865
baseline_core_principles,87,75.828865,75.828822,1.074581,1.041441,0.033155,0.0,75.82885
baseline_core_principles,88,75.82885,75.828861,1.074582,1.041443,0.033154,0.0,75.828835
baseline_core_principles,89,75.828835,75.828882,1.074583,1.041444,0.033153,0.0,75.828821
baseline_core_principles,90,75.828821,75.828889,1.074584,1.041444,0.033153,-8.0,67.828807
baseline_core_principles,91,67.828807,75.828887,1.503846,1.041444,0.0,0.0,68.291208
baseline_core_principles,92,68.291208,75.828878,1.48252,1.041444,0.0,0.0,68.732284
baseline_core_principles,93,68.732284,75.828865,1.461779,1.041443,0.0,0.0,69.15262
baseline_core_principles,94,69.15262,75.82885,1.441651,1.041443,0.0,0.0,69.552828
baseline_core_principles,95,69.552828,75.828835,1.422159,1.041442,0.0,0.0,69.933545
baseline_core_principles,96,69.933545,75.828821,1.403318,1.041441,0.0,0.0,70.295422
baseline_core_principles,97,70.295422,67.828807,1.385142,0.64144,0.0,0.0,71.039123
baseline_core_principles,98,71.039123,68.291208,1.346964,0.66456,0.0,0.0,71.721527
baseline_core_principles,99,71.721527,68.732284,1.31096,0.686614,0.0,0.0,72.345873
baseline_core_principles,100,72.345873,69.15262,1.277203,0.707631,0.0,0.0,72.915445
baseline_core_principles,101,72.915445,69.552828,1.245728,0.727641,0.0,0.0,73.433532
baseline_core_principles,102,73.433532,69.933545,1.216534,0.746677,0.0,0.0,73.903389
baseline_core_principles,103,73.903389,70.295422,1.189594,0.764771,0.0,0.0,74.328212
baseline_core_principles,104,74.328212,71.039123,1.164856,0.801956,0.0,0.0,74.691112
baseline_core_principles,105,74.691112,71.721527,1.143438,0.836076,0.0,0.0,74.998473
baseline_core_principles,106,74.998473,72.345873,1.125092,0.867294,0.0,0.0,75.256271
baseline_core_principles,107,75.256271,72.915445,1.109558,0.895772,0.010251,0.0,75.459806
baseline_core_principles,108,75.459806,73.433532,1.0972,0.921677,0.018392,0.0,75.616937
baseline_core_principles,109,75.616937,73.903389,1.087603,0.945169,0.024677,0.0,75.734694
baseline_core_principles,110,75.734694,74.328212,1.080379,0.966411,0.029388,0.0,75.819274
baseline_core_principles,111,75.819274,74.691112,1.075172,0.984556,0.032771,0.0,75.87712
baseline_core_principles,112,75.87712,74.998473,1.071603,0.999924,0.035085,0.0,75.913715
baseline_core_principles,113,75.913715,75.256271,1.069342,1.012814,0.036549,0.0,75.933695
baseline_core_principles,114,75.933695,75.459806,1.068107,1.02299,0.037348,0.0,75.941463
baseline_core_principles,115,75.941463,75.616937,1.067626,1.030847,0.037659,0.0,75.940584
baseline_core_principles,116,75.940584,75.734694,1.06768,1.036735,0.037623,0.0,75.933906
baseline_core_principles,117,75.933906,75.819274,1.068093,1.040964,0.037356,0.0,75.92368
baseline_core_principles,118,75.92368,75.87712,1.068726,1.043856,0.036947,0.0,75.911602
baseline_core_principles,119,75.911602,75.913715,1.069473,1.045686,0.036464,0.0,75.898925
baseline_core_principles,120,75.898925,75.933695,1.070256,1.046685,0.035957,0.0,75.88654
baseline_core_principles,121,75.88654,75.941463,1.071022,1.047073,0.035462,0.0,75.875027
baseline_core_principles,122,75.875027,75.940584,1.071733,1.047029,0.035001,0.0,75.864729
baseline_core_principles,123,75.864729,75.933906,1.072368,1.046695,0.034589,0.0,75.855813
baseline_core_principles,124,75.855813,75.92368,1.072919,1.046184,0.034233,0.0,75.848316
baseline_core_principles,125,75.848316,75.911602,1.073381,1.04558,0.033933,0.0,75.842184
baseline_core_principles,126,75.842184,75.898925,1.07376,1.044946,0.033687,0.0,75.83731
baseline_core_principles,127,75.83731,75.88654,1.07406,1.044327,0.033492,0.0,75.833551
baseline_core_principles,128,75.833551,75.875027,1.074292,1.043751,0.033342,0.0,75.83075
baseline_core_principles,129,75.83075,75.864729,1.074465,1.043236,0.03323,0.0,75.828748
baseline_core_principles,130,75.828748,75.855813,1.074588,1.042791,0.03315,0.0,75.827396
baseline_core_principles,131,75.827396,75.848316,1.074672,1.042416,0.033096,0.0,75.826556
baseline_core_principles,132,75.826556,75.842184,1.074723,1.042109,0.033062,0.0,75.826108
baseline_core_principles,133,75.826108,75.83731,1.074751,1.041866,0.033044,0.0,75.825949
baseline_core_principles,134,75.825949,75.833551,1.074761,1.041678,0.033038,0.0,75.825995
baseline_core_principles,135,75.825995,75.83075,1.074758,1.041537,0.03304,0.0,75.826175
baseline_core_principles,136,75.826175,75.828748,1.074747,1.041437,0.033047,0.0,75.826438
baseline_core_principles,137,75.826438,75.827396,1.074731,1.04137,0.033058,0.0,75.826741
baseline_core_principles,138,75.826741,75.826556,1.074712,1.041328,0.03307,0.0,75.827056
baseline_core_principles,139,75.827056,75.826108,1.074693,1.041305,0.033082,0.0,75.827361
baseline_core_principles,140,75.827361,75.825949,1.074674,1.041297,0.033094,0.0,75.827643
baseline_core_principles,141,75.827643,75.825995,1.074656,1.0413,0.033106,0.0,75.827894
baseline_core_principles,142,75.827894,75.826175,1.074641,1.041309,0.033116,0.0,75.82811
baseline_core_principles,143,75.82811,75.826438,1.074628,1.041322,0.033124,0.0,75.828292
baseline_core_principles,144,75.828292,75.826741,1.074616,1.041337,0.033132,0.0,75.828439
baseline_core_principles,145,75.828439,75.827056,1.074607,1.041353,0.033138,0.0,75.828556
baseline_core_principles,146,75.828556,75.827361,1.0746,1.041368,0.033142,0.0,75.828646
baseline_core_principles,147,75.828646,75.827643,1.074595,1.041382,0.033146,0.0,75.828713
baseline_core_principles,148,75.828713,75.827894,1.07459,1.041395,0.033149,0.0,75.82876
baseline_core_principles,149,75.82876,75.82811,1.074588,1.041406,0.03315,0.0,75.828792
baseline_core_principles,150,75.828792,75.828292,1.074586,1.041415,0.033152,0.0,75.828811
baseline_core_principles,151,75.828811,75.828439,1.074584,1.041422,0.033152,0.0,75.828821
baseline_core_principles,152,75.828821,75.828556,1.074584,1.041428,0.033153,0.0,75.828824
baseline_core_principles,153,75.828824,75.828646,1.074584,1.041432,0.033153,0.0,75.828822
baseline_core_principles,154,75.828822,75.828713,1.074584,1.041436,0.033153,0.0,75.828818
baseline_core_principles,155,75.828818,75.82876,1.074584,1.041438,0.033153,0.0,75.828811
baseline_core_principles,156,75.828811,75.828792,1.074584,1.04144,0.033152,0.0,75.828803
baseline_core_principles,157,75.828803,75.828811,1.074585,1.041441,0.033152,0.0,75.828796
baseline_core_principles,158,75.828796,75.828821,1.074585,1.041441,0.033152,0.0,75.828788
baseline_core_principles,159,75.828788,75.828824,1.074586,1.041441,0.033152,0.0,75.828781
baseline_core_principles,160,75.828781,75.828822,1.074586,1.041441,0.033151,0.0,75.828775
short_delay,0,15.0,15.0,1.125,0.0,0.0,0.0,16.125
