"time","r","trajectory_1","trajectory_2","abs_difference"
1,3.9,0.4,0.4001,9.9999999999989e-05
2,3.9,0.936,0.936077961,7.79610000000153e-05
3,3.9,0.2336256,0.233360446527322,0.000265153472678414
4,3.9,0.698274248196096,0.697723059243174,0.000551188952922388
5,3.9,0.821680557758864,0.822531808189729,0.000851250430865425
6,3.9,0.571434313163791,0.569295607552869,0.002138705610922
7,3.9,0.955098841720988,0.956272663218127,0.00117382149713907
8,3.9,0.167251672630438,0.163079501519366,0.00417217111107232
9,3.9,0.543186347467759,0.532289853043888,0.0108964944238719
10,3.9,0.967726263630336,0.970933725022576,0.0032074613922396
11,3.9,0.12180535501058,0.110063563881807,0.0117417911287727
12,3.9,0.417178360955173,0.382003345571025,0.0351750153841474
13,3.9,0.94824824681312,0.92069947921992,0.027548767593201
14,3.9,0.191386685992959,0.284746597917945,0.0933599119249864
15,3.9,0.603555507428607,0.794297294279195,0.190741786850588
16,3.9,0.933177401836695,0.637217500061785,0.29595990177491
17,3.9,0.243193620298242,0.901568294939497,0.658374674641255
18,3.9,0.717796885043458,0.346097327547602,0.371699557495856
19,3.9,0.790001615774931,0.882624472906839,0.0926228571319079
20,3.9,0.647006345106925,0.404034199657779,0.242972145449145
21,3.9,0.890717624543385,0.93908320414224,0.0483655795988557
22,3.9,0.379624977697581,0.223103165376716,0.156521812320865
23,3.9,0.9184884306222,0.675979757604863,0.242508673017337
24,3.9,0.291982990397936,0.854221387162001,0.562238396764065
25,3.9,0.806242802493238,0.485656114620408,0.32058668787283
26,3.9,0.609239849092241,0.974197586513647,0.364957737421406
27,3.9,0.928459955944187,0.0980329308840672,0.83042702506012
28,3.9,0.259046057993989,0.344847653850753,0.0858015958567636
29,3.9,0.74857067154388,0.881118222989099,0.132547551445219
30,3.9,0.734029222868076,0.408520710411964,0.325508512456112
31,3.9,0.761398259090682,0.942363004348226,0.180964745257544
32,3.9,0.708516705563007,0.211828392297644,0.496688313265363
33,3.9,0.805431055654485,0.651132785605534,0.154298270048951
34,3.9,0.611176293942969,0.885919636348935,0.274743342405967
35,3.9,0.926795343493916,0.394157533693191,0.532637809800725
36,3.9,0.26459836561045,0.931309752071759,0.666711386461309
37,3.9,0.758885675054242,0.249490401294411,0.509395273759831
38,3.9,0.713615008281666,0.730255269729822,0.0166402614481561
39,3.9,0.797037650123612,0.768231791970422,0.02880585815319
40,3.9,0.630897674195266,0.694401652527711,0.0635039783324451
41,3.9,0.908176615672053,0.827611190228531,0.0805654254435221
42,3.9,0.325228216632185,0.556416541344476,0.231188324712291
43,3.9,0.855873812579891,0.962586978064635,0.106713165484744
44,3.9,0.481079935127425,0.140451822127612,0.340628112999813
45,3.9,0.973603921466348,0.470827920375718,0.502776001090631
46,3.9,0.100227369729618,0.971681060104539,0.871453690374921
47,3.9,0.351709191938132,0.107316212400768,0.244392979537364
48,3.9,0.889238361352997,0.373617827531214,0.515620533821783
49,3.9,0.384124642399811,0.912707431280073,0.528582788880262
50,3.9,0.92263431585401,0.310723047048194,0.611911268805816
51,3.9,0.27838291674419,0.835279516816992,0.556896600072802
52,3.9,0.78345488679583,0.536591817851561,0.246863068944269
53,3.9,0.661647975891096,0.969778051578641,0.308130075687544
54,3.9,0.873092734372215,0.114303470794406,0.758789263577809
55,3.9,0.432127065078789,0.394828930699156,0.037298134379633
56,3.9,0.957033732350206,0.931862280110257,0.0251714522399495
57,3.9,0.160368653226756,0.247630386970084,0.0872617337433275
58,3.9,0.525137138327071,0.726607355834608,0.201470217507537
59,3.9,0.97253568467923,0.774731514498425,0.197804170180806
60,3.9,0.104169104148451,0.680638120271467,0.576469016123016
61,3.9,0.363939817368504,0.847742491068684,0.48380267370018
62,3.9,0.902801744138908,0.503393123630849,0.399408620508059
63,3.9,0.342227944182751,0.9749550981769,0.63272715399415
64,3.9,0.877921115772475,0.0952288533915061,0.782692262380969
65,3.9,0.41798495798782,0.336025243605656,0.0819597143821644
66,3.9,0.948766778246588,0.870137889135121,0.0786288891114669
67,3.9,0.189572677094494,0.440691977803729,0.251119300709234
68,3.9,0.599176021055512,0.96128197816235,0.362105957106838
69,3.9,0.936640055705627,0.145153852828255,0.791486202877372
70,3.9,0.231447300838209,0.483928426165737,0.252481125327528
71,3.9,0.693729846314374,0.97399264760651,0.280262801292136
72,3.9,0.828628111923336,0.0987907830583856,0.72983732886495
73,3.9,0.553813899809444,0.347221540540277,0.206592359269168
74,3.9,0.963705850330466,0.883969095067943,0.079736755262523
75,3.9,0.136409849040266,0.400014162727548,0.263604313687282
76,3.9,0.459428588287805,0.936011046145214,0.47658245785741
77,3.9,0.96858044615155,0.233588033793487,0.734992412358063
78,3.9,0.118686225389215,0.698196190621722,0.579509965232507
79,3.9,0.407939240639096,0.821801253089848,0.413862012450753
80,3.9,0.941946784684985,0.571131418688233,0.370815365996752
81,3.9,0.213263854075753,0.955267252974057,0.742003398898304
82,3.9,0.654351292219986,0.166653740640878,0.487697551579108
83,3.9,0.88208514650108,0.541633058347995,0.340452088153085
84,3.9,0.405642669210669,0.968240084965111,0.562597415754442
85,3.9,0.94027710709262,0.119929769044277,0.820347338048342
86,3.9,0.219008668983601,0.411631816210928,0.192623147227327
87,3.9,0.667071100385166,0.944545149965901,0.277474049580735
88,3.9,0.86614026492275,0.204280477602998,0.661859787319752
89,3.9,0.452171094968965,0.633944859885827,0.181773764916861
90,3.9,0.966078343789776,0.905029220589648,0.0610491232001275
91,3.9,0.1278068120557,0.335210188827314,0.207403376771613
92,3.9,0.43474170030665,0.869092840721314,0.434351140414664
93,3.9,0.958391281852419,0.443704852220255,0.514686429632164
94,3.9,0.155521987614617,0.962640339712181,0.807118352097564
95,3.9,0.512206106033761,0.140259272676891,0.37194683335687
96,3.9,0.974418942804421,0.470287775509659,0.504131167294762
97,3.9,0.0972140001625086,0.971557016491759,0.87434301632925
98,3.9,0.342277409506158,0.107772522769825,0.234504886736333
99,3.9,0.877981979346856,0.375014663812045,0.502967315534811
100,3.9,0.417805530827228,0.914076796378137,0.49627126555091
101,3.9,0.948651870025884,0.306307586134752,0.642344283891132
102,3.9,0.189974848136881,0.828684670363109,0.638709822226227
103,3.9,0.600149180327776,0.553668911126349,0.0464802692014272
104,3.9,0.935883552550731,0.963766627116197,0.027883074565466
105,3.9,0.234021561601441,0.136190010735738,0.0978315508657026
106,3.9,0.699096334197549,0.458804937674997,0.240291396522552
107,3.9,0.820406533865482,0.968381570676153,0.147975036810671
108,3.9,0.574624646919601,0.119412946578667,0.455211700340934
109,3.9,0.953281532081287,0.410098629595462,0.543182902485825
110,3.9,0.173689825428761,0.943479200037605,0.769789374608845
111,3.9,0.559734512888021,0.207972176622622,0.351762336265399
112,3.9,0.96108397308312,0.642407026456536,0.318676946626585
113,3.9,0.145866122086949,0.895908931381649,0.750042809294701
114,3.9,0.48589786640563,0.363698860403738,0.122199006001892
115,3.9,0.974224406329537,0.902545797444565,0.0716786088849727
116,3.9,0.0979337285214513,0.343031835742906,0.245098107221455
117,3.9,0.344536582023418,0.878907882098056,0.534371300074638
118,3.9,0.88074139011705,0.415072385847467,0.465669004269583
119,3.9,0.40964037602177,0.946870471381998,0.537230095360228
120,3.9,0.9431570395826,0.19619644904664,0.74696059053596
