"scenario","time","state","delayed_state","inflow","balancing_outflow","threshold_penalty","shock"
"baseline_delayed_feedback",0,12,0,0,0,0,0
"baseline_delayed_feedback",1,12.96,12,0.96,0,0,0
"baseline_delayed_feedback",2,13.9968,12,1.0368,0,0,0
"baseline_delayed_feedback",3,15.116544,12,1.119744,0,0,0
"baseline_delayed_feedback",4,16.32586752,12,1.20932352,0,0,0
"baseline_delayed_feedback",5,17.6319369216,12,1.3060694016,0,0,0
"baseline_delayed_feedback",6,19.042491875328,12,1.410554953728,0,0,0
"baseline_delayed_feedback",7,20.5658912253542,12,1.52339935002624,0,0,0
"baseline_delayed_feedback",8,22.2111625233826,12.96,1.64527129802834,0,0,0
"baseline_delayed_feedback",9,23.9880555252532,13.9968,1.77689300187061,0,0,0
"baseline_delayed_feedback",10,25.9070999672734,15.116544,1.91904444202025,0,0,0
"baseline_delayed_feedback",11,27.9796679646553,16.32586752,2.07256799738187,0,0,0
"baseline_delayed_feedback",12,30.2180414018277,17.6319369216,2.23837343717242,0,0,0
"baseline_delayed_feedback",13,32.635484713974,19.042491875328,2.41744331214622,0,0,0
"baseline_delayed_feedback",14,35.2463234910919,20.5658912253542,2.61083877711792,0,0,0
"baseline_delayed_feedback",15,38.0660293703792,22.2111625233826,2.81970587928735,0,0,0
"baseline_delayed_feedback",16,41.1113117200096,23.9880555252532,3.04528234963034,0,0,0
"baseline_delayed_feedback",17,44.4002166576103,25.9070999672734,3.28890493760076,0,0,0
"baseline_delayed_feedback",18,47.9522339902191,27.9796679646553,3.55201733260883,0,0,0
"baseline_delayed_feedback",19,51.7884127094367,30.2180414018277,3.83617871921753,0,0,0
"baseline_delayed_feedback",20,55.9314857261916,32.635484713974,4.14307301675493,0,0,0
"baseline_delayed_feedback",21,60.4060045842869,35.2463234910919,4.47451885809533,0,0,0
"baseline_delayed_feedback",22,65.2384849510299,38.0660293703792,4.83248036674295,0,0,0
"baseline_delayed_feedback",23,70.4575637471123,41.1113117200096,5.21907879608239,0,0,0
"baseline_delayed_feedback",24,76.0941688468813,44.4002166576103,5.63660509976898,0,0,0
"baseline_delayed_feedback",25,82.1817023546318,47.9522339902191,6.0875335077505,0,0,0
"baseline_delayed_feedback",26,88.6489337804361,51.7884127094367,6.57453618837054,0.1073047625662,0,0
"baseline_delayed_feedback",27,95.2572466569842,55.9314857261916,7.09191470243489,0.355889143571496,0.127712682315264,0
"baseline_delayed_feedback",28,101.894462481491,60.4060045842869,7.62057973255874,0.624360275057216,0.359003632994448,0
"baseline_delayed_feedback",29,108.540404196097,65.2384849510299,8.15155699851931,0.914309097061793,0.591306186852196,0
"baseline_delayed_feedback",30,115.172268560094,70.4575637471123,8.68323233568773,1.22745382482674,0.823914146863383,0
